approval_id,doc_type,doc_id,approver_id,approval_level,sequence,action,action_date,sla_hours,actual_hours,remarks
APR000581,PR,PR00363,EMP039,3,3,approve,2025-05-16 00:00:00,48,84.74,SLA breach
APR000582,PR,PR00364,EMP036,1,1,approve,2025-10-01 00:00:00,24,5.72,ok
APR000583,PR,PR00365,EMP022,1,1,approve,2025-02-24 00:00:00,24,14.87,ok
APR000584,PR,PR00366,EMP037,1,1,approve,2025-09-20 00:00:00,24,9.36,ok
APR000585,PR,PR00366,EMP005,2,2,approve,2025-09-20 00:00:00,48,21.03,ok
APR000586,PR,PR00369,EMP006,1,1,approve,2025-05-24 00:00:00,24,20.02,ok
APR000587,PR,PR00369,EMP023,2,2,approve,2025-05-24 00:00:00,48,9.5,ok
APR000588,PR,PR00370,EMP020,1,1,approve,2025-09-25 00:00:00,24,5.25,ok
APR000589,PR,PR00371,EMP036,1,1,approve,2025-12-21 00:00:00,24,11.83,ok
APR000590,PR,PR00371,EMP038,2,2,approve,2025-12-25 00:00:00,48,98.94,SLA breach
APR000591,PR,PR00371,EMP039,3,3,approve,2025-12-25 00:00:00,48,18.73,SLA breach
APR000592,PR,PR00372,EMP015,1,1,approve,2025-01-14 00:00:00,24,79.41,SLA breach
APR000593,PR,PR00372,EMP010,2,2,approve,2025-01-15 00:00:00,48,35.73,SLA breach
APR000594,PR,PR00373,EMP027,1,1,approve,2025-07-26 00:00:00,24,4.78,ok
APR000595,PR,PR00373,EMP009,2,2,approve,2025-08-01 00:00:00,48,152.49,SLA breach
APR000596,PR,PR00373,EMP020,3,3,approve,2025-08-05 00:00:00,48,101.84,SLA breach
APR000597,PR,PR00374,EMP035,1,1,approve,2025-08-02 00:00:00,24,4.2,ok
APR000598,PR,PR00375,EMP029,1,1,approve,2024-06-07 00:00:00,24,17.81,ok
APR000599,PR,PR00375,EMP031,2,2,approve,2024-06-07 00:00:00,48,6.99,ok
APR000600,PR,PR00375,EMP021,3,3,approve,2024-06-07 00:00:00,48,15.66,ok
APR000601,PR,PR00376,EMP027,1,1,approve,2025-08-01 00:00:00,24,10.05,ok
APR000602,PR,PR00377,EMP017,1,1,approve,2024-12-21 00:00:00,24,6.8,ok
APR000603,PR,PR00377,EMP010,2,2,approve,2024-12-22 00:00:00,48,31.58,ok
APR000604,PR,PR00379,EMP012,1,1,approve,2024-06-22 00:00:00,24,42.78,SLA breach
APR000605,PR,PR00379,EMP017,2,2,approve,2024-06-22 00:00:00,48,14.53,SLA breach
APR000606,PR,PR00379,EMP013,3,3,approve,2024-06-23 00:00:00,48,28.26,SLA breach
APR000607,PR,PR00380,EMP028,1,1,approve,2025-05-15 00:00:00,24,4.74,ok
APR000608,PR,PR00381,EMP010,1,1,approve,2025-11-21 00:00:00,24,15.84,ok
APR000609,PR,PR00381,EMP040,2,2,approve,2025-11-21 00:00:00,48,8.27,ok
APR000610,PR,PR00382,EMP035,1,1,approve,2025-06-25 00:00:00,24,12.19,ok
APR000611,PR,PR00382,EMP001,2,2,approve,2025-06-25 00:00:00,48,17.94,ok
APR000612,PR,PR00383,EMP005,1,1,approve,2025-07-01 00:00:00,24,3.98,ok
APR000613,PR,PR00383,EMP005,2,2,approve,2025-07-04 00:00:00,48,74.05,SLA breach
APR000614,PR,PR00384,EMP011,1,1,approve,2025-12-15 00:00:00,24,5.05,ok
APR000615,PR,PR00385,EMP014,1,1,approve,2025-07-16 00:00:00,24,17.27,ok
APR000616,PR,PR00385,EMP006,2,2,approve,2025-07-21 00:00:00,48,130.04,SLA breach
APR000617,PR,PR00386,EMP003,1,1,approve,2025-12-01 00:00:00,24,8.94,ok
APR000618,PR,PR00386,EMP024,2,2,approve,2025-12-02 00:00:00,48,27.55,ok
APR000619,PR,PR00386,EMP035,3,3,approve,2025-12-02 00:00:00,48,8.05,ok
APR000620,PR,PR00387,EMP038,1,1,approve,2025-12-05 00:00:00,24,73.0,SLA breach
APR000621,PR,PR00387,EMP022,2,2,approve,2025-12-06 00:00:00,48,41.19,SLA breach
APR000622,PR,PR00388,EMP039,1,1,approve,2025-10-14 00:00:00,24,4.99,ok
APR000623,PR,PR00389,EMP017,1,1,approve,2025-02-02 00:00:00,24,68.08,SLA breach
APR000624,PR,PR00389,EMP015,2,2,approve,2025-02-02 00:00:00,48,5.4,SLA breach
APR000625,PR,PR00389,EMP037,3,3,approve,2025-02-09 00:00:00,48,177.27,SLA breach
APR000626,PR,PR00391,EMP003,1,1,approve,2023-12-29 00:00:00,24,4.34,ok
APR000627,PR,PR00391,EMP014,2,2,approve,2024-01-04 00:00:00,48,147.72,SLA breach
APR000628,PR,PR00393,EMP002,1,1,approve,2024-05-21 00:00:00,24,7.07,ok
APR000629,PR,PR00393,EMP025,2,2,approve,2024-05-21 00:00:00,48,13.97,ok
APR000630,PR,PR00393,EMP021,3,3,approve,2024-05-21 00:00:00,48,13.18,ok
APR000631,PR,PR00394,EMP036,1,1,approve,2024-05-03 00:00:00,24,13.72,ok
APR000632,PR,PR00394,EMP036,2,2,approve,2024-05-04 00:00:00,48,29.49,ok
APR000633,PR,PR00395,EMP038,1,1,approve,2025-04-23 00:00:00,24,3.45,ok
APR000634,PR,PR00395,EMP037,2,2,approve,2025-04-24 00:00:00,48,35.0,ok
APR000635,PR,PR00395,EMP039,3,3,approve,2025-04-24 00:00:00,48,11.97,ok
APR000636,PR,PR00396,EMP015,1,1,approve,2025-08-12 00:00:00,24,55.65,SLA breach
APR000637,PR,PR00396,EMP033,2,2,approve,2025-08-13 00:00:00,48,35.0,SLA breach
APR000638,PR,PR00396,EMP007,3,3,approve,2025-08-18 00:00:00,48,133.43,SLA breach
APR000639,PR,PR00397,EMP022,1,1,approve,2024-09-21 00:00:00,24,20.18,ok
APR000640,PR,PR00397,EMP035,2,2,approve,2024-09-27 00:00:00,48,156.51,SLA breach
APR000641,PR,PR00400,EMP032,1,1,approve,2024-08-28 00:00:00,24,50.75,SLA breach
APR000642,PR,PR00401,EMP001,1,1,approve,2025-02-13 00:00:00,24,13.04,ok
APR000643,PR,PR00402,EMP001,1,1,approve,2024-12-12 00:00:00,24,13.74,ok
APR000644,PR,PR00405,EMP032,1,1,approve,2025-09-29 00:00:00,24,51.84,SLA breach
APR000645,PR,PR00405,EMP033,2,2,approve,2025-09-29 00:00:00,48,18.82,SLA breach
APR000646,PR,PR00406,EMP028,1,1,approve,2025-06-21 00:00:00,24,5.05,ok
APR000647,PR,PR00407,EMP027,1,1,approve,2025-10-26 00:00:00,24,11.56,ok
APR000648,PR,PR00407,EMP009,2,2,approve,2025-10-26 00:00:00,48,8.86,ok
APR000649,PR,PR00407,EMP011,3,3,approve,2025-10-26 00:00:00,48,15.71,ok
APR000650,PR,PR00408,EMP025,1,1,approve,2024-10-28 00:00:00,24,10.78,ok
APR000651,PR,PR00408,EMP037,2,2,approve,2024-10-29 00:00:00,48,37.53,ok
APR000652,PR,PR00409,EMP037,1,1,approve,2024-03-18 00:00:00,24,3.79,ok
APR000653,PR,PR00409,EMP035,2,2,approve,2024-03-18 00:00:00,48,18.27,ok
APR000654,PR,PR00409,EMP030,3,3,approve,2024-03-18 00:00:00,48,1.42,ok
APR000655,PR,PR00410,EMP005,1,1,approve,2025-06-22 00:00:00,24,21.45,ok
APR000656,PR,PR00410,EMP017,2,2,approve,2025-06-22 00:00:00,48,1.27,ok
APR000657,PR,PR00411,EMP030,1,1,approve,2024-10-27 00:00:00,24,2.63,ok
APR000658,PR,PR00411,EMP036,2,2,approve,2024-10-27 00:00:00,48,13.66,ok
APR000659,PR,PR00411,EMP009,3,3,approve,2024-11-03 00:00:00,48,188.48,SLA breach
APR000660,PR,PR00413,EMP034,1,1,approve,2025-05-10 00:00:00,24,60.22,SLA breach
APR000661,PR,PR00413,EMP013,2,2,approve,2025-05-11 00:00:00,48,33.43,SLA breach
APR000662,PR,PR00415,EMP006,1,1,approve,2024-01-16 00:00:00,24,12.7,ok
APR000663,PR,PR00415,EMP001,2,2,approve,2024-01-19 00:00:00,48,86.29,SLA breach
APR000664,PR,PR00416,EMP021,1,1,approve,2024-09-30 00:00:00,24,88.94,SLA breach
APR000665,PR,PR00417,EMP038,1,1,approve,2024-05-23 00:00:00,24,6.16,ok
APR000666,PR,PR00417,EMP026,2,2,approve,2024-05-23 00:00:00,48,12.53,ok
APR000667,PR,PR00417,EMP004,3,3,approve,2024-05-23 00:00:00,48,7.26,ok
APR000668,PR,PR00418,EMP007,1,1,approve,2025-07-13 00:00:00,24,4.29,ok
APR000669,PR,PR00419,EMP012,1,1,approve,2024-02-27 00:00:00,24,16.36,ok
APR000670,PR,PR00420,EMP014,1,1,approve,2025-01-13 00:00:00,24,16.32,ok
APR000671,PR,PR00421,EMP009,1,1,approve,2024-06-01 00:00:00,24,20.63,ok
APR000672,PR,PR00421,EMP040,2,2,approve,2024-06-01 00:00:00,48,4.23,ok
APR000673,PR,PR00421,EMP027,3,3,approve,2024-06-02 00:00:00,48,38.3,ok
APR000674,PR,PR00422,EMP017,1,1,approve,2024-10-27 00:00:00,24,4.37,ok
APR000675,PR,PR00422,EMP026,2,2,approve,2024-10-27 00:00:00,48,8.26,ok
APR000676,PR,PR00423,EMP018,1,1,approve,2024-04-03 00:00:00,24,7.41,ok
APR000677,PR,PR00424,EMP007,1,1,approve,2025-12-26 00:00:00,24,3.41,ok
APR000678,PR,PR00424,EMP007,2,2,approve,2025-12-26 00:00:00,48,21.95,ok
APR000679,PR,PR00424,EMP036,3,3,approve,2025-12-26 00:00:00,48,20.69,ok
APR000680,PR,PR00426,EMP039,1,1,approve,2024-05-17 00:00:00,24,89.63,SLA breach
APR000681,PR,PR00426,EMP025,2,2,approve,2024-05-18 00:00:00,48,25.82,SLA breach
APR000682,PR,PR00426,EMP008,3,3,approve,2024-05-18 00:00:00,48,21.7,SLA breach
APR000683,PR,PR00427,EMP031,1,1,approve,2024-06-14 00:00:00,24,6.35,ok
APR000684,PR,PR00427,EMP023,2,2,approve,2024-06-21 00:00:00,48,168.1,SLA breach
APR000685,PR,PR00428,EMP019,1,1,approve,2025-04-28 00:00:00,24,6.94,ok
APR000686,PR,PR00428,EMP001,2,2,approve,2025-04-28 00:00:00,48,10.3,ok
APR000687,PR,PR00428,EMP028,3,3,approve,2025-04-28 00:00:00,48,5.52,ok
APR000688,PR,PR00430,EMP024,1,1,approve,2024-08-23 00:00:00,24,3.03,ok
APR000689,PR,PR00430,EMP003,2,2,approve,2024-08-23 00:00:00,48,16.88,ok
APR000690,PR,PR00430,EMP030,3,3,approve,2024-08-24 00:00:00,48,35.27,ok
APR000691,PR,PR00431,EMP019,1,1,approve,2025-04-28 00:00:00,24,19.31,ok
APR000692,PR,PR00431,EMP033,2,2,approve,2025-04-29 00:00:00,48,36.47,ok
APR000693,PR,PR00432,EMP033,1,1,approve,2025-03-25 00:00:00,24,67.74,SLA breach
APR000694,PR,PR00432,EMP027,2,2,approve,2025-03-26 00:00:00,48,26.63,SLA breach
APR000695,PR,PR00433,EMP029,1,1,approve,2024-01-14 00:00:00,24,7.63,ok
APR000696,PR,PR00434,EMP035,1,1,approve,2024-02-17 00:00:00,24,4.25,ok
APR000697,PR,PR00437,EMP023,1,1,approve,2025-01-10 00:00:00,24,2.25,ok
APR000698,PR,PR00437,EMP036,2,2,approve,2025-01-11 00:00:00,48,26.86,ok
APR000699,PR,PR00437,EMP015,3,3,approve,2025-01-12 00:00:00,48,30.49,ok
APR000700,PR,PR00438,EMP028,1,1,approve,2025-03-05 00:00:00,24,87.55,SLA breach
APR000701,PR,PR00438,EMP032,2,2,approve,2025-03-05 00:00:00,48,1.12,SLA breach
APR000702,PR,PR00439,EMP022,1,1,approve,2024-10-14 00:00:00,24,58.45,SLA breach
APR000703,PR,PR00440,EMP021,1,1,approve,2025-09-22 00:00:00,24,13.33,ok
APR000704,PR,PR00440,EMP040,2,2,approve,2025-09-23 00:00:00,48,26.81,ok
APR000705,PR,PR00442,EMP035,1,1,approve,2024-05-21 00:00:00,24,80.51,SLA breach
APR000706,PR,PR00442,EMP009,2,2,approve,2024-05-21 00:00:00,48,14.31,SLA breach
APR000707,PR,PR00443,EMP001,1,1,approve,2024-10-05 00:00:00,24,16.16,ok
APR000708,PR,PR00443,EMP032,2,2,approve,2024-10-05 00:00:00,48,23.9,ok
APR000709,PR,PR00443,EMP025,3,3,approve,2024-10-10 00:00:00,48,131.13,SLA breach
APR000710,PR,PR00444,EMP009,1,1,approve,2025-07-03 00:00:00,24,9.2,ok
APR000711,PR,PR00445,EMP001,1,1,approve,2024-11-29 00:00:00,24,36.69,SLA breach
APR000712,PR,PR00445,EMP026,2,2,approve,2024-11-30 00:00:00,48,28.65,SLA breach
APR000713,PR,PR00446,EMP026,1,1,approve,2024-09-01 00:00:00,24,1.77,ok
APR000714,PR,PR00447,EMP013,1,1,approve,2024-08-04 00:00:00,24,6.93,ok
APR000715,PR,PR00447,EMP025,2,2,approve,2024-08-04 00:00:00,48,20.58,ok
APR000716,PR,PR00448,EMP013,1,1,approve,2025-09-09 00:00:00,24,17.09,ok
APR000717,PR,PR00450,EMP007,1,1,approve,2024-04-15 00:00:00,24,9.46,ok
APR000718,PR,PR00450,EMP034,2,2,approve,2024-04-15 00:00:00,48,20.23,ok
APR000719,PR,PR00451,EMP036,1,1,approve,2025-07-07 00:00:00,24,18.33,ok
APR000720,PR,PR00452,EMP022,1,1,approve,2025-03-09 00:00:00,24,5.49,ok
APR000721,PR,PR00452,EMP003,2,2,approve,2025-03-10 00:00:00,48,35.11,ok
APR000722,PR,PR00453,EMP026,1,1,approve,2024-04-10 00:00:00,24,16.71,ok
APR000723,PR,PR00454,EMP039,1,1,approve,2024-01-28 00:00:00,24,7.73,ok
APR000724,PR,PR00454,EMP023,2,2,approve,2024-01-28 00:00:00,48,5.77,ok
APR000725,PR,PR00455,EMP015,1,1,approve,2025-10-19 00:00:00,24,6.58,ok
APR000726,PR,PR00455,EMP034,2,2,approve,2025-10-19 00:00:00,48,15.51,ok
APR000727,PR,PR00456,EMP020,1,1,approve,2025-03-15 00:00:00,24,7.1,ok
APR000728,PR,PR00457,EMP018,1,1,approve,2024-06-18 00:00:00,24,6.45,ok
APR000729,PR,PR00458,EMP025,1,1,approve,2024-01-03 00:00:00,24,7.05,ok
APR000730,PR,PR00460,EMP034,1,1,approve,2025-02-17 00:00:00,24,4.83,ok
APR000731,PR,PR00460,EMP027,2,2,approve,2025-02-17 00:00:00,48,8.0,ok
APR000732,PR,PR00461,EMP039,1,1,approve,2025-04-17 00:00:00,24,6.18,ok
APR000733,PR,PR00461,EMP013,2,2,approve,2025-04-17 00:00:00,48,5.04,ok
APR000734,PR,PR00464,EMP035,1,1,approve,2025-07-09 00:00:00,24,21.12,ok
APR000735,PR,PR00464,EMP003,2,2,approve,2025-07-10 00:00:00,48,42.31,ok
APR000736,PR,PR00464,EMP026,3,3,approve,2025-07-11 00:00:00,48,37.18,ok
APR000737,PR,PR00465,EMP023,1,1,approve,2025-06-04 00:00:00,24,95.43,SLA breach
APR000738,PR,PR00465,EMP037,2,2,approve,2025-06-09 00:00:00,48,122.29,SLA breach
APR000739,PR,PR00467,EMP003,1,1,approve,2025-09-26 00:00:00,24,21.01,ok
APR000740,PR,PR00468,EMP014,1,1,approve,2024-01-22 00:00:00,24,68.38,SLA breach
APR000741,PR,PR00469,EMP017,1,1,approve,2024-12-16 00:00:00,24,10.65,ok
APR000742,PR,PR00469,EMP033,2,2,approve,2024-12-16 00:00:00,48,22.23,ok
APR000743,PR,PR00469,EMP028,3,3,approve,2024-12-17 00:00:00,48,33.16,ok
APR000744,PR,PR00470,EMP031,1,1,approve,2025-07-28 00:00:00,24,13.37,ok
APR000745,PR,PR00472,EMP001,1,1,approve,2025-07-16 00:00:00,24,9.94,ok
APR000746,PR,PR00473,EMP009,1,1,approve,2024-06-03 00:00:00,24,9.87,ok
APR000747,PR,PR00474,EMP019,1,1,approve,2024-03-09 00:00:00,24,6.84,ok
APR000748,PR,PR00474,EMP026,2,2,approve,2024-03-09 00:00:00,48,17.8,ok
APR000749,PR,PR00475,EMP015,1,1,approve,2024-11-15 00:00:00,24,2.4,ok
APR000750,PR,PR00475,EMP006,2,2,approve,2024-11-16 00:00:00,48,27.79,ok
APR000751,PR,PR00475,EMP021,3,3,approve,2024-11-17 00:00:00,48,35.14,ok
APR000752,PR,PR00476,EMP021,1,1,approve,2024-03-12 00:00:00,24,50.1,SLA breach
APR000753,PR,PR00476,EMP036,2,2,approve,2024-03-12 00:00:00,48,21.88,SLA breach
APR000754,PR,PR00477,EMP039,1,1,approve,2025-04-22 00:00:00,24,3.96,ok
APR000755,PR,PR00478,EMP013,1,1,approve,2024-07-16 00:00:00,24,61.4,SLA breach
APR000756,PR,PR00478,EMP034,2,2,approve,2024-07-17 00:00:00,48,34.69,SLA breach
APR000757,PR,PR00479,EMP028,1,1,approve,2025-04-25 00:00:00,24,82.41,SLA breach
APR000758,PR,PR00480,EMP028,1,1,approve,2025-01-17 00:00:00,24,1.38,ok
APR000759,PR,PR00482,EMP014,1,1,approve,2025-12-27 00:00:00,24,17.49,ok
APR000760,PR,PR00482,EMP028,2,2,approve,2026-01-01 00:00:00,48,122.03,SLA breach
APR000761,PR,PR00482,EMP015,3,3,approve,2026-01-01 00:00:00,48,6.38,SLA breach
APR000762,PR,PR00483,EMP032,1,1,approve,2025-12-12 00:00:00,24,11.38,ok
APR000763,PR,PR00483,EMP033,2,2,approve,2025-12-17 00:00:00,48,133.61,SLA breach
APR000764,PR,PR00484,EMP035,1,1,approve,2025-11-03 00:00:00,24,4.97,ok
APR000765,PR,PR00484,EMP040,2,2,approve,2025-11-03 00:00:00,48,1.16,ok
APR000766,PR,PR00485,EMP034,1,1,approve,2025-05-12 00:00:00,24,10.2,ok
APR000767,PR,PR00486,EMP018,1,1,approve,2025-07-21 00:00:00,24,17.68,ok
APR000768,PR,PR00487,EMP014,1,1,approve,2025-04-12 00:00:00,24,1.87,ok
APR000769,PR,PR00489,EMP020,1,1,approve,2024-09-27 00:00:00,24,3.34,ok
APR000770,PR,PR00489,EMP018,2,2,approve,2024-10-04 00:00:00,48,179.92,SLA breach
APR000771,PR,PR00491,EMP022,1,1,approve,2024-07-11 00:00:00,24,17.96,ok
APR000772,PR,PR00491,EMP036,2,2,approve,2024-07-11 00:00:00,48,18.48,ok
APR000773,PR,PR00491,EMP027,3,3,approve,2024-07-11 00:00:00,48,1.99,ok
APR000774,PR,PR00492,EMP014,1,1,approve,2025-11-01 00:00:00,24,18.37,ok
APR000775,PR,PR00492,EMP038,2,2,approve,2025-11-01 00:00:00,48,3.8,ok
APR000776,PR,PR00493,EMP025,1,1,approve,2025-12-28 00:00:00,24,12.12,ok
APR000777,PR,PR00493,EMP007,2,2,approve,2025-12-29 00:00:00,48,34.09,ok
APR000778,PR,PR00493,EMP002,3,3,approve,2025-12-29 00:00:00,48,6.65,ok
APR000779,PR,PR00494,EMP011,1,1,approve,2025-03-22 00:00:00,24,16.24,ok
APR000780,PR,PR00494,EMP014,2,2,approve,2025-03-23 00:00:00,48,28.78,ok
APR000781,PR,PR00494,EMP003,3,3,approve,2025-03-27 00:00:00,48,111.51,SLA breach
APR000782,PR,PR00495,EMP035,1,1,approve,2024-10-29 00:00:00,24,20.25,ok
APR000783,PR,PR00495,EMP038,2,2,approve,2024-10-30 00:00:00,48,32.38,ok
APR000784,PR,PR00499,EMP014,1,1,approve,2025-10-31 00:00:00,24,63.99,SLA breach
APR000785,PR,PR00499,EMP031,2,2,approve,2025-11-01 00:00:00,48,34.54,SLA breach
APR000786,PR,PR00499,EMP008,3,3,approve,2025-11-01 00:00:00,48,17.41,SLA breach
APR000787,PR,PR00500,EMP009,1,1,approve,2024-08-10 00:00:00,24,13.18,ok
APR000788,PR,PR00501,EMP040,1,1,approve,2025-05-05 00:00:00,24,5.54,ok
APR000789,PR,PR00503,EMP017,1,1,approve,2025-07-31 00:00:00,24,18.53,ok
APR000790,PR,PR00503,EMP003,2,2,approve,2025-07-31 00:00:00,48,13.6,ok
APR000791,PR,PR00504,EMP010,1,1,approve,2025-07-18 00:00:00,24,18.09,ok
APR000792,PR,PR00504,EMP038,2,2,approve,2025-07-18 00:00:00,48,5.83,ok
APR000793,PR,PR00505,EMP007,1,1,approve,2024-09-20 00:00:00,24,12.31,ok
APR000794,PR,PR00505,EMP034,2,2,approve,2024-09-26 00:00:00,48,152.57,SLA breach
APR000795,PR,PR00506,EMP003,1,1,approve,2024-02-23 00:00:00,24,60.53,SLA breach
APR000796,PR,PR00506,EMP021,2,2,approve,2024-02-26 00:00:00,48,81.05,SLA breach
APR000797,PR,PR00506,EMP002,3,3,approve,2024-02-27 00:00:00,48,24.9,SLA breach
APR000798,PR,PR00507,EMP027,1,1,approve,2024-04-12 00:00:00,24,7.91,ok
APR000799,PR,PR00509,EMP024,1,1,approve,2024-11-25 00:00:00,24,64.36,SLA breach
APR000800,PR,PR00509,EMP038,2,2,approve,2024-11-30 00:00:00,48,120.52,SLA breach
APR000801,PR,PR00510,EMP019,1,1,approve,2024-07-18 00:00:00,24,5.38,ok
APR000802,PR,PR00510,EMP028,2,2,approve,2024-07-18 00:00:00,48,14.86,ok
APR000803,PR,PR00510,EMP027,3,3,approve,2024-07-19 00:00:00,48,25.38,ok
APR000804,PR,PR00511,EMP009,1,1,approve,2024-04-22 00:00:00,24,1.39,ok
APR000805,PR,PR00511,EMP014,2,2,approve,2024-04-22 00:00:00,48,12.61,ok
APR000806,PR,PR00511,EMP019,3,3,approve,2024-04-29 00:00:00,48,189.51,SLA breach
APR000807,PR,PR00512,EMP022,1,1,approve,2025-08-27 00:00:00,24,5.62,ok
APR000808,PR,PR00512,EMP007,2,2,approve,2025-08-27 00:00:00,48,5.68,ok
APR000809,PR,PR00513,EMP026,1,1,approve,2025-06-26 00:00:00,24,2.88,ok
APR000810,PR,PR00513,EMP038,2,2,approve,2025-06-30 00:00:00,48,105.95,SLA breach
APR000811,PR,PR00513,EMP002,3,3,approve,2025-06-30 00:00:00,48,4.5,SLA breach
APR000812,PR,PR00514,EMP035,1,1,approve,2024-08-14 00:00:00,24,3.05,ok
APR000813,PR,PR00514,EMP031,2,2,approve,2024-08-14 00:00:00,48,4.37,ok
APR000814,PR,PR00514,EMP006,3,3,approve,2024-08-20 00:00:00,48,156.23,SLA breach
APR000815,PR,PR00515,EMP006,1,1,approve,2024-05-01 00:00:00,24,69.25,SLA breach
APR000816,PR,PR00516,EMP030,1,1,approve,2025-02-13 00:00:00,24,20.25,ok
APR000817,PR,PR00516,EMP040,2,2,approve,2025-02-14 00:00:00,48,26.2,ok
APR000818,PR,PR00517,EMP006,1,1,approve,2024-03-19 00:00:00,24,74.29,SLA breach
APR000819,PR,PR00517,EMP009,2,2,approve,2024-03-19 00:00:00,48,17.45,SLA breach
APR000820,PR,PR00517,EMP024,3,3,approve,2024-03-19 00:00:00,48,16.26,SLA breach
APR000821,PR,PR00518,EMP008,1,1,approve,2024-04-07 00:00:00,24,79.21,SLA breach
APR000822,PR,PR00518,EMP011,2,2,approve,2024-04-08 00:00:00,48,34.45,SLA breach
APR000823,PR,PR00519,EMP024,1,1,approve,2024-04-01 00:00:00,24,3.42,ok
APR000824,PR,PR00519,EMP003,2,2,approve,2024-04-02 00:00:00,48,24.49,ok
APR000825,PR,PR00519,EMP016,3,3,approve,2024-04-02 00:00:00,48,20.6,ok
APR000826,PR,PR00520,EMP002,1,1,approve,2025-04-06 00:00:00,24,14.23,ok
APR000827,PR,PR00520,EMP036,2,2,approve,2025-04-06 00:00:00,48,10.59,ok
APR000828,PR,PR00521,EMP028,1,1,approve,2025-08-22 00:00:00,24,17.5,ok
APR000829,PR,PR00521,EMP004,2,2,approve,2025-08-25 00:00:00,48,80.0,SLA breach
APR000830,PR,PR00521,EMP016,3,3,approve,2025-08-25 00:00:00,48,18.74,SLA breach
APR000831,PR,PR00522,EMP012,1,1,approve,2024-08-01 00:00:00,24,11.95,ok
APR000832,PR,PR00522,EMP017,2,2,approve,2024-08-01 00:00:00,48,6.94,ok
APR000833,PR,PR00522,EMP001,3,3,approve,2024-08-05 00:00:00,48,108.18,SLA breach
APR000834,PR,PR00524,EMP009,1,1,approve,2024-06-14 00:00:00,24,44.33,SLA breach
APR000835,PR,PR00525,EMP040,1,1,approve,2024-05-01 00:00:00,24,5.36,ok
APR000836,PR,PR00525,EMP006,2,2,approve,2024-05-02 00:00:00,48,26.5,ok
APR000837,PR,PR00526,EMP029,1,1,approve,2024-01-14 00:00:00,24,18.26,ok
APR000838,PR,PR00527,EMP031,1,1,approve,2024-03-20 00:00:00,24,42.83,SLA breach
APR000839,PR,PR00528,EMP028,1,1,approve,2024-04-09 00:00:00,24,44.59,SLA breach
APR000840,PR,PR00528,EMP033,2,2,approve,2024-04-10 00:00:00,48,28.8,SLA breach
APR000841,PR,PR00529,EMP018,1,1,approve,2024-09-27 00:00:00,24,46.98,SLA breach
APR000842,PR,PR00531,EMP020,1,1,approve,2025-03-06 00:00:00,24,70.53,SLA breach
APR000843,PR,PR00531,EMP024,2,2,approve,2025-03-07 00:00:00,48,34.02,SLA breach
APR000844,PR,PR00531,EMP013,3,3,approve,2025-03-07 00:00:00,48,8.85,SLA breach
APR000845,PR,PR00532,EMP026,1,1,approve,2024-08-13 00:00:00,24,9.13,ok
APR000846,PR,PR00532,EMP026,2,2,approve,2024-08-13 00:00:00,48,19.79,ok
APR000847,PR,PR00533,EMP039,1,1,approve,2024-08-17 00:00:00,24,9.96,ok
APR000848,PR,PR00533,EMP024,2,2,approve,2024-08-22 00:00:00,48,139.47,SLA breach
APR000849,PR,PR00534,EMP033,1,1,approve,2025-06-25 00:00:00,24,8.93,ok
APR000850,PR,PR00536,EMP013,1,1,approve,2025-12-25 00:00:00,24,5.16,ok
APR000851,PR,PR00536,EMP003,2,2,approve,2025-12-28 00:00:00,48,79.88,SLA breach
APR000852,PR,PR00537,EMP001,1,1,approve,2024-10-26 00:00:00,24,18.9,ok
APR000853,PR,PR00537,EMP001,2,2,approve,2024-10-27 00:00:00,48,33.76,ok
APR000854,PR,PR00540,EMP014,1,1,approve,2024-12-19 00:00:00,24,6.98,ok
APR000855,PR,PR00541,EMP009,1,1,approve,2025-02-07 00:00:00,24,6.8,ok
APR000856,PR,PR00542,EMP038,1,1,approve,2024-04-25 00:00:00,24,65.57,SLA breach
APR000857,PR,PR00543,EMP027,1,1,approve,2024-08-18 00:00:00,24,15.64,ok
APR000858,PR,PR00543,EMP019,2,2,approve,2024-08-18 00:00:00,48,17.35,ok
APR000859,PR,PR00544,EMP018,1,1,approve,2024-11-22 00:00:00,24,81.94,SLA breach
APR000860,PR,PR00545,EMP039,1,1,approve,2025-09-13 00:00:00,24,7.9,ok
APR000861,PR,PR00545,EMP004,2,2,approve,2025-09-14 00:00:00,48,27.37,ok
APR000862,PR,PR00546,EMP016,1,1,approve,2024-04-05 00:00:00,24,14.89,ok
APR000863,PR,PR00546,EMP032,2,2,approve,2024-04-11 00:00:00,48,145.54,SLA breach
APR000864,PR,PR00548,EMP021,1,1,approve,2024-03-22 00:00:00,24,20.56,ok
APR000865,PR,PR00548,EMP039,2,2,approve,2024-03-27 00:00:00,48,138.04,SLA breach
APR000866,PR,PR00550,EMP024,1,1,approve,2025-04-28 00:00:00,24,88.38,SLA breach
APR000867,PR,PR00550,EMP039,2,2,approve,2025-04-28 00:00:00,48,1.18,SLA breach
APR000868,PR,PR00551,EMP011,1,1,approve,2025-06-19 00:00:00,24,1.32,ok
APR000869,PR,PR00551,EMP032,2,2,approve,2025-06-19 00:00:00,48,1.58,ok
APR000870,PR,PR00551,EMP009,3,3,approve,2025-06-19 00:00:00,48,1.84,ok
