price_id,item_id,vendor_id,effective_date,unit_price,currency,source
PH000832,ITM0021,VEN015,2024-10-31,15593.64,IDR,po
PH000833,ITM0017,VEN027,2024-09-04,89.03,IDR,po
PH000834,ITM0028,VEN004,2025-10-23,513.91,IDR,po
PH000835,ITM0029,VEN018,2025-01-28,114.37,IDR,po
PH000836,ITM0030,VEN010,2025-08-22,580.91,IDR,po
PH000837,ITM0031,VEN003,2025-12-09,392.69,IDR,po
PH000838,ITM0016,VEN004,2024-11-29,49.01,IDR,po
PH000839,ITM0026,VEN009,2024-03-03,147.40,IDR,po
PH000840,ITM0013,VEN023,2024-10-25,663.11,IDR,po
PH000841,ITM0025,VEN018,2025-05-15,47.80,IDR,po
PH000842,ITM0033,VEN025,2024-08-23,757.90,IDR,po
PH000843,ITM0017,VEN004,2025-06-12,81.77,IDR,po
PH000844,ITM0015,VEN004,2025-05-03,6.35,IDR,po
PH000845,ITM0029,VEN009,2025-11-01,114.24,IDR,po
PH000846,ITM0023,VEN010,2025-03-10,28.98,IDR,po
PH000847,ITM0038,VEN004,2025-10-08,2360.75,IDR,po
PH000848,ITM0035,VEN001,2024-02-08,179000.76,IDR,po
PH000849,ITM0010,VEN022,2025-12-12,19006.77,IDR,po
PH000850,ITM0036,VEN016,2024-11-24,851.36,IDR,po
PH000851,ITM0002,VEN012,2024-02-27,91252.43,IDR,po
PH000852,ITM0035,VEN016,2024-06-12,145529.42,IDR,po
PH000853,ITM0024,VEN024,2024-12-18,607.87,IDR,po
PH000854,ITM0001,VEN028,2024-04-29,15145.67,IDR,po
PH000855,ITM0019,VEN007,2025-12-21,9314.54,IDR,po
PH000856,ITM0023,VEN019,2025-12-12,37.61,IDR,po
PH000857,ITM0003,VEN013,2025-06-21,2031.49,IDR,po
PH000858,ITM0025,VEN030,2025-11-26,47.31,IDR,po
PH000859,ITM0024,VEN014,2025-07-02,625.62,IDR,po
PH000860,ITM0024,VEN001,2024-12-07,499.29,IDR,po
PH000861,ITM0010,VEN027,2024-11-04,20792.06,IDR,po
PH000862,ITM0015,VEN011,2025-05-15,6.78,IDR,po
PH000863,ITM0002,VEN025,2024-06-27,37180.82,IDR,po
PH000864,ITM0036,VEN027,2024-07-20,1504.38,IDR,po
PH000865,ITM0020,VEN013,2024-12-06,21505.35,IDR,po
PH000866,ITM0027,VEN029,2025-12-06,345.10,IDR,po
PH000867,ITM0029,VEN018,2025-09-22,110.82,IDR,po
PH000868,ITM0002,VEN010,2025-09-05,31155.41,IDR,po
PH000869,ITM0002,VEN019,2024-04-13,35813.69,IDR,po
PH000870,ITM0038,VEN005,2025-10-16,3083.15,IDR,po
PH000871,ITM0003,VEN005,2025-12-31,3076.61,IDR,po
PH000872,ITM0015,VEN007,2024-03-26,8.51,IDR,po
PH000873,ITM0016,VEN020,2024-11-03,64.77,IDR,po
PH000874,ITM0005,VEN028,2025-08-10,1361.71,IDR,po
PH000875,ITM0003,VEN009,2024-01-24,2982.25,IDR,po
PH000876,ITM0001,VEN017,2025-11-10,15244.66,IDR,po
PH000877,ITM0022,VEN009,2025-04-16,62.71,IDR,po
PH000878,ITM0015,VEN022,2024-10-18,6.14,IDR,po
PH000879,ITM0001,VEN027,2025-04-11,13838.03,IDR,po
PH000880,ITM0026,VEN002,2024-10-28,119.96,IDR,po
PH000881,ITM0017,VEN012,2025-09-09,90.45,IDR,po
PH000882,ITM0023,VEN025,2025-05-28,37.09,IDR,po
PH000883,ITM0038,VEN005,2024-04-01,3087.48,IDR,po
PH000884,ITM0017,VEN001,2024-12-15,89.85,IDR,po
PH000885,ITM0016,VEN017,2025-05-01,69.74,IDR,po
PH000886,ITM0013,VEN027,2025-12-31,721.48,IDR,po
PH000887,ITM0026,VEN020,2024-07-22,152.76,IDR,po
PH000888,ITM0029,VEN008,2024-04-11,107.52,IDR,po
PH000889,ITM0015,VEN012,2024-11-26,6.79,IDR,po
PH000890,ITM0029,VEN025,2024-05-15,91.08,IDR,po
PH000891,ITM0010,VEN024,2024-02-18,26403.35,IDR,po
PH000892,ITM0007,VEN004,2024-04-14,1643.39,IDR,po
PH000893,ITM0039,VEN016,2025-12-01,13258.41,IDR,po
PH000894,ITM0001,VEN008,2024-07-22,16051.44,IDR,po
PH000895,ITM0004,VEN015,2025-07-15,8877.98,IDR,po
PH000896,ITM0025,VEN005,2024-09-11,46.09,IDR,po
PH000897,ITM0004,VEN001,2024-03-31,8615.49,IDR,po
PH000898,ITM0018,VEN006,2025-09-21,137.34,IDR,po
PH000899,ITM0021,VEN005,2025-04-09,17507.95,IDR,po
PH000900,ITM0014,VEN002,2025-02-15,15121.32,IDR,po
PH000901,ITM0020,VEN003,2025-03-22,27064.19,IDR,po
PH000902,ITM0027,VEN019,2025-12-25,176.95,IDR,po
PH000903,ITM0032,VEN012,2025-04-17,11459.32,IDR,po
PH000904,ITM0029,VEN021,2024-06-21,107.04,IDR,po
PH000905,ITM0002,VEN001,2024-12-11,34147.67,IDR,po
PH000906,ITM0005,VEN001,2024-06-09,1219.71,IDR,po
PH000907,ITM0018,VEN022,2025-08-06,95.83,IDR,po
PH000908,ITM0003,VEN029,2024-03-04,2590.06,IDR,po
PH000909,ITM0024,VEN030,2024-08-30,660.47,IDR,po
PH000910,ITM0025,VEN003,2024-03-06,44.29,IDR,po
PH000911,ITM0016,VEN006,2024-11-23,72.85,IDR,po
PH000912,ITM0032,VEN019,2025-04-21,10924.71,IDR,po
PH000913,ITM0002,VEN009,2024-07-25,21821.23,IDR,po
PH000914,ITM0040,VEN019,2025-09-23,2993.37,IDR,po
PH000915,ITM0026,VEN011,2024-05-08,133.96,IDR,po
PH000916,ITM0017,VEN013,2025-12-31,76.08,IDR,po
PH000917,ITM0017,VEN005,2024-07-20,106.03,IDR,po
PH000918,ITM0016,VEN006,2025-06-02,116.12,IDR,po
PH000919,ITM0010,VEN023,2025-03-26,13337.39,IDR,po
PH000920,ITM0001,VEN011,2024-05-12,13278.36,IDR,po
PH000921,ITM0007,VEN021,2025-09-22,2075.70,IDR,po
PH000922,ITM0004,VEN020,2024-10-21,10528.91,IDR,po
PH000923,ITM0018,VEN008,2024-12-08,136.63,IDR,po
PH000924,ITM0040,VEN019,2025-09-16,2797.87,IDR,po
PH000925,ITM0029,VEN019,2025-04-08,100.70,IDR,po
PH000926,ITM0023,VEN012,2025-09-23,34.20,IDR,po
PH000927,ITM0015,VEN030,2024-08-26,8.52,IDR,po
PH000928,ITM0005,VEN029,2024-12-13,1149.78,IDR,po
PH000929,ITM0006,VEN001,2025-10-16,6415.13,IDR,po
PH000930,ITM0036,VEN028,2024-03-29,851.36,IDR,po
PH000931,ITM0008,VEN005,2024-12-31,440.47,IDR,po
PH000932,ITM0021,VEN028,2024-06-24,18692.92,IDR,po
PH000933,ITM0024,VEN019,2025-01-10,545.90,IDR,po
PH000934,ITM0019,VEN009,2024-02-12,10168.49,IDR,po
PH000935,ITM0039,VEN023,2024-12-22,13617.94,IDR,po
PH000936,ITM0024,VEN020,2024-01-29,619.42,IDR,po
PH000937,ITM0002,VEN028,2025-01-23,43732.31,IDR,po
PH000938,ITM0002,VEN001,2025-06-23,34733.71,IDR,po
PH000939,ITM0006,VEN004,2025-07-12,5713.04,IDR,po
PH000940,ITM0019,VEN022,2024-12-08,7565.40,IDR,po
PH000941,ITM0010,,2024-01-01,24249.80,IDR,catalog
PH000942,ITM0023,,2024-01-01,38.07,IDR,catalog
PH000943,ITM0024,,2024-01-01,576.95,IDR,catalog
PH000944,ITM0033,,2024-01-01,848.06,IDR,catalog
PH000945,ITM0037,,2024-01-01,45249.06,IDR,catalog
PH000946,ITM0034,,2024-01-01,20853.59,IDR,catalog
PH000947,ITM0013,,2024-01-01,812.26,IDR,catalog
PH000948,ITM0011,,2024-01-01,13011.43,IDR,catalog
PH000949,ITM0014,,2024-01-01,15389.77,IDR,catalog
PH000950,ITM0001,,2024-01-01,14904.34,IDR,catalog
PH000951,ITM0016,,2024-01-01,64.51,IDR,catalog
PH000952,ITM0018,,2024-01-01,127.32,IDR,catalog
PH000953,ITM0004,,2024-01-01,9999.96,IDR,catalog
PH000954,ITM0009,,2024-01-01,33470.28,IDR,catalog
PH000955,ITM0028,,2024-01-01,719.40,IDR,catalog
PH000956,ITM0005,,2024-01-01,1336.29,IDR,catalog
PH000957,ITM0036,,2024-01-01,1547.93,IDR,catalog
PH000958,ITM0015,,2024-01-01,7.66,IDR,catalog
PH000959,ITM0031,,2024-01-01,341.87,IDR,catalog
PH000960,ITM0032,,2024-01-01,11697.39,IDR,catalog
PH000961,ITM0039,,2024-01-01,18133.99,IDR,catalog
PH000962,ITM0002,,2024-01-01,39674.97,IDR,catalog
PH000963,ITM0020,,2024-01-01,26808.28,IDR,catalog
PH000964,ITM0030,,2024-01-01,252.57,IDR,catalog
PH000965,ITM0006,,2024-01-01,7069.47,IDR,catalog
PH000966,ITM0021,,2024-01-01,17153.57,IDR,catalog
PH000967,ITM0029,,2024-01-01,103.62,IDR,catalog
PH000968,ITM0025,,2024-01-01,43.96,IDR,catalog
PH000969,ITM0035,,2024-01-01,188348.67,IDR,catalog
PH000970,ITM0017,,2024-01-01,101.51,IDR,catalog
PH000971,ITM0012,,2024-01-01,24134.97,IDR,catalog
PH000972,ITM0008,,2024-01-01,413.70,IDR,catalog
PH000973,ITM0038,,2024-01-01,2942.95,IDR,catalog
PH000974,ITM0027,,2024-01-01,191.72,IDR,catalog
PH000975,ITM0040,,2024-01-01,3168.95,IDR,catalog
PH000976,ITM0026,,2024-01-01,137.79,IDR,catalog
PH000977,ITM0022,,2024-01-01,56.14,IDR,catalog
PH000978,ITM0007,,2024-01-01,1964.60,IDR,catalog
PH000979,ITM0003,,2024-01-01,2900.34,IDR,catalog
PH000980,ITM0019,,2024-01-01,9202.33,IDR,catalog
