invoice_id,invoice_number,invoice_date,po_id,gr_id,vendor_id,invoice_amount,tax_amount,due_date,payment_date,payment_status,variance_amount
INV00415,INV/2024/00415,2024-09-02,PO00438,GR00415,VEN005,457395.92,50313.55,2024-09-02,2024-09-19,paid,-5775.43
INV00416,INV/2024/00416,2024-09-13,PO00439,GR00416,VEN022,303965.93,33436.25,2024-09-28,2024-10-14,paid,-7907.00
INV00417,INV/2025/00417,2025-07-20,PO00440,GR00417,VEN017,377900.73,41569.08,2025-09-03,2025-08-30,paid,3129.23
INV00418,INV/2026/00418,2026-01-15,PO00441,GR00418,VEN004,143407.50,15774.82,2026-01-15,2026-02-22,paid,389.86
INV00419,INV/2024/00419,2024-12-21,PO00442,GR00419,VEN022,108367.75,11920.45,2025-02-04,,overdue,889.73
INV00420,INV/2025/00420,2025-01-26,PO00443,GR00420,VEN021,390406.19,42944.68,2025-03-27,2025-04-15,paid,1924.48
INV00421,INV/2024/00421,2024-05-16,PO00445,GR00421,VEN003,34866.12,3835.27,2024-07-15,2024-06-29,paid,126.16
INV00422,INV/2024/00422,2024-09-11,PO00446,GR00422,VEN017,53308.27,5863.91,2024-10-26,2024-11-26,paid,-1170.24
INV00423,INV/2025/00423,2025-01-10,PO00447,GR00423,VEN023,13376.49,1471.41,2025-02-09,2025-01-22,paid,78.41
INV00424,INV/2025/00424,2025-10-14,PO00448,GR00424,VEN019,180708.80,19877.97,2025-10-29,2025-11-27,paid,128.34
INV00425,INV/2024/00425,2024-04-22,PO00449,GR00425,VEN010,20552262.48,2260748.87,2024-06-21,2024-07-20,paid,312663.08
INV00426,INV/2024/00426,2024-04-10,PO00450,GR00426,VEN029,71164.44,7828.09,2024-04-10,2024-05-19,paid,-99.96
INV00427,INV/2025/00427,2025-05-25,PO00451,GR00427,VEN023,823398.61,90573.85,2025-06-09,,overdue,73586.02
INV00428,INV/2025/00428,2025-08-05,PO00452,GR00428,VEN016,1172796.13,129007.57,2025-11-03,2025-11-08,paid,26421.39
INV00429,INV/2024/00429,2024-03-12,PO00453,GR00429,VEN029,3821842.15,420402.64,2024-05-11,,overdue,74174.67
INV00430,INV/2025/00430,2025-09-13,PO00454,GR00430,VEN025,1646655.23,181132.08,2025-12-12,2025-12-08,paid,-25922.70
INV00431,INV/2025/00431,2025-02-13,PO00455,GR00431,VEN023,65836.62,7242.03,2025-03-15,2025-03-30,paid,-261.23
INV00432,INV/2025/00432,2025-02-19,PO00456,GR00432,VEN007,101345.83,11148.04,2025-05-20,2025-06-08,paid,2060.31
INV00433,INV/2024/00433,2024-11-16,PO00457,GR00433,VEN013,96467.54,10611.43,2025-02-14,2025-01-14,paid,2523.21
INV00434,INV/2024/00434,2024-12-21,PO00458,GR00434,VEN022,5926.65,651.93,2025-03-21,2025-02-23,paid,137.31
INV00435,INV/2024/00435,2024-04-16,PO00459,GR00435,VEN014,318753.75,35062.91,2024-05-31,2024-06-17,paid,5393.18
INV00436,INV/2024/00436,2024-05-29,PO00460,GR00436,VEN016,78199.08,8601.90,2024-07-28,2024-08-25,paid,-1083.63
INV00437,INV/2024/00437,2024-08-12,PO00461,GR00437,VEN004,851293.89,93642.33,2024-08-12,2024-08-19,paid,824244.77
INV00438,INV/2025/00438,2025-06-12,PO00462,GR00438,VEN009,153656.91,16902.26,2025-09-10,2025-10-19,paid,-498.10
INV00439,INV/2025/00439,2025-05-12,PO00463,GR00439,VEN013,71115.97,7822.76,2025-06-11,,overdue,-1410.31
INV00440,INV/2026/00440,2026-02-05,PO00464,GR00440,VEN014,30543.93,3359.83,2026-02-05,2026-02-20,paid,75.47
INV00441,INV/2025/00441,2025-01-30,PO00465,GR00441,VEN013,1929884.99,212287.35,2025-03-16,2025-04-07,paid,-19336.38
INV00442,INV/2025/00442,2025-02-25,PO00467,GR00442,VEN013,1062868.29,116915.51,2025-05-26,2025-03-07,paid,-27686.01
INV00443,INV/2024/00443,2024-04-12,PO00468,GR00443,VEN014,315280.06,34680.81,2024-06-11,2024-05-06,paid,7353.84
INV00444,INV/2024/00444,2024-03-26,PO00469,GR00444,VEN013,766445.29,84308.98,2024-03-26,2024-04-02,paid,2859.02
INV00445,INV/2024/00445,2024-12-12,PO00470,GR00445,VEN014,409115.07,45002.66,2025-02-10,,overdue,-1629.52
INV00446,INV/2025/00446,2025-08-17,PO00471,GR00446,VEN010,4193601.97,461296.22,2025-10-16,2025-09-28,paid,-45806.21
INV00447,INV/2024/00447,2024-08-24,PO00472,GR00447,VEN022,1214.91,133.64,2024-08-24,,overdue,23.99
INV00448,INV/2025/00448,2025-12-02,PO00473,GR00448,VEN010,18189.18,2000.81,2026-01-01,2026-01-15,paid,59.27
INV00449,INV/2025/00449,2025-08-27,PO00474,GR00449,VEN026,249632.23,27459.55,2025-09-26,2025-10-22,paid,2153.90
INV00450,INV/2024/00450,2024-02-25,PO00475,GR00450,VEN015,10189.48,1120.84,2024-03-11,2024-04-06,paid,-183.98
INV00451,INV/2024/00451,2024-02-18,PO00476,GR00451,VEN011,122849.33,13513.43,2024-03-04,2024-04-07,paid,1891.24
INV00452,INV/2024/00452,2024-04-06,PO00477,GR00452,VEN023,16785.30,1846.38,2024-04-21,2024-04-26,paid,-464.07
INV00453,INV/2025/00453,2025-11-13,PO00478,GR00453,VEN017,17027.19,1872.99,2026-01-12,2026-01-30,paid,198.53
INV00454,INV/2024/00454,2024-02-04,PO00479,GR00454,VEN016,5328.01,586.08,2024-02-04,2024-02-21,paid,-46.09
INV00455,INV/2025/00455,2025-02-22,PO00480,GR00455,VEN012,342060.15,37626.62,2025-04-23,2025-05-29,paid,974.52
INV00456,INV/2025/00456,2025-06-09,PO00481,GR00456,VEN016,897043.01,98674.73,2025-09-07,2025-08-22,paid,-227419.10
INV00457,INV/2025/00457,2025-05-25,PO00482,GR00457,VEN019,12320.23,1355.23,2025-07-09,2025-06-23,paid,300.25
INV00458,INV/2025/00458,2025-08-02,PO00483,GR00458,VEN012,14703.01,1617.33,2025-08-02,2025-08-06,paid,324.64
INV00459,INV/2024/00459,2024-04-18,PO00484,GR00459,VEN016,4469582.07,491654.03,2024-05-18,2024-06-13,paid,-53440.64
INV00460,INV/2024/00460,2024-12-26,PO00485,GR00460,VEN024,9446.40,1039.10,2024-12-26,2025-01-22,paid,-212.10
INV00461,INV/2026/00461,2026-01-30,PO00486,GR00461,VEN012,1307261.23,143798.74,2026-02-14,2026-03-19,paid,31600.84
INV00462,INV/2026/00462,2026-01-01,PO00487,GR00462,VEN002,817992.84,89979.21,2026-01-16,2026-01-02,paid,769412.88
INV00463,INV/2024/00463,2024-10-27,PO00488,GR00463,VEN029,11566.00,1272.26,2024-11-11,2024-12-19,paid,308.88
INV00464,INV/2024/00464,2024-06-04,PO00489,GR00464,VEN016,517630.23,56939.32,2024-07-04,2024-08-07,paid,5576.52
INV00465,INV/2025/00465,2025-03-25,PO00490,GR00465,VEN008,7133.63,784.70,2025-04-24,2025-04-23,paid,121.96
INV00466,INV/2025/00466,2025-01-15,PO00491,GR00466,VEN025,101079.99,11118.80,2025-01-30,2025-02-27,paid,1548.66
INV00467,INV/2025/00467,2025-03-15,PO00492,GR00467,VEN019,51000.93,5610.10,2025-05-14,,overdue,403.74
INV00468,INV/2025/00468,2025-01-05,PO00493,GR00468,VEN030,7946.04,874.06,2025-01-20,2025-02-07,paid,-136.99
INV00469,INV/2024/00469,2024-02-25,PO00494,GR00469,VEN019,6014.76,661.62,2024-04-25,2024-05-28,paid,140.24
INV00470,INV/2025/00470,2025-10-27,PO00495,GR00470,VEN025,7670.98,843.81,2025-11-26,2025-12-28,paid,74.39
INV00471,INV/2025/00471,2025-03-23,PO00496,GR00471,VEN011,822907.93,90519.87,2025-05-22,2025-05-30,paid,7515.69
INV00472,INV/2025/00472,2025-04-07,PO00497,GR00472,VEN024,910192.93,100121.22,2025-06-06,2025-07-03,paid,-41293.86
INV00473,INV/2025/00473,2025-04-18,PO00498,GR00473,VEN015,109163.13,12007.94,2025-04-18,,overdue,-609.11
INV00474,INV/2025/00474,2025-08-26,PO00499,GR00474,VEN025,5908.68,649.95,2025-10-10,2025-10-24,paid,71.31
INV00475,INV/2024/00475,2024-07-31,PO00500,GR00475,VEN013,912138.08,100335.19,2024-09-29,,overdue,895021.53
INV00476,INV/2024/00476,2024-01-31,PO00501,GR00476,VEN002,235688.78,25925.77,2024-03-01,2024-04-02,paid,-259.31
INV00477,INV/2025/00477,2025-12-05,PO00502,GR00477,VEN004,131649.74,14481.47,2026-03-05,2026-01-02,paid,2296.12
INV00478,INV/2024/00478,2024-04-10,PO00503,GR00478,VEN020,9382.27,1032.05,2024-07-09,2024-07-07,paid,76.83
INV00479,INV/2024/00479,2024-06-29,PO00504,GR00479,VEN019,3621182.61,398330.09,2024-08-28,,overdue,-43034.43
INV00480,INV/2025/00480,2025-08-31,PO00505,GR00480,VEN019,359352.87,39528.82,2025-09-30,2025-10-04,paid,1942.81
INV00481,INV/2025/00481,2025-06-07,PO00506,GR00481,VEN028,767527.14,84427.99,2025-09-05,2025-08-02,paid,-9158.50
INV00482,INV/2025/00482,2025-06-17,PO00507,GR00482,VEN016,375131.19,41264.43,2025-08-01,2025-09-09,paid,4965.37
INV00483,INV/2024/00483,2024-09-24,PO00508,GR00483,VEN026,1153462.68,126880.90,2024-11-23,,overdue,-23734.88
INV00484,INV/2025/00484,2025-03-16,PO00509,GR00484,VEN007,194203.23,21362.36,2025-03-16,2025-04-06,paid,5250.09
INV00485,INV/2025/00485,2025-07-28,PO00511,GR00485,VEN017,14297567.03,1572732.37,2025-08-27,,overdue,195140.24
INV00486,INV/2025/00486,2025-07-13,PO00512,GR00486,VEN009,60693.46,6676.28,2025-09-11,2025-07-25,paid,-1051.51
INV00487,INV/2025/00487,2025-10-06,PO00513,GR00487,VEN013,1144588.12,125904.69,2025-11-05,2025-11-01,paid,31361.68
INV00488,INV/2024/00488,2024-11-19,PO00514,GR00488,VEN029,8445783.58,929036.19,2025-02-17,2025-03-18,paid,-156096.79
INV00489,INV/2025/00489,2025-09-18,PO00515,GR00489,VEN012,8669.42,953.64,2025-12-17,2025-10-24,paid,-111.70
INV00490,INV/2024/00490,2024-01-15,PO00517,GR00490,VEN009,826050.53,90865.56,2024-03-15,2024-04-15,paid,735262.81
INV00491,INV/2024/00491,2024-11-13,PO00518,GR00491,VEN003,596157.22,65577.29,2025-01-12,2025-02-10,paid,8439.92
INV00492,INV/2025/00492,2025-05-25,PO00519,GR00492,VEN008,3607.01,396.77,2025-07-24,,overdue,-28.06
INV00493,INV/2024/00493,2024-11-02,PO00520,GR00493,VEN016,2619.93,288.19,2024-11-02,2024-11-11,paid,24.47
INV00494,INV/2025/00494,2025-04-07,PO00521,GR00494,VEN002,836914.23,92060.57,2025-07-06,2025-05-07,paid,7782.74
INV00495,INV/2026/00495,2026-02-14,PO00522,GR00495,VEN003,45151.94,4966.71,2026-03-16,2026-03-15,paid,-92.00
INV00496,INV/2025/00496,2025-04-10,PO00523,GR00496,VEN025,872094.88,95930.44,2025-05-10,,overdue,656182.31
INV00497,INV/2024/00497,2024-03-14,PO00524,GR00497,VEN027,465685.58,51225.41,2024-06-12,2024-03-23,paid,4378.29
INV00498,INV/2024/00498,2024-12-09,PO00526,GR00498,VEN025,37434.64,4117.81,2025-01-08,2025-01-12,paid,-970.55
INV00499,INV/2025/00499,2025-06-18,PO00527,GR00499,VEN011,13864.61,1525.11,2025-06-18,,overdue,-216.01
INV00500,INV/2025/00500,2025-02-26,PO00528,GR00500,VEN027,13599.35,1495.93,2025-02-26,2025-04-03,paid,-297.66
INV00501,INV/2024/00501,2024-04-01,PO00529,GR00501,VEN009,8167.68,898.44,2024-04-01,2024-04-26,paid,-241.28
INV00502,INV/2024/00502,2024-06-06,PO00530,GR00502,VEN015,241185.70,26530.43,2024-06-21,2024-06-11,paid,-1066.48
INV00503,INV/2025/00503,2025-06-12,PO00531,GR00503,VEN008,770560.15,84761.62,2025-06-12,,overdue,19000.33
INV00504,INV/2024/00504,2024-05-04,PO00532,GR00504,VEN021,924.28,101.67,2024-07-03,2024-06-03,paid,26.13
INV00505,INV/2026/00505,2026-02-23,PO00533,GR00505,VEN024,17390.25,1912.93,2026-05-24,2026-04-27,paid,330.30
INV00506,INV/2025/00506,2025-12-06,PO00534,GR00506,VEN015,1574.91,173.24,2026-01-20,2026-02-21,paid,-18.91
INV00507,INV/2024/00507,2024-11-23,PO00535,GR00507,VEN012,35702.20,3927.24,2024-12-23,2024-12-04,paid,606.00
INV00508,INV/2024/00508,2024-03-05,PO00536,GR00508,VEN017,33732.13,3710.53,2024-04-04,2024-05-12,paid,-892.89
INV00509,INV/2024/00509,2024-03-24,PO00537,GR00509,VEN017,86448.05,9509.29,2024-04-08,2024-04-28,paid,814.83
INV00510,INV/2024/00510,2024-05-31,PO00538,GR00510,VEN008,855618.72,94118.06,2024-06-15,,overdue,-1241057.80
INV00511,INV/2025/00511,2025-11-17,PO00539,GR00511,VEN001,125681.30,13824.94,2025-11-17,2025-12-16,paid,-3348.73
INV00512,INV/2024/00512,2024-05-28,PO00540,GR00512,VEN010,2605.19,286.57,2024-07-12,2024-07-05,paid,-42.98
INV00513,INV/2024/00513,2024-08-30,PO00541,GR00513,VEN001,65675.02,7224.25,2024-10-29,2024-09-22,paid,1041.57
INV00514,INV/2024/00514,2024-09-21,PO00542,GR00514,VEN005,117274.80,12900.23,2024-12-20,2024-10-08,paid,2466.95
INV00515,INV/2024/00515,2024-04-23,PO00544,GR00515,VEN023,74384.28,8182.27,2024-06-22,2024-05-16,paid,1464.91
INV00516,INV/2024/00516,2024-04-04,PO00545,GR00516,VEN018,29477.12,3242.48,2024-04-19,,overdue,-97.74
INV00517,INV/2024/00517,2024-09-21,PO00546,GR00517,VEN020,1292672.93,142194.02,2024-10-06,2024-11-04,paid,32883.62
INV00518,INV/2024/00518,2024-07-16,PO00547,GR00518,VEN028,74973.46,8247.08,2024-07-31,2024-07-31,paid,1080.98
INV00519,INV/2025/00519,2025-09-20,PO00548,GR00519,VEN001,149141.63,16405.58,2025-09-20,2025-09-27,paid,2692.07
INV00520,INV/2025/00520,2025-12-16,PO00549,GR00520,VEN016,121499.45,13364.94,2026-01-15,2026-01-22,paid,-1941.28
INV00521,INV/2024/00521,2024-10-17,PO00550,GR00521,VEN007,109789.87,12076.89,2024-11-16,,overdue,-2646.02
INV00522,INV/2025/00522,2025-12-01,PO00551,GR00522,VEN027,38644.49,4250.89,2025-12-01,2025-12-10,paid,243.57
INV00523,INV/2025/00523,2025-08-26,PO00552,GR00523,VEN009,11439.24,1258.32,2025-09-10,2025-09-03,paid,-329.65
INV00524,INV/2025/00524,2025-08-14,PO00553,GR00524,VEN025,3322.86,365.51,2025-08-29,2025-09-19,paid,-1.80
INV00525,INV/2024/00525,2024-10-06,PO00554,GR00525,VEN027,2188363.53,240719.99,2024-11-05,2024-12-14,paid,-6182.22
INV00526,INV/2025/00526,2025-08-20,PO00555,GR00526,VEN017,77814.06,8559.55,2025-09-04,2025-08-30,paid,2131.59
INV00527,INV/2024/00527,2024-05-21,PO00556,GR00527,VEN005,23267.74,2559.45,2024-06-05,2024-07-07,paid,-304.10
INV00528,INV/2026/00528,2026-01-30,PO00557,GR00528,VEN014,1027146.91,112986.16,2026-02-14,2026-03-13,paid,17599.79
INV00529,INV/2025/00529,2025-11-12,PO00558,GR00529,VEN028,44516.17,4896.78,2025-11-27,2025-11-13,paid,-141.24
INV00530,INV/2025/00530,2025-06-09,PO00559,GR00530,VEN010,221757.49,24393.32,2025-07-09,2025-06-23,paid,3468.86
INV00531,INV/2026/00531,2026-01-06,PO00560,GR00531,VEN012,4394816.34,483429.80,2026-02-05,2026-03-14,paid,-43958.12
INV00532,INV/2024/00532,2024-07-26,PO00561,GR00532,VEN016,343244.89,37756.94,2024-09-24,2024-09-25,paid,3042.49
INV00533,INV/2025/00533,2025-01-27,PO00562,GR00533,VEN025,5283.95,581.23,2025-03-13,,overdue,148.27
INV00534,INV/2024/00534,2024-06-15,PO00563,GR00534,VEN028,20565.90,2262.25,2024-06-30,,overdue,436.70
INV00535,INV/2024/00535,2024-05-07,PO00564,GR00535,VEN016,660172.32,72618.96,2024-05-07,2024-05-19,paid,3519.60
INV00536,INV/2026/00536,2026-02-12,PO00565,GR00536,VEN015,10057.00,1106.27,2026-03-29,2026-03-04,paid,17.58
INV00537,INV/2025/00537,2025-04-12,PO00566,GR00537,VEN015,13692.95,1506.22,2025-07-11,,overdue,223.02
INV00538,INV/2025/00538,2025-01-24,PO00567,GR00538,VEN030,26310.81,2894.19,2025-03-25,2025-03-21,paid,712.52
INV00539,INV/2025/00539,2025-12-04,PO00568,GR00539,VEN014,298115.98,32792.76,2025-12-04,2025-12-18,paid,-8495.77
INV00540,INV/2024/00540,2024-09-17,PO00569,GR00540,VEN001,1192005.86,131120.64,2024-11-16,2024-10-24,paid,-4082.70
INV00541,INV/2025/00541,2025-01-11,PO00571,GR00541,VEN006,32274.05,3550.15,2025-01-26,,overdue,802.66
INV00542,INV/2026/00542,2026-01-14,PO00572,GR00542,VEN007,893798.08,98317.79,2026-02-13,2026-03-02,paid,878615.00
INV00543,INV/2025/00543,2025-04-08,PO00573,GR00543,VEN025,782.15,86.04,2025-05-23,2025-04-28,paid,12.47
INV00544,INV/2024/00544,2024-09-29,PO00574,GR00544,VEN025,23500.13,2585.01,2024-12-28,2025-01-26,paid,498.62
INV00545,INV/2024/00545,2024-05-31,PO00575,GR00545,VEN017,206384.15,22702.26,2024-07-30,2024-08-28,paid,-4528.63
INV00546,INV/2024/00546,2024-12-22,PO00576,GR00546,VEN011,10392.34,1143.16,2025-01-21,,overdue,-43.37
INV00547,INV/2024/00547,2024-10-02,PO00577,GR00547,VEN005,76529.03,8418.19,2024-12-01,2024-10-05,paid,-1933.35
INV00548,INV/2026/00548,2026-01-29,PO00578,GR00548,VEN012,23864.64,2625.11,2026-01-29,2026-02-13,paid,203.76
INV00549,INV/2025/00549,2025-05-18,PO00579,GR00549,VEN023,6588984.08,724788.25,2025-07-17,2025-08-11,paid,-131977.97
INV00550,INV/2025/00550,2025-05-28,PO00580,GR00550,VEN023,6609875.89,727086.35,2025-07-27,2025-06-14,paid,133124.23
INV00551,INV/2025/00551,2025-07-14,PO00581,GR00551,VEN004,602690.98,66296.01,2025-10-12,2025-08-03,paid,-7918.26
INV00552,INV/2024/00552,2024-11-19,PO00582,GR00552,VEN010,7840891.84,862498.10,2024-12-04,,overdue,64025.55
INV00553,INV/2024/00553,2024-06-14,PO00583,GR00553,VEN005,9617.83,1057.96,2024-07-14,2024-07-08,paid,234.90
INV00554,INV/2024/00554,2024-11-09,PO00584,GR00554,VEN015,109142.59,12005.68,2024-11-24,2024-12-22,paid,-266.69
INV00555,INV/2024/00555,2024-01-21,PO00585,GR00555,VEN023,171124.01,18823.64,2024-01-21,2024-02-08,paid,-4648.13
INV00556,INV/2025/00556,2025-09-18,PO00586,GR00556,VEN007,65040.80,7154.49,2025-11-17,2025-11-01,paid,894.61
INV00557,INV/2025/00557,2025-06-14,PO00587,GR00557,VEN012,155894.42,17148.39,2025-08-13,2025-09-16,paid,-4470.87
INV00558,INV/2025/00558,2025-07-20,PO00588,GR00558,VEN005,1636061.77,179966.79,2025-08-04,2025-09-13,paid,15434.06
INV00559,INV/2025/00559,2025-11-04,PO00590,GR00559,VEN008,33267.89,3659.47,2025-12-19,2025-12-13,paid,-561.94
INV00560,INV/2024/00560,2024-10-29,PO00591,GR00560,VEN012,60738.49,6681.23,2024-12-28,2024-12-24,paid,228.30
INV00561,INV/2024/00561,2024-05-06,PO00592,GR00561,VEN016,33723.32,3709.57,2024-05-06,2024-05-08,paid,-404.70
INV00562,INV/2024/00562,2024-07-29,PO00593,GR00562,VEN030,331325.41,36445.80,2024-08-13,2024-08-30,paid,-1290.64
INV00563,INV/2025/00563,2025-05-04,PO00594,GR00563,VEN024,233701.53,25707.17,2025-07-03,2025-07-30,paid,-3707.23
INV00564,INV/2025/00564,2025-09-25,PO00595,GR00564,VEN014,59003.84,6490.42,2025-09-25,,overdue,-208.56
INV00565,INV/2024/00565,2024-05-27,PO00596,GR00565,VEN013,2237994.09,246179.35,2024-05-27,,overdue,37678.78
INV00566,INV/2024/00566,2024-04-20,PO00597,GR00566,VEN026,1076668.44,118433.53,2024-05-05,2024-05-29,paid,2337.83
INV00567,INV/2025/00567,2025-02-15,PO00598,GR00567,VEN020,23185.57,2550.41,2025-04-01,,overdue,56.76
INV00568,INV/2024/00568,2024-07-31,PO00599,GR00568,VEN024,182560.38,20081.64,2024-09-14,2024-08-18,paid,912.42
INV00569,INV/2024/00569,2024-09-22,PO00600,GR00569,VEN027,98389.34,10822.83,2024-11-06,2024-11-25,paid,1966.08
INV00570,INV/2025/00570,2025-09-01,PO00601,GR00570,VEN014,30240.70,3326.48,2025-09-01,,overdue,195.39
INV00571,INV/2025/00571,2025-03-06,PO00602,GR00571,VEN003,22050.26,2425.53,2025-03-06,2025-04-14,paid,127.28
INV00572,INV/2024/00572,2024-04-15,PO00603,GR00572,VEN011,46658.27,5132.41,2024-04-15,,overdue,-1002.53
INV00573,INV/2024/00573,2024-10-04,PO00604,GR00573,VEN023,695907.87,76549.87,2024-10-04,2024-10-26,paid,11189.27
INV00574,INV/2025/00574,2025-05-23,PO00605,GR00574,VEN028,41109.98,4522.10,2025-06-07,2025-06-03,paid,132.81
INV00575,INV/2025/00575,2025-04-08,PO00606,GR00575,VEN030,249127.70,27404.05,2025-06-07,,overdue,-3687.18
INV00576,INV/2024/00576,2024-06-16,PO00607,GR00576,VEN003,837917.44,92170.92,2024-08-15,2024-07-25,paid,592474.04
INV00577,INV/2026/00577,2026-01-17,PO00608,GR00577,VEN027,37325.76,4105.83,2026-03-18,2026-04-21,paid,-1121.63
INV00578,INV/2025/00578,2025-03-09,PO00609,GR00578,VEN015,267592.60,29435.19,2025-04-08,,overdue,889.67
INV00579,INV/2025/00579,2025-09-08,PO00611,GR00579,VEN025,180253.76,19827.91,2025-12-07,2025-11-01,paid,731.98
INV00580,INV/2024/00580,2024-09-26,PO00612,GR00580,VEN019,134999.34,14849.93,2024-10-26,2024-10-17,paid,1990.22
INV00581,INV/2025/00581,2025-10-15,PO00613,GR00581,VEN028,89051.77,9795.70,2026-01-13,2026-01-16,paid,359.81
INV00582,INV/2025/00582,2025-12-29,PO00614,GR00582,VEN012,1537225.43,169094.80,2025-12-29,2026-01-12,paid,-11288.46
INV00583,INV/2024/00583,2024-11-21,PO00615,GR00583,VEN002,276124.31,30373.67,2024-12-06,2024-12-09,paid,-80.29
INV00584,INV/2025/00584,2025-04-17,PO00616,GR00584,VEN021,913517.13,100486.88,2025-06-01,2025-05-20,paid,904488.82
INV00585,INV/2024/00585,2024-10-26,PO00617,GR00585,VEN028,41570.17,4572.72,2024-11-25,2024-11-29,paid,1201.01
INV00586,INV/2025/00586,2025-04-16,PO00618,GR00586,VEN009,132146.06,14536.07,2025-04-16,2025-05-24,paid,-3022.01
INV00587,INV/2026/00587,2026-01-10,PO00619,GR00587,VEN030,9765972.71,1074257.00,2026-03-11,2026-01-11,paid,245456.01
INV00588,INV/2025/00588,2025-11-08,PO00622,GR00588,VEN003,36215.89,3983.75,2026-01-07,2025-11-28,paid,817.65
INV00589,INV/2025/00589,2025-07-14,PO00623,GR00589,VEN012,578983.20,63688.15,2025-08-13,2025-07-18,paid,-3241.06
INV00590,INV/2025/00590,2025-02-16,PO00624,GR00590,VEN020,848740.78,93361.49,2025-04-02,2025-03-25,paid,839735.18
INV00591,INV/2025/00591,2025-12-11,PO00625,GR00591,VEN029,590958.83,65005.47,2026-03-11,2026-03-16,paid,-3664.04
INV00592,INV/2024/00592,2024-06-01,PO00626,GR00592,VEN002,859106.27,94501.69,2024-06-01,2024-06-12,paid,839744.01
INV00593,INV/2024/00593,2024-10-11,PO00627,GR00593,VEN013,14146.61,1556.13,2024-11-10,,overdue,36.69
INV00594,INV/2025/00594,2025-11-20,PO00628,GR00594,VEN018,15711.07,1728.22,2026-01-19,2026-02-26,paid,-231.82
INV00595,INV/2025/00595,2025-05-13,PO00629,GR00595,VEN020,641855.34,70604.09,2025-06-12,2025-06-17,paid,9821.97
INV00596,INV/2025/00596,2025-03-19,PO00630,GR00596,VEN003,2614537.13,287599.08,2025-06-17,2025-06-11,paid,65496.43
INV00597,INV/2025/00597,2025-12-03,PO00632,GR00597,VEN026,44334.98,4876.85,2026-01-02,,unpaid,-1263.55
INV00598,INV/2024/00598,2024-11-09,PO00633,GR00598,VEN019,95105.43,10461.60,2025-01-08,2024-11-27,paid,-2477.77
INV00599,INV/2025/00599,2025-10-14,PO00634,GR00599,VEN026,34472.73,3792.00,2025-11-13,2025-10-21,paid,-351.54
INV00600,INV/2025/00600,2025-10-18,PO00635,GR00600,VEN005,23069.02,2537.59,2025-12-02,2025-12-11,paid,41.07
INV00601,INV/2025/00601,2025-04-17,PO00636,GR00601,VEN023,956998.33,105269.82,2025-04-17,2025-04-21,paid,829812.71
INV00602,INV/2025/00602,2025-02-28,PO00637,GR00602,VEN008,11392.37,1253.16,2025-03-15,2025-03-07,paid,-83.60
INV00603,INV/2024/00603,2024-12-03,PO00638,GR00603,VEN002,72005.71,7920.63,2025-02-01,,overdue,1491.34
INV00604,INV/2024/00604,2024-12-21,PO00639,GR00604,VEN016,63777.85,7015.56,2025-02-04,2025-02-11,paid,-1773.87
INV00605,INV/2024/00605,2024-03-12,PO00640,GR00605,VEN015,102152.62,11236.79,2024-06-10,2024-06-15,paid,-2919.41
INV00606,INV/2025/00606,2025-11-19,PO00642,GR00606,VEN018,865695.26,95226.48,2025-11-19,2025-12-10,paid,-13434.03
INV00607,INV/2024/00607,2024-07-05,PO00643,GR00607,VEN012,162278.07,17850.59,2024-08-04,2024-07-13,paid,656.10
INV00608,INV/2025/00608,2025-12-30,PO00644,GR00608,VEN025,18155.50,1997.10,2026-02-13,2026-01-25,paid,520.39
INV00609,INV/2024/00609,2024-06-01,PO00645,GR00609,VEN028,140119.14,15413.11,2024-07-31,2024-07-24,paid,-353.52
INV00610,INV/2024/00610,2024-08-21,PO00646,GR00610,VEN030,6417.82,705.96,2024-09-20,2024-10-06,paid,9.80
INV00611,INV/2025/00611,2025-01-24,PO00647,GR00611,VEN021,12247.72,1347.25,2025-03-25,2025-03-22,paid,290.41
INV00612,INV/2024/00612,2024-06-21,PO00648,GR00612,VEN009,42500.05,4675.00,2024-07-21,2024-07-30,paid,34.37
INV00613,INV/2024/00613,2024-08-04,PO00649,GR00613,VEN018,49033.41,5393.68,2024-08-19,2024-09-26,paid,-1024.41
INV00614,INV/2024/00614,2024-04-04,PO00650,GR00614,VEN020,20701749.66,2277192.46,2024-04-19,2024-05-26,paid,-84482.85
INV00615,INV/2026/00615,2026-01-27,PO00651,GR00615,VEN013,2090357.90,229939.37,2026-04-27,2026-02-15,paid,-54161.13
INV00616,INV/2025/00616,2025-06-24,PO00652,GR00616,VEN018,93889.91,10327.89,2025-08-08,2025-09-17,paid,-2502.42
INV00617,INV/2025/00617,2025-03-26,PO00656,GR00617,VEN018,40522.21,4457.44,2025-04-25,2025-04-14,paid,172.43
INV00618,INV/2025/00618,2025-09-14,PO00657,GR00618,VEN025,190184.69,20920.32,2025-09-14,2025-10-05,paid,-3192.76
INV00619,INV/2024/00619,2024-12-08,PO00658,GR00619,VEN008,34837.14,3832.08,2024-12-08,2024-12-21,paid,969.54
INV00620,INV/2024/00620,2024-02-28,PO00659,GR00620,VEN012,7600.29,836.03,2024-04-13,2024-03-22,paid,-87.48
INV00621,INV/2026/00621,2026-01-09,PO00660,GR00621,VEN018,28725.49,3159.80,2026-02-08,2026-03-18,paid,-447.62
