po_id,po_number,po_date,pr_id,vendor_id,item_id,quantity,unit_price,total_amount,discount,tax_amount,freight_cost,currency,exchange_rate,payment_terms,delivery_date_promised,delivery_date_actual,incoterms,contract_id,status,is_split_po,parent_po_id
PO00269,PO202500269,2025-09-02,PR00322,VEN016,ITM0005,50.00,1086.86,58985.03,1203.29,5845.36,0.00,IDR,1.0,Net 90,2025-10-12,2025-10-18,CIF,CTR021,partial,false,
PO00270,PO202500270,2025-07-02,PR00323,VEN023,ITM0020,4.00,22354.85,96250.77,3255.75,9478.00,609.13,IDR,1.0,COD,2025-08-12,2025-09-01,EXW,CTR025,closed,false,
PO00271,PO202500271,2025-07-04,PR00326,VEN015,ITM0037,2.00,43772.92,97380.04,806.85,9541.29,1099.75,IDR,1.0,Net 15,2025-07-29,2025-07-16,EXW,CTR002,closed,false,
PO00272,PO202500272,2025-03-16,PR00327,VEN020,ITM0021,1.00,6861.43,7501.11,177.12,735.27,81.53,IDR,1.0,Net 15,2025-04-23,2025-04-30,EXW,CTR025,closed,false,
PO00273,PO202400273,2024-04-23,PR00328,VEN007,ITM0004,100.00,10793.10,1198821.23,14286.13,117152.62,16644.78,IDR,1.0,Net 60,2024-05-08,2024-04-30,EXW,CTR008,partial,false,
PO00274,PO202500274,2025-12-11,PR00330,VEN014,ITM0011,50.00,13071.36,718919.37,19897.25,69703.77,15544.97,IDR,1.0,Net 45,2026-01-07,2025-12-27,CIF,CTR011,closed,false,
PO00275,PO202400275,2024-11-19,PR00331,VEN027,ITM0005,4.00,1221.03,5259.89,145.49,521.25,0.00,IDR,1.0,Net 45,2024-12-30,2024-12-21,DDP,CTR008,closed,false,
PO00276,PO202400276,2024-12-18,PR00332,VEN027,ITM0009,5.00,30856.29,166933.18,4569.76,16468.29,753.21,IDR,1.0,Net 45,2025-01-09,2024-12-21,DDP,,closed,false,
PO00277,PO202400277,2024-06-28,PR00333,VEN001,ITM0008,250.00,363.13,96754.26,3617.07,9588.26,0.00,IDR,1.0,Net 60,2024-07-08,2024-07-18,EXW,CTR001,closed,false,
PO00278,PO202500278,2025-09-24,PR00334,VEN002,ITM0007,500.00,1670.99,923129.70,3844.42,91481.32,0.00,IDR,1.0,Net 30,2025-10-26,2025-11-07,CIF,CTR001,open,false,
PO00279,PO202400279,2024-02-15,PR00335,VEN025,ITM0036,2.00,1360.94,2935.81,77.00,290.94,0.00,IDR,1.0,Net 90,2024-03-26,2024-04-19,FOB,CTR002,open,false,
PO00280,PO202500280,2025-09-30,PR00336,VEN003,ITM0002,40.00,40464.71,1788973.68,29232.26,174829.16,24788.52,IDR,1.0,Net 30,2025-11-05,2025-10-18,CIF,CTR008,closed,false,
PO00281,PO202400281,2024-03-05,PR00339,VEN030,ITM0015,250.00,8.47,2339.71,9.42,231.86,0.00,IDR,1.0,COD,2024-04-14,2024-03-21,CIF,CTR004,closed,false,
PO00282,PO202500282,2025-01-15,PR00340,VEN019,ITM0040,100.00,2914.08,323388.62,67.07,32047.52,0.00,IDR,1.0,Net 90,2025-02-07,2025-03-08,EXW,CTR009,closed,false,
PO00283,PO202500283,2025-01-17,PR00341,VEN009,ITM0017,50.00,116.07,6312.26,117.03,625.54,0.00,IDR,1.0,Net 15,2025-02-04,2025-01-26,EXW,CTR004,partial,false,
PO00284,PO202400284,2024-11-02,PR00342,VEN007,ITM0033,500.00,917.66,500028.54,8355.84,49552.38,0.00,IDR,1.0,Net 90,2024-11-19,2024-11-07,FOB,CTR003,closed,false,
PO00285,PO202400285,2024-05-12,PR00343,VEN013,ITM0033,400.00,605.70,255506.48,12092.24,25320.46,0.00,IDR,1.0,Net 30,2024-05-27,2024-05-22,EXW,CTR003,partial,false,
PO00286,PO202500286,2025-10-10,PR00344,VEN002,ITM0022,250.00,51.41,13822.00,399.72,1369.75,0.00,IDR,1.0,Net 60,2025-10-17,2025-10-11,FOB,,closed,false,
PO00287,PO202500287,2025-08-08,PR00345,VEN008,ITM0040,10.00,3639.77,39417.89,886.09,3906.28,0.00,IDR,1.0,COD,2025-08-15,2025-08-14,FOB,CTR009,partial,false,
PO00288,PO202500288,2025-08-06,PR00346,VEN019,ITM0020,50.00,25597.44,1426442.29,8319.67,139870.76,15019.16,IDR,1.0,Net 60,2025-08-19,2025-08-10,CIF,CTR025,closed,false,
PO00289,PO202500289,2025-10-14,PR00347,VEN018,ITM0035,2.00,214157.84,461824.44,18770.02,45050.02,7228.76,IDR,1.0,COD,2025-11-18,2025-10-25,DDP,,closed,false,
PO00290,PO202400290,2024-10-18,PR00348,VEN029,ITM0030,500.00,215.62,118645.83,921.32,11757.69,0.00,IDR,1.0,Net 60,2024-11-27,2024-11-20,FOB,CTR016,closed,false,
PO00291,PO202400291,2024-11-16,PR00349,VEN023,ITM0030,500.00,213.65,116941.19,1474.81,11588.77,0.00,IDR,1.0,Net 60,2024-11-26,2024-11-24,DDP,,open,false,
PO00292,PO202400292,2024-07-08,PR00350,VEN009,ITM0006,20.00,7365.06,158323.55,5261.55,15624.35,659.62,IDR,1.0,Net 45,2024-07-23,2024-07-23,FOB,CTR008,partial,false,
PO00293,PO202400293,2024-10-16,PR00351,VEN022,ITM0001,20.00,12633.73,284385.94,1132.73,27669.60,5174.54,IDR,1.0,Net 15,2024-10-27,2024-10-22,CIF,CTR008,closed,false,
PO00294,PO202400294,2024-07-15,PR00352,VEN026,ITM0006,5.00,7990.59,43684.04,1023.08,4282.28,471.90,IDR,1.0,Net 60,2024-07-25,2024-07-19,EXW,CTR008,open,false,
PO00295,PO202400295,2024-06-29,PR00354,VEN022,ITM0027,2000.00,138.16,303025.72,3317.17,30029.58,0.00,IDR,1.0,Net 60,2024-07-11,2024-07-08,CIF,CTR016,closed,false,
PO00296,PO202400296,2024-11-03,PR00357,VEN025,ITM0039,1.00,16781.53,18655.78,155.54,1828.86,200.93,IDR,1.0,Net 45,2024-11-30,2024-11-14,DDP,CTR009,closed,false,
PO00297,PO202500297,2025-02-28,PR00358,VEN002,ITM0019,20.00,9199.15,197602.79,7086.29,19458.64,1247.43,IDR,1.0,Net 15,2025-03-08,2025-03-01,EXW,CTR025,closed,false,
PO00298,PO202400298,2024-07-29,PR00359,VEN026,ITM0033,500.00,906.66,492377.90,9746.02,48794.21,0.00,IDR,1.0,Net 15,2024-08-25,2024-08-04,FOB,CTR003,closed,false,
PO00299,PO202500299,2025-02-10,PR00360,VEN022,ITM0034,5.00,11469.47,63051.26,1517.09,6141.33,1079.64,IDR,1.0,Net 30,2025-03-20,2025-03-24,EXW,CTR003,closed,false,
PO00300,PO202400300,2024-11-20,PR00362,VEN023,ITM0031,200.00,274.87,58093.67,2637.69,5757.03,0.00,IDR,1.0,COD,2024-12-07,2024-12-16,DDP,CTR016,closed,false,
PO00301,PO202500301,2025-05-19,PR00363,VEN030,ITM0028,2500.00,795.74,2098088.40,99182.99,207918.67,0.00,IDR,1.0,Net 60,2025-06-30,2025-07-30,CIF,CTR016,closed,false,
PO00302,PO202500302,2025-10-12,PR00364,VEN028,ITM0031,1000.00,382.83,408534.61,14780.48,40485.41,0.00,IDR,1.0,Net 15,2025-11-23,2025-10-12,DDP,CTR016,closed,false,
PO00303,PO202500303,2025-03-01,PR00365,VEN026,ITM0018,50.00,136.41,7564.54,5.77,749.64,0.00,IDR,1.0,Net 15,2025-03-13,2025-03-07,EXW,CTR004,closed,false,
PO00304,PO202500304,2025-09-29,PR00366,VEN004,ITM0032,1.00,8426.72,9246.56,206.69,904.20,122.32,IDR,1.0,Net 30,2025-11-13,2025-11-21,FOB,,closed,false,
PO00305,PO202500305,2025-06-05,PR00369,VEN001,ITM0004,10.00,8710.39,92567.82,4314.29,9106.85,671.39,IDR,1.0,Net 60,2025-06-14,2025-06-08,DDP,CTR008,closed,false,
PO00306,PO202500306,2025-10-12,PR00370,VEN005,ITM0023,100.00,41.32,4568.66,16.19,452.75,0.00,IDR,1.0,Net 60,2025-11-06,2025-10-31,EXW,CTR013,partial,false,
PO00307,PO202500307,2025-12-31,PR00371,VEN026,ITM0005,5.00,1516.03,8109.55,274.23,803.65,0.00,IDR,1.0,Net 45,2026-02-12,2026-02-03,EXW,CTR008,partial,false,
PO00308,PO202500308,2025-01-21,PR00372,VEN012,ITM0027,100.00,172.64,18325.45,755.01,1816.04,0.00,IDR,1.0,Net 30,2025-02-05,2025-01-27,DDP,CTR016,closed,false,
PO00309,PO202500309,2025-08-10,PR00373,VEN009,ITM0005,2.00,1477.77,3250.60,27.06,322.13,0.00,IDR,1.0,Net 90,2025-08-30,2025-08-10,DDP,CTR008,closed,false,
PO00310,PO202500310,2025-08-19,PR00374,VEN029,ITM0010,100.00,23539.47,2570723.43,98243.75,248127.32,66893.22,IDR,1.0,Net 45,2025-09-05,2025-08-27,DDP,CTR001,closed,false,
PO00311,PO202400311,2024-06-16,PR00375,VEN004,ITM0037,2.00,33137.20,71156.89,2479.96,7017.39,345.08,IDR,1.0,Net 15,2024-07-16,2024-06-18,CIF,CTR002,closed,false,
PO00312,PO202500312,2025-08-06,PR00376,VEN026,ITM0005,100.00,1452.85,159178.78,1881.03,15774.47,0.00,IDR,1.0,COD,2025-09-11,2025-08-12,DDP,CTR008,closed,false,
PO00313,PO202500313,2025-01-03,PR00377,VEN018,ITM0015,500.00,8.66,4690.93,105.13,464.87,0.00,IDR,1.0,Net 15,2025-01-22,2025-01-05,FOB,CTR018,closed,false,
PO00314,PO202400314,2024-07-01,PR00379,VEN016,ITM0008,1000.00,295.92,316318.30,10949.64,31346.86,0.00,IDR,1.0,Net 30,2024-08-11,2024-08-20,DDP,CTR001,closed,false,
PO00315,PO202500315,2025-05-20,PR00380,VEN014,ITM0011,40.00,13741.74,619377.83,5749.63,59831.21,15626.48,IDR,1.0,COD,2025-06-16,2025-05-28,DDP,CTR011,partial,false,
PO00316,PO202500316,2025-11-30,PR00381,VEN014,ITM0011,500.00,13569.30,7475072.73,225277.68,721531.13,194167.64,IDR,1.0,Net 30,2026-01-03,2025-12-21,FOB,CTR011,closed,false,
PO00317,PO202500317,2025-07-01,PR00382,VEN023,ITM0015,100.00,6.35,683.77,18.49,67.76,0.00,IDR,1.0,COD,2025-07-28,2025-07-18,EXW,,closed,false,
PO00318,PO202500318,2025-07-17,PR00383,VEN021,ITM0025,200.00,46.61,10262.82,76.02,1017.04,0.00,IDR,1.0,Net 60,2025-08-27,2025-07-24,FOB,CTR013,closed,false,
PO00319,PO202500319,2025-12-31,PR00384,VEN014,ITM0011,1.00,13400.14,14889.53,129.57,1459.76,159.21,IDR,1.0,Net 30,2026-01-07,2025-12-31,CIF,CTR011,closed,false,
PO00320,PO202500320,2025-08-01,PR00385,VEN002,ITM0004,25.00,9176.62,252645.02,7283.94,24434.46,6079.09,IDR,1.0,COD,2025-09-02,2025-08-30,EXW,,closed,false,
PO00321,PO202500321,2025-12-20,PR00386,VEN024,ITM0033,1000.00,971.56,1032254.90,41597.22,102295.53,0.00,IDR,1.0,Net 60,2026-01-11,2026-01-08,DDP,,closed,false,
PO00322,PO202500322,2025-12-22,PR00387,VEN023,ITM0010,500.00,18396.34,10087679.30,277023.17,981326.38,185204.04,IDR,1.0,Net 15,2025-12-29,2026-01-24,FOB,CTR001,closed,false,
PO00323,PO202500323,2025-10-25,PR00388,VEN018,ITM0002,25.00,39697.87,1058314.29,42029.12,104545.93,3350.83,IDR,1.0,Net 90,2025-11-16,2025-11-08,CIF,CTR008,closed,false,
PO00324,PO202500324,2025-02-07,PR00389,VEN006,ITM0021,5.00,17457.88,94759.27,3818.62,9181.78,2106.72,IDR,1.0,Net 60,2025-03-16,2025-03-13,DDP,CTR025,closed,false,
PO00325,PO202400325,2024-01-18,PR00391,VEN013,ITM0023,500.00,28.32,15019.80,629.12,1488.45,0.00,IDR,1.0,Net 30,2024-01-28,2024-01-22,CIF,CTR013,cancelled,false,
PO00326,PO202400326,2024-05-29,PR00393,VEN020,ITM0023,500.00,41.48,22765.56,231.09,2256.05,0.00,IDR,1.0,Net 90,2024-06-25,2024-06-25,CIF,CTR013,closed,false,
PO00327,PO202400327,2024-05-10,PR00394,VEN030,ITM0006,20.00,7990.89,178998.44,1445.91,17420.91,3205.59,IDR,1.0,Net 45,2024-06-08,2024-06-06,EXW,CTR008,closed,false,
PO00328,PO202500328,2025-05-10,PR00395,VEN008,ITM0031,200.00,381.08,83190.37,1270.42,8244.09,0.00,IDR,1.0,Net 90,2025-06-18,2025-05-24,DDP,CTR016,closed,false,
PO00329,PO202500329,2025-08-23,PR00396,VEN013,ITM0012,1.00,55510.43,59817.55,1902.78,5896.84,313.06,IDR,1.0,Net 60,2025-09-23,2025-09-22,CIF,CTR011,closed,false,
PO00330,PO202400330,2024-09-25,PR00397,VEN002,ITM0022,50.00,52.85,2835.98,87.68,281.04,0.00,IDR,1.0,Net 60,2024-10-20,2024-10-04,EXW,CTR013,open,false,
PO00331,PO202400331,2024-08-29,PR00400,VEN014,ITM0011,1.00,13774.98,15619.85,54.95,1509.20,390.63,IDR,1.0,Net 60,2024-10-11,2024-08-30,CIF,CTR011,closed,false,
PO00332,PO202500332,2025-02-16,PR00401,VEN024,ITM0021,100.00,18451.90,1967286.69,79126.29,194267.06,6955.46,IDR,1.0,COD,2025-03-25,2025-03-08,DDP,CTR025,closed,false,
PO00333,PO202400333,2024-12-17,PR00402,VEN016,ITM0034,5.00,15240.77,84513.12,2074.85,8154.19,2229.94,IDR,1.0,Net 90,2024-12-29,2024-12-21,EXW,CTR014,closed,false,
PO00334,PO202500334,2025-10-11,PR00405,VEN018,ITM0022,200.00,63.48,13908.07,167.15,1378.28,0.00,IDR,1.0,Net 60,2025-11-04,2025-10-27,EXW,CTR013,closed,false,
PO00335,PO202500335,2025-07-01,PR00406,VEN020,ITM0018,200.00,137.04,28963.58,1315.42,2870.27,0.00,IDR,1.0,Net 30,2025-07-14,2025-07-14,FOB,CTR004,closed,false,
PO00336,PO202500336,2025-10-29,PR00407,VEN008,ITM0033,2500.00,941.21,2491225.15,108690.29,246878.17,0.00,IDR,1.0,Net 30,2025-11-15,2025-11-05,EXW,CTR003,closed,false,
PO00337,PO202400337,2024-11-03,PR00408,VEN027,ITM0016,2000.00,60.16,132339.06,1102.99,13114.68,0.00,IDR,1.0,Net 60,2024-11-15,2024-12-14,EXW,CTR004,closed,false,
PO00338,PO202400338,2024-03-22,PR00409,VEN018,ITM0010,1.00,25702.45,28129.45,402.23,2783.02,46.21,IDR,1.0,Net 90,2024-04-13,2024-04-09,DDP,CTR001,closed,false,
PO00339,PO202500339,2025-07-05,PR00410,VEN021,ITM0005,2.00,1414.43,3076.13,57.58,304.84,0.00,IDR,1.0,Net 45,2025-07-26,2025-07-14,CIF,CTR008,partial,false,
PO00340,PO202400340,2024-11-04,PR00411,VEN026,ITM0029,50.00,116.72,6366.02,100.65,630.87,0.00,IDR,1.0,Net 15,2024-12-03,2024-11-15,FOB,,closed,false,
PO00341,PO202500341,2025-05-12,PR00413,VEN024,ITM0033,50.00,877.41,46354.08,2110.06,4593.65,0.00,IDR,1.0,Net 15,2025-05-27,2025-05-22,EXW,CTR003,closed,false,
PO00342,PO202400342,2024-02-02,PR00415,VEN018,ITM0002,10.00,42763.65,462921.81,20418.47,44793.98,10909.79,IDR,1.0,Net 90,2024-03-16,2024-03-13,DDP,,closed,false,
PO00343,PO202400343,2024-10-07,PR00416,VEN030,ITM0002,20.00,43226.23,947383.79,26114.22,92225.14,16748.31,IDR,1.0,Net 15,2024-10-30,2024-10-11,EXW,CTR008,cancelled,false,
PO00344,PO202400344,2024-06-02,PR00417,VEN023,ITM0013,200.00,666.65,143923.00,3670.17,14262.64,0.00,IDR,1.0,Net 60,2024-06-10,2024-07-05,CIF,CTR011,partial,false,
PO00345,PO202500345,2025-07-27,PR00418,VEN016,ITM0005,1.00,987.94,1065.90,27.66,105.63,0.00,IDR,1.0,Net 45,2025-09-07,2025-08-02,FOB,CTR021,closed,false,
PO00346,PO202400346,2024-03-03,PR00419,VEN006,ITM0039,5.00,18729.86,100846.97,4233.32,9835.76,1595.22,IDR,1.0,Net 15,2024-04-06,2024-03-08,EXW,,closed,false,
PO00347,PO202500347,2025-01-25,PR00420,VEN021,ITM0020,5.00,27522.87,153880.89,2127.02,14903.61,3489.95,IDR,1.0,Net 60,2025-02-16,2025-02-07,CIF,,cancelled,false,
PO00348,PO202400348,2024-06-16,PR00421,VEN024,ITM0007,20.00,2164.81,46996.67,956.84,4657.33,0.00,IDR,1.0,Net 60,2024-07-11,2024-06-18,CIF,CTR001,closed,false,
PO00349,PO202400349,2024-11-16,PR00422,VEN010,ITM0014,250.00,10896.68,3005170.93,37649.71,295517.30,23132.70,IDR,1.0,Net 30,2024-11-30,2024-11-27,FOB,CTR011,open,false,
PO00350,PO202400350,2024-04-06,PR00423,VEN019,ITM0018,1000.00,123.53,132135.82,4485.30,13094.54,0.00,IDR,1.0,Net 45,2024-04-14,2024-04-12,DDP,,closed,false,
PO00351,PO202500351,2025-12-31,PR00424,VEN015,ITM0039,10.00,16912.01,180928.31,6601.39,17877.06,532.54,IDR,1.0,Net 15,2026-01-31,2026-02-07,FOB,CTR009,partial,false,
PO00352,PO202400352,2024-05-20,PR00426,VEN025,ITM0039,5.00,15566.86,86255.87,1888.12,8354.08,1955.59,IDR,1.0,Net 30,2024-06-24,2024-06-24,FOB,CTR009,partial,false,
PO00353,PO202400353,2024-06-22,PR00427,VEN007,ITM0019,50.00,10304.40,556003.02,15965.23,54918.05,1829.97,IDR,1.0,COD,2024-07-22,2024-07-22,EXW,CTR025,closed,false,
PO00354,PO202500354,2025-05-06,PR00428,VEN007,ITM0014,200.00,16230.00,3536500.45,131380.17,342608.23,79271.95,IDR,1.0,Net 60,2025-05-27,2025-05-09,DDP,CTR011,closed,false,
PO00355,PO202400355,2024-09-09,PR00430,VEN024,ITM0021,1.00,19121.73,20456.61,702.10,2026.16,10.82,IDR,1.0,Net 60,2024-10-04,2024-10-02,EXW,CTR025,closed,false,
PO00356,PO202500356,2025-05-16,PR00431,VEN015,ITM0033,500.00,736.43,394299.87,12992.14,39074.76,0.00,IDR,1.0,Net 15,2025-06-03,2025-05-21,DDP,CTR003,closed,false,
PO00357,PO202500357,2025-04-01,PR00432,VEN022,ITM0025,200.00,32.14,6886.63,223.05,682.46,0.00,IDR,1.0,Net 60,2025-05-11,2025-05-30,CIF,CTR013,closed,false,
PO00358,PO202400358,2024-01-27,PR00433,VEN025,ITM0039,5.00,15807.74,87066.76,1871.99,8488.34,1411.74,IDR,1.0,Net 90,2024-03-05,2024-02-18,FOB,CTR009,closed,false,
PO00359,PO202400359,2024-03-02,PR00434,VEN005,ITM0012,5.00,25880.45,144811.21,1869.54,14028.60,3249.87,IDR,1.0,Net 90,2024-04-14,2024-03-04,DDP,CTR011,partial,false,
PO00360,PO202500360,2025-01-20,PR00437,VEN028,ITM0008,2500.00,463.86,1272743.18,13038.36,126127.70,0.00,IDR,1.0,Net 90,2025-02-06,2025-02-24,CIF,CTR001,partial,false,
PO00361,PO202500361,2025-03-16,PR00438,VEN013,ITM0029,200.00,82.57,17640.53,622.22,1748.16,0.00,IDR,1.0,Net 30,2025-04-02,2025-03-16,CIF,CTR016,partial,false,
PO00362,PO202400362,2024-10-22,PR00439,VEN019,ITM0003,2.00,2563.25,5413.45,249.51,536.47,0.00,IDR,1.0,Net 30,2024-11-12,2024-11-24,FOB,CTR008,open,false,
PO00363,PO202500363,2025-09-28,PR00440,VEN026,ITM0001,20.00,16105.79,357917.86,909.04,35332.74,1378.43,IDR,1.0,Net 90,2025-10-30,2025-10-28,EXW,CTR008,closed,false,
PO00364,PO202400364,2024-06-03,PR00442,VEN021,ITM0033,100.00,964.81,106071.28,921.65,10511.57,0.00,IDR,1.0,Net 15,2024-06-16,2024-06-14,FOB,CTR003,closed,false,
PO00365,PO202400365,2024-10-24,PR00443,VEN012,ITM0009,1.00,31926.08,35286.78,316.51,3477.05,200.15,IDR,1.0,Net 45,2024-11-10,2024-11-10,FOB,CTR001,closed,false,
PO00366,PO202500366,2025-07-16,PR00444,VEN026,ITM0033,1000.00,947.84,1011128.58,36914.56,100201.93,0.00,IDR,1.0,Net 60,2025-08-11,2025-08-09,EXW,CTR003,closed,false,
PO00367,PO202400367,2024-12-03,PR00445,VEN014,ITM0036,50.00,1591.74,85278.04,2760.18,8450.98,0.00,IDR,1.0,Net 30,2024-12-18,2024-12-03,EXW,CTR002,partial,false,
PO00368,PO202400368,2024-09-11,PR00446,VEN023,ITM0013,50.00,590.23,32575.86,163.64,3228.24,0.00,IDR,1.0,Net 15,2024-10-14,2024-10-18,CIF,CTR011,closed,false,
PO00369,PO202400369,2024-08-16,PR00447,VEN028,ITM0014,2.00,17435.21,38223.37,830.98,3744.34,439.60,IDR,1.0,Net 30,2024-09-19,2024-08-29,CIF,CTR011,closed,false,
PO00370,PO202500370,2025-09-26,PR00448,VEN023,ITM0013,1000.00,653.54,711334.68,12702.33,70492.63,0.00,IDR,1.0,Net 60,2025-10-31,2025-09-26,EXW,,partial,false,
PO00371,PO202400371,2024-05-03,PR00450,VEN008,ITM0018,50.00,133.46,7328.19,70.82,726.22,0.00,IDR,1.0,Net 30,2024-06-04,2024-05-08,EXW,CTR004,closed,false,
PO00372,PO202500372,2025-07-15,PR00451,VEN024,ITM0034,5.00,8341.44,45919.09,604.87,4521.25,295.52,IDR,1.0,Net 90,2025-08-18,2025-07-17,EXW,CTR003,closed,false,
PO00373,PO202500373,2025-03-20,PR00452,VEN018,ITM0008,2500.00,471.60,1259516.04,44296.63,124816.90,0.00,IDR,1.0,COD,2025-04-22,2025-03-30,DDP,CTR001,closed,false,
PO00374,PO202400374,2024-04-30,PR00453,VEN009,ITM0004,20.00,10971.82,242870.61,6340.40,23440.57,6333.97,IDR,1.0,Net 30,2024-06-06,2024-06-06,FOB,CTR008,open,false,
PO00375,PO202400375,2024-02-06,PR00454,VEN020,ITM0020,2.00,27863.51,60668.56,1701.06,5942.86,699.73,IDR,1.0,Net 30,2024-03-08,2024-02-10,DDP,CTR025,partial,false,
PO00376,PO202500376,2025-11-05,PR00455,VEN023,ITM0004,20.00,7220.02,158140.33,5455.48,15283.94,3911.51,IDR,1.0,Net 30,2025-11-18,2025-11-18,CIF,CTR008,open,false,
PO00377,PO202500377,2025-04-01,PR00456,VEN001,ITM0014,10.00,14265.96,159819.94,2327.13,15436.57,4050.93,IDR,1.0,Net 15,2025-04-09,2025-04-09,EXW,CTR011,closed,false,
PO00378,PO202400378,2024-06-24,PR00457,VEN013,ITM0026,50.00,99.19,5284.01,199.14,523.64,0.00,IDR,1.0,Net 90,2024-07-12,2024-07-04,DDP,CTR013,closed,false,
PO00379,PO202400379,2024-01-20,PR00458,VEN008,ITM0010,2.00,25917.69,56494.04,2188.65,5461.14,1386.18,IDR,1.0,Net 60,2024-01-29,2024-01-23,FOB,CTR001,closed,false,
PO00380,PO202500380,2025-02-24,PR00460,VEN020,ITM0030,1000.00,281.95,310947.51,1815.90,30814.62,0.00,IDR,1.0,Net 90,2025-03-29,2025-03-25,DDP,CTR016,closed,false,
PO00381,PO202500381,2025-05-03,PR00461,VEN018,ITM0026,200.00,148.43,31722.20,1107.34,3143.64,0.00,IDR,1.0,COD,2025-05-15,2025-05-05,FOB,CTR013,closed,false,
PO00382,PO202500382,2025-07-15,PR00464,VEN027,ITM0022,2500.00,49.67,131783.98,5460.06,13059.67,0.00,IDR,1.0,Net 30,2025-08-21,2025-07-30,DDP,CTR013,closed,false,
PO00383,PO202500383,2025-06-16,PR00465,VEN014,ITM0011,10.00,14893.60,164037.52,1335.50,16236.05,201.01,IDR,1.0,Net 15,2025-07-14,2025-07-09,FOB,CTR011,closed,false,
PO00384,PO202500384,2025-10-14,PR00467,VEN021,ITM0031,200.00,343.62,76003.66,252.13,7531.89,0.00,IDR,1.0,Net 60,2025-11-22,2025-11-05,FOB,CTR016,closed,false,
PO00385,PO202400385,2024-02-02,PR00468,VEN019,ITM0001,2.00,13218.28,28894.14,520.35,2850.78,127.15,IDR,1.0,Net 15,2024-02-11,2024-02-07,DDP,CTR008,closed,false,
PO00386,PO202400386,2024-12-25,PR00469,VEN003,ITM0022,1000.00,64.32,69585.31,1625.86,6895.84,0.00,IDR,1.0,COD,2025-02-05,2024-12-27,FOB,CTR013,closed,false,
PO00387,PO202500387,2025-08-03,PR00470,VEN018,ITM0022,100.00,56.54,6126.14,134.57,607.10,0.00,IDR,1.0,Net 60,2025-09-02,2025-08-12,FOB,CTR013,closed,false,
PO00388,PO202500388,2025-07-31,PR00472,VEN012,ITM0009,5.00,30890.53,172794.36,998.27,16879.98,2459.98,IDR,1.0,Net 15,2025-08-12,2025-08-06,FOB,CTR001,closed,false,
PO00389,PO202400389,2024-06-17,PR00473,VEN011,ITM0017,1000.00,88.69,96165.11,2055.26,9529.88,0.00,IDR,1.0,Net 90,2024-07-12,2024-06-25,CIF,CTR010,cancelled,false,
PO00390,PO202400390,2024-03-15,PR00474,VEN020,ITM0036,2.00,1613.30,3551.45,27.08,351.95,0.00,IDR,1.0,Net 15,2024-04-14,2024-03-30,DDP,CTR002,closed,false,
PO00391,PO202400391,2024-11-29,PR00475,VEN025,ITM0010,1.00,22145.89,24447.96,384.08,2393.80,292.35,IDR,1.0,Net 30,2024-12-29,2024-12-07,EXW,CTR001,closed,false,
PO00392,PO202400392,2024-03-26,PR00476,VEN004,ITM0030,5000.00,198.49,1071519.88,27141.13,106186.65,0.00,IDR,1.0,Net 30,2024-04-25,2024-03-27,DDP,CTR016,cancelled,false,
PO00393,PO202500393,2025-04-30,PR00477,VEN018,ITM0006,50.00,7350.86,411160.72,3908.85,39999.77,7526.68,IDR,1.0,Net 45,2025-06-12,2025-06-27,CIF,CTR008,closed,false,
PO00394,PO202400394,2024-07-18,PR00478,VEN020,ITM0016,200.00,73.54,16212.70,101.70,1606.66,0.00,IDR,1.0,Net 60,2024-08-25,2024-08-25,FOB,CTR004,closed,false,
PO00395,PO202500395,2025-04-28,PR00479,VEN023,ITM0037,10.00,35810.23,384707.61,12975.95,37963.90,1617.35,IDR,1.0,Net 45,2025-06-05,2025-05-27,DDP,CTR002,partial,false,
PO00396,PO202500396,2025-01-22,PR00480,VEN020,ITM0022,200.00,58.78,12553.64,445.89,1244.05,0.00,IDR,1.0,COD,2025-02-08,2025-02-04,FOB,,closed,false,
PO00397,PO202500397,2025-12-31,PR00482,VEN026,ITM0039,100.00,18344.49,2031014.32,23596.51,199193.77,20968.08,IDR,1.0,Net 45,2026-01-13,2026-01-08,FOB,CTR009,partial,false,
PO00398,PO202500398,2025-12-31,PR00483,VEN014,ITM0029,100.00,115.14,12199.90,523.32,1209.00,0.00,IDR,1.0,Net 45,2026-01-20,2026-01-20,EXW,CTR016,closed,false,
PO00399,PO202500399,2025-11-18,PR00484,VEN015,ITM0020,20.00,25793.29,562992.74,11472.19,55483.30,3115.79,IDR,1.0,Net 30,2025-11-28,2025-11-18,FOB,CTR025,closed,false,
PO00400,PO202500400,2025-05-26,PR00485,VEN013,ITM0034,25.00,15606.22,430302.71,8094.26,42026.74,6214.65,IDR,1.0,Net 45,2025-06-20,2025-06-06,EXW,,closed,false,
PO00401,PO202500401,2025-07-25,PR00486,VEN014,ITM0035,250.00,188828.64,52754694.62,500775.34,5137702.20,910608.75,IDR,1.0,Net 30,2025-08-12,2025-08-04,CIF,CTR002,closed,false,
PO00402,PO202500402,2025-05-02,PR00487,VEN029,ITM0037,2.00,41767.00,91036.58,3216.37,8834.94,1884.01,IDR,1.0,Net 90,2025-05-28,2025-05-31,CIF,CTR002,closed,false,
