budget_id,cost_center_id,category_id,period,budget_amount,committed_amount,actual_amount,currency
BUD00664,CC010,CAT006,2025-02,730735000.00,317330456.48,284145155.58,IDR
BUD00665,CC011,CAT005,2025-02,773848000.00,445271219.35,285791047.20,IDR
BUD00666,CC011,CAT010,2025-02,306823000.00,187893109.13,170107891.95,IDR
BUD00667,CC011,CAT007,2025-02,546814000.00,166454853.36,191361342.75,IDR
BUD00668,CC011,CAT004,2025-02,871513000.00,700371422.62,605784249.28,IDR
BUD00669,CC012,CAT010,2025-02,141889000.00,48001365.44,54838422.06,IDR
BUD00670,CC012,CAT005,2025-02,594506000.00,485648955.18,325261197.53,IDR
BUD00671,CC012,CAT009,2025-02,654430000.00,546726710.65,379545458.49,IDR
BUD00672,CC012,CAT006,2025-02,177440000.00,134727465.28,146151893.44,IDR
BUD00673,CC001,CAT010,2025-03,168940000.00,53262248.10,43850400.79,IDR
BUD00674,CC001,CAT007,2025-03,301264000.00,254311082.98,194036630.48,IDR
BUD00675,CC001,CAT006,2025-03,676222000.00,439418672.46,503833022.50,IDR
BUD00676,CC001,CAT008,2025-03,743612000.00,376193481.67,362533910.64,IDR
BUD00677,CC002,CAT009,2025-03,305166000.00,122674290.20,113774214.63,IDR
BUD00678,CC002,CAT008,2025-03,524511000.00,249809080.41,201348009.19,IDR
BUD00679,CC002,CAT006,2025-03,679781000.00,499715158.42,431439364.39,IDR
BUD00680,CC002,CAT005,2025-03,825731000.00,716861693.79,777604433.63,IDR
BUD00681,CC003,CAT002,2025-03,682578000.00,330539190.20,334591198.71,IDR
BUD00682,CC003,CAT004,2025-03,331620000.00,151329992.19,104589186.16,IDR
BUD00683,CC003,CAT006,2025-03,773532000.00,450444655.36,478892798.51,IDR
BUD00684,CC003,CAT010,2025-03,546038000.00,473185932.42,258496851.53,IDR
BUD00685,CC004,CAT004,2025-03,628593000.00,388409565.08,298500408.30,IDR
BUD00686,CC004,CAT009,2025-03,790222000.00,308555669.51,353304296.24,IDR
BUD00687,CC004,CAT002,2025-03,341269000.00,304519433.96,328987366.49,IDR
BUD00688,CC004,CAT007,2025-03,888652000.00,342961457.63,363729853.33,IDR
BUD00689,CC005,CAT003,2025-03,586378000.00,238124915.87,217270966.80,IDR
BUD00690,CC005,CAT002,2025-03,54006000.00,25065087.44,24934138.21,IDR
BUD00691,CC005,CAT008,2025-03,193315000.00,146666204.07,120005970.80,IDR
BUD00692,CC005,CAT010,2025-03,699034000.00,246636535.62,221827817.89,IDR
BUD00693,CC006,CAT007,2025-03,375819000.00,121252434.88,76342868.72,IDR
BUD00694,CC006,CAT010,2025-03,367136000.00,113241730.24,80338047.43,IDR
BUD00695,CC006,CAT009,2025-03,758244000.00,314175388.11,295289140.60,IDR
BUD00696,CC006,CAT004,2025-03,582684000.00,261796351.52,248913637.28,IDR
BUD00697,CC007,CAT006,2025-03,376018000.00,245615864.89,149472757.49,IDR
BUD00698,CC007,CAT005,2025-03,750267000.00,359318886.07,247584389.86,IDR
BUD00699,CC007,CAT003,2025-03,668657000.00,439857252.40,316518133.10,IDR
BUD00700,CC007,CAT001,2025-03,804778000.00,722113977.02,521926901.36,IDR
BUD00701,CC008,CAT008,2025-03,855872000.00,728281379.81,555099395.15,IDR
BUD00702,CC008,CAT006,2025-03,244156000.00,179772379.44,105217853.23,IDR
BUD00703,CC008,CAT004,2025-03,673965000.00,440648898.84,268725360.70,IDR
BUD00704,CC008,CAT002,2025-03,361603000.00,249623311.84,130874064.59,IDR
BUD00705,CC009,CAT005,2025-03,895478000.00,624311097.78,577374735.14,IDR
BUD00706,CC009,CAT009,2025-03,66781000.00,47671606.77,36750237.94,IDR
BUD00707,CC009,CAT001,2025-03,373216000.00,234517525.50,189574028.74,IDR
BUD00708,CC009,CAT010,2025-03,180158000.00,129194043.36,117528127.58,IDR
BUD00709,CC010,CAT005,2025-03,492263000.00,331627081.20,316860431.99,IDR
BUD00710,CC010,CAT007,2025-03,406002000.00,340705979.28,283647986.81,IDR
BUD00711,CC010,CAT002,2025-03,575043000.00,270054028.85,272779965.84,IDR
BUD00712,CC010,CAT006,2025-03,473078000.00,314786614.78,316572492.36,IDR
BUD00713,CC011,CAT009,2025-03,398293000.00,157813309.03,135133989.39,IDR
BUD00714,CC011,CAT004,2025-03,823803000.00,587307570.10,477147207.02,IDR
BUD00715,CC011,CAT006,2025-03,249329000.00,76705977.28,42790571.00,IDR
BUD00716,CC011,CAT008,2025-03,143866000.00,92720437.03,76139020.49,IDR
BUD00717,CC012,CAT002,2025-03,665040000.00,560540688.90,515035387.32,IDR
BUD00718,CC012,CAT009,2025-03,438239000.00,388443905.95,260910494.05,IDR
BUD00719,CC012,CAT010,2025-03,92568000.00,72934979.65,77908510.14,IDR
BUD00720,CC012,CAT006,2025-03,774411000.00,399695818.92,375673399.06,IDR
BUD00721,CC001,CAT007,2025-04,694473000.00,227463139.19,239700467.58,IDR
BUD00722,CC001,CAT002,2025-04,613852000.00,246957181.12,180869664.51,IDR
BUD00723,CC001,CAT009,2025-04,422057000.00,284079906.64,304252164.94,IDR
BUD00724,CC001,CAT010,2025-04,129009000.00,101785336.82,62991395.01,IDR
BUD00725,CC002,CAT007,2025-04,760352000.00,542846816.00,440172365.96,IDR
BUD00726,CC002,CAT010,2025-04,408479000.00,339721499.46,206688657.71,IDR
BUD00727,CC002,CAT008,2025-04,162635000.00,119674422.73,136191881.87,IDR
BUD00728,CC002,CAT003,2025-04,767697000.00,278081244.08,303747418.46,IDR
BUD00729,CC003,CAT008,2025-04,372788000.00,192045223.36,99619724.19,IDR
BUD00730,CC003,CAT010,2025-04,631795000.00,507408391.92,574761262.86,IDR
BUD00731,CC003,CAT003,2025-04,161057000.00,137259023.02,78705608.76,IDR
BUD00732,CC003,CAT005,2025-04,399592000.00,130899704.07,87709132.52,IDR
BUD00733,CC004,CAT006,2025-04,792172000.00,484381338.56,458882084.81,IDR
BUD00734,CC004,CAT001,2025-04,575503000.00,322114061.45,313199161.65,IDR
BUD00735,CC004,CAT004,2025-04,459640000.00,320932776.22,294267400.73,IDR
BUD00736,CC004,CAT010,2025-04,176356000.00,140355160.93,151561148.29,IDR
BUD00737,CC005,CAT010,2025-04,844216000.00,509349739.96,410045798.58,IDR
BUD00738,CC005,CAT001,2025-04,471460000.00,188226786.06,186048908.16,IDR
BUD00739,CC005,CAT009,2025-04,322539000.00,160797594.97,109471345.90,IDR
BUD00740,CC005,CAT006,2025-04,480890000.00,303103688.72,226150037.49,IDR
BUD00741,CC006,CAT004,2025-04,731072000.00,415876997.53,439491739.30,IDR
BUD00742,CC006,CAT002,2025-04,430008000.00,159629337.62,131421664.58,IDR
BUD00743,CC006,CAT008,2025-04,605367000.00,218892227.76,168113621.02,IDR
BUD00744,CC006,CAT010,2025-04,523561000.00,157121613.84,87843882.69,IDR
BUD00745,CC007,CAT010,2025-04,620753000.00,540187378.81,397671152.77,IDR
BUD00746,CC007,CAT005,2025-04,96134000.00,41698206.01,33166710.89,IDR
BUD00747,CC007,CAT004,2025-04,526128000.00,353481612.64,285449443.10,IDR
BUD00748,CC007,CAT006,2025-04,608592000.00,443997137.38,254905497.75,IDR
BUD00749,CC008,CAT004,2025-04,755401000.00,663740801.35,457841313.68,IDR
BUD00750,CC008,CAT001,2025-04,493687000.00,356075516.55,188633059.95,IDR
BUD00751,CC008,CAT006,2025-04,189532000.00,72831369.22,70351932.55,IDR
BUD00752,CC008,CAT003,2025-04,663325000.00,241567644.39,216699136.64,IDR
BUD00753,CC009,CAT004,2025-04,438489000.00,337133250.83,325641101.25,IDR
BUD00754,CC009,CAT002,2025-04,141601000.00,77693949.20,85642603.09,IDR
BUD00755,CC009,CAT007,2025-04,761846000.00,497703832.38,498646664.04,IDR
BUD00756,CC009,CAT009,2025-04,432929000.00,300917699.11,337486334.02,IDR
BUD00757,CC010,CAT003,2025-04,675782000.00,427050837.00,333666241.24,IDR
BUD00758,CC010,CAT008,2025-04,547353000.00,467780202.53,471383500.84,IDR
BUD00759,CC010,CAT001,2025-04,823654000.00,588987255.76,360974195.35,IDR
BUD00760,CC010,CAT005,2025-04,742958000.00,269049146.31,249513266.43,IDR
BUD00761,CC011,CAT010,2025-04,882576000.00,749789038.49,746447623.56,IDR
BUD00762,CC011,CAT006,2025-04,282556000.00,248128281.38,280588317.06,IDR
BUD00763,CC011,CAT007,2025-04,434919000.00,165279266.02,126981507.73,IDR
BUD00764,CC011,CAT004,2025-04,645012000.00,483150185.77,335448051.73,IDR
BUD00765,CC012,CAT009,2025-04,228256000.00,166314333.94,157382812.35,IDR
BUD00766,CC012,CAT006,2025-04,833013000.00,316214264.79,304121500.34,IDR
BUD00767,CC012,CAT004,2025-04,878903000.00,357438968.89,304759420.99,IDR
BUD00768,CC012,CAT002,2025-04,591346000.00,429442346.27,427082030.71,IDR
BUD00769,CC001,CAT009,2025-05,685688000.00,551864728.80,378498183.12,IDR
BUD00770,CC001,CAT008,2025-05,770206000.00,604598514.52,507726409.81,IDR
BUD00771,CC001,CAT007,2025-05,71481000.00,27677159.20,25896555.15,IDR
BUD00772,CC001,CAT006,2025-05,219917000.00,164962163.25,99737444.64,IDR
BUD00773,CC002,CAT005,2025-05,102728000.00,79163680.25,50078990.61,IDR
BUD00774,CC002,CAT010,2025-05,509996000.00,262754764.99,208676268.23,IDR
BUD00775,CC002,CAT003,2025-05,573693000.00,404634627.16,350100092.07,IDR
BUD00776,CC002,CAT007,2025-05,240661000.00,165640147.55,124689982.44,IDR
BUD00777,CC003,CAT009,2025-05,379421000.00,331621990.90,376153773.45,IDR
BUD00778,CC003,CAT005,2025-05,315756000.00,199328792.65,101344220.69,IDR
BUD00779,CC003,CAT001,2025-05,263640000.00,177254931.26,178602277.96,IDR
BUD00780,CC003,CAT004,2025-05,789600000.00,630092974.41,688355242.81,IDR
BUD00781,CC004,CAT006,2025-05,666177000.00,277195335.22,219463779.47,IDR
BUD00782,CC004,CAT009,2025-05,885935000.00,305365312.94,343721917.61,IDR
BUD00783,CC004,CAT004,2025-05,674818000.00,250770660.13,132008747.79,IDR
BUD00784,CC004,CAT007,2025-05,287245000.00,131714401.53,79635021.40,IDR
BUD00785,CC005,CAT005,2025-05,653236000.00,256645592.88,153963538.85,IDR
BUD00786,CC005,CAT001,2025-05,324236000.00,107164298.90,118528881.25,IDR
BUD00787,CC005,CAT006,2025-05,573267000.00,399643989.34,327251722.48,IDR
BUD00788,CC005,CAT004,2025-05,536775000.00,276359334.95,279018033.79,IDR
BUD00789,CC006,CAT006,2025-05,492515000.00,380100886.05,229425405.54,IDR
BUD00790,CC006,CAT009,2025-05,511618000.00,277322659.61,201644610.95,IDR
BUD00791,CC006,CAT004,2025-05,800887000.00,559019675.30,399807097.72,IDR
BUD00792,CC006,CAT002,2025-05,299538000.00,260653464.29,235078769.50,IDR
BUD00793,CC007,CAT008,2025-05,618598000.00,350992720.33,381852947.29,IDR
BUD00794,CC007,CAT009,2025-05,571646000.00,384534270.25,431940781.95,IDR
BUD00795,CC007,CAT001,2025-05,630169000.00,310397432.98,339995715.34,IDR
BUD00796,CC007,CAT010,2025-05,853240000.00,453518869.56,386014514.83,IDR
BUD00797,CC008,CAT005,2025-05,732394000.00,415512119.06,219599642.29,IDR
BUD00798,CC008,CAT001,2025-05,813539000.00,338031501.34,281928938.73,IDR
BUD00799,CC008,CAT006,2025-05,855980000.00,342765965.27,384439291.67,IDR
BUD00800,CC008,CAT010,2025-05,507279000.00,154414891.47,83778831.53,IDR
BUD00801,CC009,CAT004,2025-05,507091000.00,365940049.68,415175654.52,IDR
BUD00802,CC009,CAT007,2025-05,708926000.00,487696209.86,541751590.87,IDR
BUD00803,CC009,CAT002,2025-05,684857000.00,268637039.09,214505709.41,IDR
BUD00804,CC009,CAT008,2025-05,331958000.00,117019357.34,62637448.28,IDR
BUD00805,CC010,CAT005,2025-05,748376000.00,633569093.18,484655840.97,IDR
BUD00806,CC010,CAT009,2025-05,433457000.00,235223595.43,165988531.53,IDR
BUD00807,CC010,CAT002,2025-05,381077000.00,141373262.83,71228699.32,IDR
BUD00808,CC010,CAT010,2025-05,662243000.00,223800091.09,220413586.20,IDR
BUD00809,CC011,CAT001,2025-05,140215000.00,108264928.46,75339177.71,IDR
BUD00810,CC011,CAT002,2025-05,123529000.00,93778837.03,73568512.71,IDR
BUD00811,CC011,CAT006,2025-05,385846000.00,268716234.17,217147436.50,IDR
BUD00812,CC011,CAT005,2025-05,503448000.00,192230984.06,144970067.68,IDR
BUD00813,CC012,CAT009,2025-05,625696000.00,530903900.58,539802449.59,IDR
BUD00814,CC012,CAT005,2025-05,669926000.00,350959700.00,392075442.13,IDR
BUD00815,CC012,CAT003,2025-05,520496000.00,329495749.40,191141424.38,IDR
BUD00816,CC012,CAT008,2025-05,54275000.00,35712566.41,30325284.04,IDR
BUD00817,CC001,CAT002,2025-06,680216000.00,500341318.93,319032141.30,IDR
BUD00818,CC001,CAT005,2025-06,819784000.00,664742605.79,393923693.64,IDR
BUD00819,CC001,CAT004,2025-06,206394000.00,138311008.11,91877534.61,IDR
BUD00820,CC001,CAT006,2025-06,147429000.00,103581661.50,89985555.28,IDR
BUD00821,CC002,CAT001,2025-06,517215000.00,245362451.66,133424615.18,IDR
BUD00822,CC002,CAT009,2025-06,133472000.00,98149109.61,80155803.03,IDR
BUD00823,CC002,CAT008,2025-06,331223000.00,124847583.30,115616033.06,IDR
BUD00824,CC002,CAT006,2025-06,135038000.00,90706302.91,98423330.67,IDR
BUD00825,CC003,CAT006,2025-06,573891000.00,277421947.37,244050987.93,IDR
BUD00826,CC003,CAT008,2025-06,530719000.00,275281855.01,194243433.82,IDR
BUD00827,CC003,CAT009,2025-06,414061000.00,125418716.50,82778088.69,IDR
BUD00828,CC003,CAT003,2025-06,238297000.00,177266690.89,138885020.95,IDR
BUD00829,CC004,CAT006,2025-06,443421000.00,228470435.97,159599546.42,IDR
BUD00830,CC004,CAT003,2025-06,518921000.00,210402796.60,188164900.63,IDR
BUD00831,CC004,CAT010,2025-06,765524000.00,624076747.39,368830034.62,IDR
BUD00832,CC004,CAT004,2025-06,507825000.00,232553781.86,250255378.27,IDR
BUD00833,CC005,CAT002,2025-06,481102000.00,153335164.16,134663360.10,IDR
BUD00834,CC005,CAT010,2025-06,394364000.00,257922648.05,280902866.13,IDR
BUD00835,CC005,CAT001,2025-06,518855000.00,324845565.64,373303855.12,IDR
BUD00836,CC005,CAT007,2025-06,451288000.00,345288726.91,254747845.35,IDR
BUD00837,CC006,CAT004,2025-06,475955000.00,168646284.37,124210115.53,IDR
BUD00838,CC006,CAT005,2025-06,59003000.00,26157710.47,29469281.17,IDR
BUD00839,CC006,CAT003,2025-06,884575000.00,628487878.56,623575583.57,IDR
BUD00840,CC006,CAT010,2025-06,169315000.00,66969746.21,58138594.15,IDR
BUD00841,CC007,CAT010,2025-06,84357000.00,63848415.23,41542169.43,IDR
BUD00842,CC007,CAT003,2025-06,274704000.00,120982718.64,113068106.62,IDR
BUD00843,CC007,CAT008,2025-06,490202000.00,379845899.41,285743074.37,IDR
BUD00844,CC007,CAT009,2025-06,830217000.00,688192764.76,361946763.53,IDR
BUD00845,CC008,CAT006,2025-06,680623000.00,440484817.88,383487887.85,IDR
BUD00846,CC008,CAT002,2025-06,370161000.00,195115975.68,172090580.57,IDR
BUD00847,CC008,CAT005,2025-06,813493000.00,282040042.70,187142358.57,IDR
BUD00848,CC008,CAT007,2025-06,876773000.00,380291128.86,290465387.50,IDR
BUD00849,CC009,CAT006,2025-06,55608000.00,46111296.12,36240442.57,IDR
BUD00850,CC009,CAT008,2025-06,245492000.00,149437059.74,101994705.60,IDR
BUD00851,CC009,CAT009,2025-06,177704000.00,70089018.60,62471266.03,IDR
BUD00852,CC009,CAT005,2025-06,744412000.00,518606370.90,399067029.51,IDR
BUD00853,CC010,CAT006,2025-06,456992000.00,194871612.00,117860313.08,IDR
BUD00854,CC010,CAT002,2025-06,758360000.00,237721306.50,125527265.68,IDR
BUD00855,CC010,CAT008,2025-06,537464000.00,213199867.38,193841591.50,IDR
BUD00856,CC010,CAT010,2025-06,83312000.00,53599739.91,28747834.73,IDR
BUD00857,CC011,CAT005,2025-06,873857000.00,596471739.38,638839627.42,IDR
BUD00858,CC011,CAT003,2025-06,668778000.00,530195151.08,591546690.73,IDR
BUD00859,CC011,CAT007,2025-06,234104000.00,155425283.28,125337862.00,IDR
BUD00860,CC011,CAT010,2025-06,459418000.00,198293211.05,152090586.26,IDR
BUD00861,CC012,CAT003,2025-06,665559000.00,336508470.50,267441989.47,IDR
BUD00862,CC012,CAT010,2025-06,552007000.00,241717391.53,181421042.31,IDR
BUD00863,CC012,CAT005,2025-06,142285000.00,59960197.98,63481936.22,IDR
BUD00864,CC012,CAT002,2025-06,478706000.00,264186834.80,157776281.33,IDR
BUD00865,CC001,CAT002,2025-07,559842000.00,462794275.33,391259917.81,IDR
BUD00866,CC001,CAT003,2025-07,689526000.00,245411942.62,227890805.38,IDR
BUD00867,CC001,CAT008,2025-07,816687000.00,509262812.59,255028699.42,IDR
BUD00868,CC001,CAT005,2025-07,847075000.00,598996902.06,467500871.05,IDR
BUD00869,CC002,CAT007,2025-07,500344000.00,218996442.88,223703799.32,IDR
BUD00870,CC002,CAT006,2025-07,721122000.00,381287414.77,336631511.64,IDR
BUD00871,CC002,CAT001,2025-07,680185000.00,514848035.49,490578069.26,IDR
BUD00872,CC002,CAT009,2025-07,133059000.00,50606311.29,40998288.33,IDR
BUD00873,CC003,CAT004,2025-07,795251000.00,433561320.33,270049590.35,IDR
BUD00874,CC003,CAT002,2025-07,652777000.00,505023203.84,442244600.02,IDR
BUD00875,CC003,CAT005,2025-07,150154000.00,45694329.45,42288044.68,IDR
BUD00876,CC003,CAT008,2025-07,634602000.00,310663715.94,228485509.36,IDR
BUD00877,CC004,CAT003,2025-07,776730000.00,430414776.44,317503491.98,IDR
BUD00878,CC004,CAT007,2025-07,284226000.00,201335302.28,199469273.42,IDR
BUD00879,CC004,CAT005,2025-07,401244000.00,309067439.75,251458518.24,IDR
BUD00880,CC004,CAT010,2025-07,364681000.00,230823677.00,153487466.52,IDR
BUD00881,CC005,CAT005,2025-07,167358000.00,136948769.56,79075006.58,IDR
BUD00882,CC005,CAT006,2025-07,245306000.00,188852640.13,210950167.81,IDR
BUD00883,CC005,CAT007,2025-07,135237000.00,81819213.44,82715357.19,IDR
BUD00884,CC005,CAT009,2025-07,730726000.00,488428380.21,461548647.61,IDR
BUD00885,CC006,CAT001,2025-07,54497000.00,19327532.75,11489512.44,IDR
BUD00886,CC006,CAT003,2025-07,836983000.00,469737006.78,254434128.54,IDR
BUD00887,CC006,CAT007,2025-07,238505000.00,83005426.44,43539746.89,IDR
BUD00888,CC006,CAT006,2025-07,376677000.00,335494474.32,301635578.18,IDR
BUD00889,CC007,CAT009,2025-07,747194000.00,511211297.08,401470504.25,IDR
BUD00890,CC007,CAT005,2025-07,221451000.00,153715900.80,157180878.70,IDR
BUD00891,CC007,CAT001,2025-07,293106000.00,93842461.53,83490201.61,IDR
BUD00892,CC007,CAT007,2025-07,488442000.00,214427299.98,130835793.27,IDR
BUD00893,CC008,CAT001,2025-07,50244000.00,19819592.74,22751527.76,IDR
BUD00894,CC008,CAT006,2025-07,712722000.00,364825712.69,276115796.39,IDR
BUD00895,CC008,CAT004,2025-07,548168000.00,334736388.55,327707460.33,IDR
BUD00896,CC008,CAT009,2025-07,108325000.00,38357829.91,26272081.75,IDR
BUD00897,CC009,CAT009,2025-07,285032000.00,189209384.94,118528587.36,IDR
BUD00898,CC009,CAT006,2025-07,840257000.00,541918738.38,362933751.72,IDR
BUD00899,CC009,CAT010,2025-07,396064000.00,144119361.89,78840623.87,IDR
BUD00900,CC009,CAT007,2025-07,300114000.00,260561759.59,266271308.12,IDR
BUD00901,CC010,CAT005,2025-07,426353000.00,224367485.38,182715777.97,IDR
BUD00902,CC010,CAT009,2025-07,256782000.00,129365862.10,129901336.29,IDR
BUD00903,CC010,CAT010,2025-07,629355000.00,527345550.28,559152466.50,IDR
BUD00904,CC010,CAT006,2025-07,459675000.00,209010480.24,156494007.40,IDR
BUD00905,CC011,CAT004,2025-07,862129000.00,525814658.56,266230517.16,IDR
BUD00906,CC011,CAT010,2025-07,757350000.00,340015740.27,190563905.80,IDR
BUD00907,CC011,CAT006,2025-07,622643000.00,493534744.73,271157234.31,IDR
BUD00908,CC011,CAT009,2025-07,841687000.00,493172418.29,359917059.27,IDR
BUD00909,CC012,CAT010,2025-07,630641000.00,533494837.60,439786240.63,IDR
BUD00910,CC012,CAT005,2025-07,219717000.00,162866860.76,173824970.51,IDR
BUD00911,CC012,CAT003,2025-07,225762000.00,95194790.31,63047703.06,IDR
BUD00912,CC012,CAT006,2025-07,575807000.00,226636104.18,129034821.38,IDR
BUD00913,CC001,CAT002,2025-08,778526000.00,681051317.25,715925835.26,IDR
BUD00914,CC001,CAT008,2025-08,365517000.00,178829244.73,193811340.73,IDR
BUD00915,CC001,CAT001,2025-08,798839000.00,515020792.18,349480991.87,IDR
BUD00916,CC001,CAT007,2025-08,205441000.00,155838789.84,129694785.62,IDR
BUD00917,CC002,CAT007,2025-08,496875000.00,275221805.49,305709603.90,IDR
BUD00918,CC002,CAT004,2025-08,77678000.00,39489427.18,41829573.98,IDR
BUD00919,CC002,CAT003,2025-08,709518000.00,407488689.53,235625981.63,IDR
BUD00920,CC002,CAT001,2025-08,490474000.00,240033443.26,121330206.99,IDR
BUD00921,CC003,CAT004,2025-08,357362000.00,292002353.47,181522996.52,IDR
BUD00922,CC003,CAT007,2025-08,273422000.00,126223882.16,141754775.48,IDR
BUD00923,CC003,CAT002,2025-08,341632000.00,140188077.81,108724668.28,IDR
BUD00924,CC003,CAT003,2025-08,406229000.00,305206939.66,225029287.52,IDR
BUD00925,CC004,CAT007,2025-08,535698000.00,475465976.34,449746948.50,IDR
BUD00926,CC004,CAT005,2025-08,742062000.00,543552456.87,555867685.56,IDR
BUD00927,CC004,CAT008,2025-08,522039000.00,424827634.60,266554313.77,IDR
BUD00928,CC004,CAT002,2025-08,730032000.00,542505182.13,438041233.79,IDR
BUD00929,CC005,CAT001,2025-08,164301000.00,137349432.93,124977516.55,IDR
BUD00930,CC005,CAT003,2025-08,503885000.00,246619634.37,201316379.05,IDR
BUD00931,CC005,CAT007,2025-08,263328000.00,214638966.02,113975662.21,IDR
BUD00932,CC005,CAT004,2025-08,134129000.00,53384029.84,34168649.09,IDR
BUD00933,CC006,CAT005,2025-08,682904000.00,311309623.50,228563300.51,IDR
BUD00934,CC006,CAT008,2025-08,523868000.00,411765239.88,297990872.21,IDR
BUD00935,CC006,CAT002,2025-08,399997000.00,204260185.60,192358108.69,IDR
BUD00936,CC006,CAT004,2025-08,564740000.00,364885434.24,336574908.97,IDR
BUD00937,CC007,CAT009,2025-08,326327000.00,197841198.41,198550229.34,IDR
BUD00938,CC007,CAT003,2025-08,429891000.00,149191312.67,134105303.77,IDR
BUD00939,CC007,CAT005,2025-08,444189000.00,388201934.22,413189511.67,IDR
BUD00940,CC007,CAT010,2025-08,594494000.00,509564587.27,394495077.58,IDR
BUD00941,CC008,CAT010,2025-08,187700000.00,82011904.33,57898014.40,IDR
BUD00942,CC008,CAT007,2025-08,297653000.00,137064275.74,125964644.91,IDR
BUD00943,CC008,CAT002,2025-08,280561000.00,159060981.92,168735741.18,IDR
BUD00944,CC008,CAT001,2025-08,358690000.00,233920352.14,263766699.31,IDR
BUD00945,CC009,CAT007,2025-08,69636000.00,51298295.99,47723556.60,IDR
BUD00946,CC009,CAT003,2025-08,849372000.00,611903010.89,337796210.66,IDR
BUD00947,CC009,CAT009,2025-08,191874000.00,69421085.48,37589092.19,IDR
BUD00948,CC009,CAT010,2025-08,796887000.00,501289932.49,259235668.91,IDR
BUD00949,CC010,CAT007,2025-08,273084000.00,107366966.32,99383291.75,IDR
BUD00950,CC010,CAT009,2025-08,802651000.00,389785298.67,257573141.34,IDR
BUD00951,CC010,CAT002,2025-08,291549000.00,197054590.27,115341987.35,IDR
BUD00952,CC010,CAT001,2025-08,762740000.00,241897480.82,225280802.16,IDR
BUD00953,CC011,CAT006,2025-08,509497000.00,236125700.18,186338408.82,IDR
BUD00954,CC011,CAT008,2025-08,874111000.00,628113198.33,386335981.77,IDR
BUD00955,CC011,CAT009,2025-08,557947000.00,378638743.27,345811990.52,IDR
BUD00956,CC011,CAT007,2025-08,529387000.00,325083789.27,297677067.82,IDR
BUD00957,CC012,CAT005,2025-08,243059000.00,85977846.70,60194321.72,IDR
BUD00958,CC012,CAT006,2025-08,400373000.00,157518958.96,79840261.50,IDR
BUD00959,CC012,CAT008,2025-08,494819000.00,373576503.61,219885372.53,IDR
BUD00960,CC012,CAT010,2025-08,293748000.00,182434936.90,172775093.91,IDR
BUD00961,CC001,CAT008,2025-09,700989000.00,545915418.33,484801518.70,IDR
BUD00962,CC001,CAT010,2025-09,727252000.00,457388649.46,284756971.35,IDR
BUD00963,CC001,CAT005,2025-09,799838000.00,449719969.14,297909112.91,IDR
BUD00964,CC001,CAT001,2025-09,657697000.00,452228826.43,469629441.28,IDR
BUD00965,CC002,CAT004,2025-09,581525000.00,354710499.73,361795272.90,IDR
BUD00966,CC002,CAT005,2025-09,571234000.00,409206180.85,276914866.40,IDR
BUD00967,CC002,CAT002,2025-09,601188000.00,372235505.64,251160069.35,IDR
BUD00968,CC002,CAT010,2025-09,209801000.00,71558583.45,42134096.19,IDR
BUD00969,CC003,CAT002,2025-09,645402000.00,384141726.87,272133075.22,IDR
BUD00970,CC003,CAT008,2025-09,179327000.00,158135880.10,81342736.65,IDR
BUD00971,CC003,CAT009,2025-09,876483000.00,411306057.74,239082126.90,IDR
BUD00972,CC003,CAT003,2025-09,422654000.00,128876694.71,71994135.24,IDR
BUD00973,CC004,CAT001,2025-09,407207000.00,314133814.81,258832831.46,IDR
BUD00974,CC004,CAT008,2025-09,365688000.00,262622816.49,136729088.19,IDR
BUD00975,CC004,CAT004,2025-09,118190000.00,88682891.31,52762514.66,IDR
BUD00976,CC004,CAT003,2025-09,276528000.00,148067765.17,126312874.40,IDR
BUD00977,CC005,CAT003,2025-09,374341000.00,115135796.61,130505162.06,IDR
BUD00978,CC005,CAT004,2025-09,657480000.00,349042153.66,395720237.73,IDR
BUD00979,CC005,CAT005,2025-09,260088000.00,233226435.30,146808325.80,IDR
BUD00980,CC005,CAT007,2025-09,675024000.00,240562476.14,224421966.73,IDR
BUD00981,CC006,CAT004,2025-09,867032000.00,747146746.64,450602285.47,IDR
BUD00982,CC006,CAT008,2025-09,669002000.00,499633939.56,428299685.12,IDR
BUD00983,CC006,CAT007,2025-09,153820000.00,90559641.61,62869084.56,IDR
BUD00984,CC006,CAT006,2025-09,356363000.00,118046137.77,110178552.72,IDR
BUD00985,CC007,CAT002,2025-09,62808000.00,48778843.25,42927965.34,IDR
BUD00986,CC007,CAT004,2025-09,386437000.00,172294327.60,194648259.58,IDR
BUD00987,CC007,CAT007,2025-09,543915000.00,388600533.39,368185113.04,IDR
BUD00988,CC007,CAT003,2025-09,181743000.00,138575075.50,91690896.30,IDR
BUD00989,CC008,CAT008,2025-09,581362000.00,195259194.04,179438060.65,IDR
BUD00990,CC008,CAT002,2025-09,646129000.00,500672275.80,291285045.63,IDR
BUD00991,CC008,CAT006,2025-09,247773000.00,220271541.56,223039294.62,IDR
BUD00992,CC008,CAT007,2025-09,693193000.00,542988631.42,426336908.85,IDR
BUD00993,CC009,CAT004,2025-09,665739000.00,299860658.91,157627018.74,IDR
BUD00994,CC009,CAT001,2025-09,650632000.00,413421250.55,352556195.76,IDR
BUD00995,CC009,CAT007,2025-09,466578000.00,298619736.98,254828154.06,IDR
