pr_id,pr_number,pr_date,requester_id,cost_center_id,department_id,item_id,description,quantity,estimated_unit_price,estimated_total,priority,currency,required_date,status,budget_id,attachment_url
PR00606,PR202500606,2025-07-27,EMP005,CC005,DEP05,ITM0018,Request ITM0018,50,109.85,5492.62,IDR,2025-08-23,urgent,approved,BUD00635,https://docs.internal/pr/PR202500606.pdf
PR00607,PR202500607,2025-10-27,EMP027,CC004,DEP04,ITM0024,Request ITM0024,200,647.37,129474.95,IDR,2025-11-24,high,pending,BUD00140,https://docs.internal/pr/PR202500607.pdf
PR00608,PR202400608,2024-05-17,EMP013,CC003,DEP03,ITM0034,Request ITM0034,1,15939.96,15939.96,IDR,2024-06-18,normal,approved,BUD00661,https://docs.internal/pr/PR202400608.pdf
PR00609,PR202400609,2024-01-10,EMP029,CC012,DEP06,ITM0010,Request ITM0010,10,21361.93,213619.31,IDR,2024-02-02,low,approved,BUD01100,https://docs.internal/pr/PR202400609.pdf
PR00610,PR202500610,2025-11-05,EMP031,CC007,DEP01,ITM0028,Request ITM0028,200,608.40,121679.12,IDR,2025-12-05,low,approved,BUD00853,https://docs.internal/pr/PR202500610.pdf
PR00611,PR202400611,2024-02-19,EMP001,CC004,DEP04,ITM0015,Request ITM0015,1000,8.44,8443.31,IDR,2024-03-23,low,approved,BUD00923,https://docs.internal/pr/PR202400611.pdf
PR00612,PR202400612,2024-06-08,EMP018,CC009,DEP03,ITM0028,Request ITM0028,5000,690.80,3454003.34,IDR,2024-07-16,normal,approved,BUD00408,https://docs.internal/pr/PR202400612.pdf
PR00613,PR202500613,2025-08-06,EMP015,CC006,DEP06,ITM0006,Request ITM0006,50,6359.43,317971.63,IDR,2025-09-02,urgent,approved,BUD00205,https://docs.internal/pr/PR202500613.pdf
PR00614,PR202500614,2025-05-03,EMP006,CC011,DEP05,ITM0028,Request ITM0028,1000,725.94,725943.77,IDR,2025-06-11,normal,approved,BUD00092,https://docs.internal/pr/PR202500614.pdf
PR00615,PR202500615,2025-02-18,EMP031,CC007,DEP01,ITM0022,Request ITM0022,2000,58.58,117155.93,IDR,2025-03-10,low,rejected,BUD00105,https://docs.internal/pr/PR202500615.pdf
PR00616,PR202500616,2025-04-24,EMP022,CC008,DEP02,ITM0037,Request ITM0037,10,34336.38,343363.76,IDR,2025-06-02,urgent,approved,BUD00311,https://docs.internal/pr/PR202500616.pdf
PR00617,PR202400617,2024-08-27,EMP030,CC001,DEP01,ITM0027,Request ITM0027,2500,440.96,1102390.00,IDR,2024-09-21,urgent,approved,BUD00296,https://docs.internal/pr/PR202400617.pdf
PR00618,PR202400618,2024-06-22,EMP025,CC010,DEP04,ITM0038,Request ITM0038,5,3044.39,15221.93,IDR,2024-07-08,normal,draft,BUD00005,https://docs.internal/pr/PR202400618.pdf
PR00619,PR202500619,2025-01-31,EMP006,CC003,DEP03,ITM0009,Request ITM0009,5,35182.40,175912.01,IDR,2025-02-24,urgent,approved,BUD00100,https://docs.internal/pr/PR202500619.pdf
PR00620,PR202400620,2024-10-16,EMP026,CC001,DEP01,ITM0024,Request ITM0024,2500,559.70,1399258.31,IDR,2024-11-11,normal,approved,BUD00267,https://docs.internal/pr/PR202400620.pdf
PR00621,PR202500621,2025-06-27,EMP005,CC005,DEP05,ITM0037,Request ITM0037,250,50521.05,12630261.90,IDR,2025-08-05,high,approved,BUD00742,https://docs.internal/pr/PR202500621.pdf
PR00622,PR202500622,2025-06-10,EMP018,CC007,DEP01,ITM0024,Request ITM0024,100,582.73,58273.31,IDR,2025-07-03,high,approved,BUD00037,https://docs.internal/pr/PR202500622.pdf
PR00623,PR202500623,2025-09-11,EMP007,CC010,DEP04,ITM0009,Request ITM0009,40,25866.30,1034652.02,IDR,2025-10-05,low,approved,BUD00748,https://docs.internal/pr/PR202500623.pdf
PR00624,PR202400624,2024-06-08,EMP005,CC007,DEP01,ITM0007,Request ITM0007,100,1827.72,182772.42,IDR,2024-07-14,urgent,rejected,BUD00171,https://docs.internal/pr/PR202400624.pdf
PR00625,PR202400625,2024-10-10,EMP020,CC003,DEP03,ITM0002,Request ITM0002,200,38410.68,7682135.18,IDR,2024-11-15,urgent,approved,BUD00488,https://docs.internal/pr/PR202400625.pdf
PR00626,PR202500626,2025-08-22,EMP003,CC003,DEP03,ITM0025,Request ITM0025,200,40.51,8101.68,IDR,2025-10-03,low,approved,BUD00464,https://docs.internal/pr/PR202500626.pdf
PR00627,PR202500627,2025-09-19,EMP004,CC002,DEP02,ITM0003,Request ITM0003,1,3079.84,3079.84,IDR,2025-10-09,urgent,approved,BUD00496,https://docs.internal/pr/PR202500627.pdf
PR00628,PR202400628,2023-12-24,EMP018,CC008,DEP02,ITM0034,Request ITM0034,4,21247.33,84989.31,IDR,2024-01-22,normal,approved,BUD01104,https://docs.internal/pr/PR202400628.pdf
PR00629,PR202400629,2024-10-24,EMP021,CC006,DEP06,ITM0027,Request ITM0027,2500,216.59,541465.11,IDR,2024-11-09,high,approved,BUD00361,https://docs.internal/pr/PR202400629.pdf
PR00630,PR202500630,2025-04-15,EMP016,CC001,DEP01,ITM0015,Request ITM0015,1000,7.04,7035.72,IDR,2025-05-07,high,pending,BUD00698,https://docs.internal/pr/PR202500630.pdf
PR00631,PR202400631,2024-09-04,EMP019,CC008,DEP02,ITM0014,Request ITM0014,2,13498.65,26997.30,IDR,2024-09-16,high,pending,BUD00391,https://docs.internal/pr/PR202400631.pdf
PR00632,PR202500632,2025-05-04,EMP009,CC006,DEP06,ITM0016,Request ITM0016,50,67.87,3393.31,IDR,2025-05-19,urgent,approved,BUD00184,https://docs.internal/pr/PR202500632.pdf
PR00633,PR202400633,2024-09-11,EMP002,CC006,DEP06,ITM0003,Request ITM0003,1,2365.53,2365.53,IDR,2024-10-07,high,approved,BUD00521,https://docs.internal/pr/PR202400633.pdf
PR00634,PR202500634,2025-03-03,EMP023,CC011,DEP05,ITM0021,Request ITM0021,50,15324.56,766227.90,IDR,2025-04-15,urgent,approved,BUD00944,https://docs.internal/pr/PR202500634.pdf
PR00635,PR202500635,2025-12-17,EMP003,CC011,DEP05,ITM0023,Request ITM0023,1000,41.08,41081.96,IDR,2026-01-15,urgent,approved,BUD01141,https://docs.internal/pr/PR202500635.pdf
PR00636,PR202500636,2025-03-19,EMP023,CC005,DEP05,ITM0034,Request ITM0034,10,19597.42,195974.17,IDR,2025-04-10,urgent,approved,BUD00946,https://docs.internal/pr/PR202500636.pdf
PR00637,PR202400637,2024-02-23,EMP031,CC012,DEP06,ITM0034,Request ITM0034,20,20732.61,414652.25,IDR,2024-04-03,normal,approved,BUD00038,https://docs.internal/pr/PR202400637.pdf
PR00638,PR202500638,2025-08-16,EMP020,CC007,DEP01,ITM0014,Request ITM0014,25,15035.73,375893.36,IDR,2025-09-03,low,approved,BUD00415,https://docs.internal/pr/PR202500638.pdf
PR00639,PR202400639,2024-11-11,EMP034,CC010,DEP04,ITM0027,Request ITM0027,200,174.11,34821.06,IDR,2024-11-27,normal,approved,BUD00690,https://docs.internal/pr/PR202400639.pdf
PR00640,PR202500640,2025-05-26,EMP014,CC010,DEP04,ITM0001,Request ITM0001,1,12823.95,12823.95,IDR,2025-06-24,high,approved,BUD00565,https://docs.internal/pr/PR202500640.pdf
PR00641,PR202500641,2025-01-25,EMP025,CC011,DEP05,ITM0005,Request ITM0005,10,1303.33,13033.32,IDR,2025-02-17,high,approved,BUD00249,https://docs.internal/pr/PR202500641.pdf
PR00642,PR202400642,2024-02-28,EMP036,CC011,DEP05,ITM0015,Request ITM0015,1000,7.75,7750.19,IDR,2024-03-10,high,approved,BUD00176,https://docs.internal/pr/PR202400642.pdf
PR00643,PR202400643,2024-04-21,EMP018,CC001,DEP01,ITM0010,Request ITM0010,10,21805.86,218058.65,IDR,2024-05-27,high,approved,BUD00529,https://docs.internal/pr/PR202400643.pdf
PR00644,PR202500644,2025-05-02,EMP019,CC007,DEP01,ITM0026,Request ITM0026,5000,139.60,698001.68,IDR,2025-05-25,high,approved,BUD00463,https://docs.internal/pr/PR202500644.pdf
PR00645,PR202400645,2024-04-09,EMP029,CC009,DEP03,ITM0015,Request ITM0015,100,8.21,821.21,IDR,2024-04-20,urgent,approved,BUD00219,https://docs.internal/pr/PR202400645.pdf
PR00646,PR202500646,2025-12-15,EMP040,CC012,DEP06,ITM0014,Request ITM0014,1,15930.27,15930.27,IDR,2026-01-19,normal,approved,BUD00788,https://docs.internal/pr/PR202500646.pdf
PR00647,PR202500647,2025-10-25,EMP037,CC004,DEP04,ITM0036,Request ITM0036,1,1469.86,1469.86,IDR,2025-12-04,urgent,approved,BUD00800,https://docs.internal/pr/PR202500647.pdf
PR00648,PR202400648,2024-10-19,EMP009,CC008,DEP02,ITM0021,Request ITM0021,2,15831.02,31662.05,IDR,2024-11-07,urgent,approved,BUD00815,https://docs.internal/pr/PR202400648.pdf
PR00649,PR202400649,2024-01-17,EMP037,CC010,DEP04,ITM0036,Request ITM0036,20,1580.42,31608.41,IDR,2024-02-27,urgent,approved,BUD00980,https://docs.internal/pr/PR202400649.pdf
PR00650,PR202400650,2024-02-06,EMP005,CC011,DEP05,ITM0006,Request ITM0006,10,7840.64,78406.45,IDR,2024-03-19,normal,approved,BUD00060,https://docs.internal/pr/PR202400650.pdf
PR00651,PR202400651,2024-05-06,EMP012,CC006,DEP06,ITM0039,Request ITM0039,100,19388.21,1938821.48,IDR,2024-06-07,urgent,approved,BUD00527,https://docs.internal/pr/PR202400651.pdf
PR00652,PR202500652,2024-12-19,EMP034,CC008,DEP02,ITM0023,Request ITM0023,500,41.92,20961.76,IDR,2025-01-12,normal,pending,BUD00730,https://docs.internal/pr/PR202500652.pdf
PR00653,PR202500653,2025-08-26,EMP011,CC002,DEP02,ITM0010,Request ITM0010,5,23206.72,116033.58,IDR,2025-10-10,urgent,approved,BUD00810,https://docs.internal/pr/PR202500653.pdf
PR00654,PR202400654,2024-03-29,EMP023,CC007,DEP01,ITM0014,Request ITM0014,10,12996.30,129962.96,IDR,2024-04-24,urgent,pending,BUD00214,https://docs.internal/pr/PR202400654.pdf
PR00655,PR202400655,2024-04-25,EMP003,CC006,DEP06,ITM0036,Request ITM0036,2,1253.12,2506.23,IDR,2024-05-27,low,approved,BUD01041,https://docs.internal/pr/PR202400655.pdf
PR00656,PR202400656,2024-07-30,EMP035,CC008,DEP02,ITM0009,Request ITM0009,2,28771.32,57542.64,IDR,2024-09-01,low,approved,BUD00895,https://docs.internal/pr/PR202400656.pdf
PR00657,PR202400657,2024-08-29,EMP013,CC011,DEP05,ITM0029,Request ITM0029,1000,105.63,105625.08,IDR,2024-09-10,high,approved,BUD00405,https://docs.internal/pr/PR202400657.pdf
PR00658,PR202500658,2025-04-01,EMP002,CC002,DEP02,ITM0038,Request ITM0038,4,2503.40,10013.59,IDR,2025-05-16,low,approved,BUD01004,https://docs.internal/pr/PR202500658.pdf
PR00659,PR202400659,2024-04-04,EMP036,CC001,DEP01,ITM0013,Request ITM0013,100,670.50,67049.51,IDR,2024-05-03,normal,approved,BUD00934,https://docs.internal/pr/PR202400659.pdf
PR00660,PR202400660,2024-03-07,EMP008,CC009,DEP03,ITM0018,Request ITM0018,200,138.54,27708.25,IDR,2024-04-24,high,approved,BUD00269,https://docs.internal/pr/PR202400660.pdf
PR00661,PR202400661,2024-06-25,EMP010,CC008,DEP02,ITM0038,Request ITM0038,100,5297.31,529731.00,IDR,2024-07-26,low,rejected,BUD00180,https://docs.internal/pr/PR202400661.pdf
PR00662,PR202500662,2025-02-26,EMP023,CC011,DEP05,ITM0037,Request ITM0037,10,44223.27,442232.74,IDR,2025-03-14,normal,pending,BUD00239,https://docs.internal/pr/PR202500662.pdf
PR00663,PR202400663,2024-08-17,EMP030,CC007,DEP01,ITM0034,Request ITM0034,50,23283.61,1164180.69,IDR,2024-09-04,normal,approved,BUD01040,https://docs.internal/pr/PR202400663.pdf
PR00664,PR202400664,2024-06-18,EMP037,CC008,DEP02,ITM0036,Request ITM0036,40,1690.67,67626.92,IDR,2024-07-10,low,approved,BUD00018,https://docs.internal/pr/PR202400664.pdf
PR00665,PR202500665,2025-08-15,EMP022,CC011,DEP05,ITM0026,Request ITM0026,1000,136.48,136481.33,IDR,2025-09-26,low,approved,BUD00947,https://docs.internal/pr/PR202500665.pdf
PR00666,PR202500666,2025-11-25,EMP013,CC012,DEP06,ITM0001,Request ITM0001,10,11568.44,115684.38,IDR,2025-12-19,high,approved,BUD00028,https://docs.internal/pr/PR202500666.pdf
PR00667,PR202400667,2024-09-20,EMP019,CC007,DEP01,ITM0004,Request ITM0004,10,10209.44,102094.40,IDR,2024-10-10,low,approved,BUD00498,https://docs.internal/pr/PR202400667.pdf
PR00668,PR202500668,2025-11-03,EMP010,CC009,DEP03,ITM0001,Request ITM0001,1,34279.98,34279.98,IDR,2025-12-06,low,approved,BUD00747,https://docs.internal/pr/PR202500668.pdf
PR00669,PR202500669,2025-08-03,EMP026,CC010,DEP04,ITM0004,Request ITM0004,1,11017.52,11017.52,IDR,2025-09-08,normal,approved,BUD00869,https://docs.internal/pr/PR202500669.pdf
PR00670,PR202500670,2025-07-03,EMP040,CC003,DEP03,ITM0016,Request ITM0016,50,61.47,3073.70,IDR,2025-08-02,normal,approved,BUD00051,https://docs.internal/pr/PR202500670.pdf
PR00671,PR202400671,2024-07-31,EMP037,CC009,DEP03,ITM0034,Request ITM0034,100,19895.48,1989547.69,IDR,2024-08-30,high,approved,BUD00852,https://docs.internal/pr/PR202400671.pdf
PR00672,PR202400672,2023-12-19,EMP006,CC003,DEP03,ITM0039,Request ITM0039,5,19267.11,96335.56,IDR,2024-01-25,urgent,pending,BUD00314,https://docs.internal/pr/PR202400672.pdf
PR00673,PR202500673,2025-08-06,EMP025,CC005,DEP05,ITM0026,Request ITM0026,500,139.06,69528.46,IDR,2025-08-16,low,approved,BUD00700,https://docs.internal/pr/PR202500673.pdf
PR00674,PR202400674,2024-04-21,EMP002,CC002,DEP02,ITM0017,Request ITM0017,200,109.99,21997.15,IDR,2024-05-13,high,approved,BUD01140,https://docs.internal/pr/PR202400674.pdf
PR00675,PR202500675,2025-12-27,EMP037,CC001,DEP01,ITM0019,Request ITM0019,100,9317.23,931722.68,IDR,2026-01-20,low,approved,BUD00218,https://docs.internal/pr/PR202500675.pdf
PR00676,PR202500676,2025-09-21,EMP010,CC007,DEP01,ITM0039,Request ITM0039,2,20169.91,40339.81,IDR,2025-10-31,high,approved,BUD00340,https://docs.internal/pr/PR202500676.pdf
PR00677,PR202500677,2025-05-04,EMP033,CC002,DEP02,ITM0030,Request ITM0030,1000,199.48,199481.49,IDR,2025-06-15,low,approved,BUD01056,https://docs.internal/pr/PR202500677.pdf
PR00678,PR202500678,2025-11-23,EMP028,CC009,DEP03,ITM0034,Request ITM0034,200,20230.11,4046022.40,IDR,2026-01-04,high,approved,BUD00456,https://docs.internal/pr/PR202500678.pdf
PR00679,PR202400679,2024-05-07,EMP020,CC007,DEP01,ITM0019,Request ITM0019,40,7782.98,311319.03,IDR,2024-06-03,normal,approved,BUD00934,https://docs.internal/pr/PR202400679.pdf
PR00680,PR202500680,2024-12-24,EMP027,CC001,DEP01,ITM0029,Request ITM0029,50,92.66,4633.04,IDR,2025-01-26,urgent,approved,BUD00373,https://docs.internal/pr/PR202500680.pdf
PR00681,PR202400681,2024-05-02,EMP040,CC005,DEP05,ITM0016,Request ITM0016,250,73.18,18295.66,IDR,2024-05-30,normal,approved,BUD00210,https://docs.internal/pr/PR202400681.pdf
PR00682,PR202400682,2024-04-03,EMP027,CC002,DEP02,ITM0001,Request ITM0001,50,11650.42,582520.94,IDR,2024-05-02,high,approved,BUD01046,https://docs.internal/pr/PR202400682.pdf
PR00683,PR202500683,2025-11-30,EMP011,CC010,DEP04,ITM0019,Request ITM0019,1,9041.42,9041.42,IDR,2025-12-29,low,approved,BUD00344,https://docs.internal/pr/PR202500683.pdf
PR00684,PR202500684,2025-03-25,EMP018,CC011,DEP05,ITM0018,Request ITM0018,100,126.75,12674.61,IDR,2025-05-03,high,approved,BUD00984,https://docs.internal/pr/PR202500684.pdf
PR00685,PR202400685,2024-12-11,EMP022,CC006,DEP06,ITM0029,Request ITM0029,200,117.79,23557.80,IDR,2025-01-05,normal,approved,BUD00922,https://docs.internal/pr/PR202400685.pdf
PR00686,PR202400686,2024-06-26,EMP035,CC008,DEP02,ITM0040,Request ITM0040,20,3152.24,63044.77,IDR,2024-07-29,low,pending,BUD00022,https://docs.internal/pr/PR202400686.pdf
PR00687,PR202500687,2025-10-29,EMP027,CC005,DEP05,ITM0011,Request ITM0011,20,14211.66,284233.13,IDR,2025-11-24,low,approved,BUD01137,https://docs.internal/pr/PR202500687.pdf
PR00688,PR202400688,2024-08-15,EMP021,CC007,DEP01,ITM0030,Request ITM0030,5000,219.58,1097915.55,IDR,2024-09-07,high,approved,BUD00948,https://docs.internal/pr/PR202400688.pdf
PR00689,PR202400689,2024-12-02,EMP034,CC011,DEP05,ITM0021,Request ITM0021,5,19055.22,95276.10,IDR,2024-12-29,low,draft,BUD00808,https://docs.internal/pr/PR202400689.pdf
PR00690,PR202500690,2025-11-08,EMP019,CC012,DEP06,ITM0005,Request ITM0005,4,1462.40,5849.60,IDR,2025-12-05,low,approved,BUD00419,https://docs.internal/pr/PR202500690.pdf
PR00691,PR202500691,2025-01-03,EMP012,CC010,DEP04,ITM0016,Request ITM0016,400,71.51,28604.36,IDR,2025-02-04,urgent,approved,BUD00479,https://docs.internal/pr/PR202500691.pdf
PR00692,PR202500692,2025-11-23,EMP020,CC012,DEP06,ITM0010,Request ITM0010,100,9699.92,969992.00,IDR,2025-12-14,high,draft,BUD01029,https://docs.internal/pr/PR202500692.pdf
PR00693,PR202500693,2025-12-14,EMP028,CC009,DEP03,ITM0005,Request ITM0005,10,1379.25,13792.53,IDR,2026-01-10,urgent,approved,BUD00490,https://docs.internal/pr/PR202500693.pdf
PR00694,PR202500694,2025-08-30,EMP021,CC007,DEP01,ITM0037,Request ITM0037,1,49254.21,49254.21,IDR,2025-10-06,normal,draft,BUD00193,https://docs.internal/pr/PR202500694.pdf
PR00695,PR202500695,2025-03-23,EMP031,CC002,DEP02,ITM0015,Request ITM0015,100,7.01,700.63,IDR,2025-04-22,normal,approved,BUD01123,https://docs.internal/pr/PR202500695.pdf
PR00696,PR202400696,2024-08-30,EMP005,CC002,DEP02,ITM0025,Request ITM0025,500,42.29,21143.84,IDR,2024-10-14,low,approved,BUD00647,https://docs.internal/pr/PR202400696.pdf
PR00697,PR202400697,2024-04-09,EMP004,CC009,DEP03,ITM0021,Request ITM0021,10,19260.35,192603.51,IDR,2024-05-02,normal,approved,BUD00443,https://docs.internal/pr/PR202400697.pdf
PR00698,PR202400698,2024-12-08,EMP014,CC005,DEP05,ITM0023,Request ITM0023,250,38.06,9515.98,IDR,2024-12-21,normal,approved,BUD00878,https://docs.internal/pr/PR202400698.pdf
PR00699,PR202400699,2024-09-15,EMP037,CC008,DEP02,ITM0006,Request ITM0006,10,7110.39,71103.93,IDR,2024-09-29,low,approved,BUD00533,https://docs.internal/pr/PR202400699.pdf
PR00700,PR202500700,2025-12-08,EMP017,CC004,DEP04,ITM0025,Request ITM0025,500,43.37,21682.50,IDR,2026-01-03,high,approved,BUD00056,https://docs.internal/pr/PR202500700.pdf
PR00701,PR202500701,2025-04-18,EMP025,CC009,DEP03,ITM0009,Request ITM0009,500,23926.15,11963076.33,IDR,2025-05-13,low,approved,BUD00666,https://docs.internal/pr/PR202500701.pdf
PR00702,PR202500702,2025-06-09,EMP014,CC005,DEP05,ITM0001,Request ITM0001,50,11360.62,568031.15,IDR,2025-07-19,high,approved,BUD00654,https://docs.internal/pr/PR202500702.pdf
PR00703,PR202400703,2024-09-26,EMP016,CC006,DEP06,ITM0037,Request ITM0037,200,35471.44,7094288.68,IDR,2024-11-02,normal,approved,BUD01110,https://docs.internal/pr/PR202400703.pdf
PR00704,PR202400704,2024-04-20,EMP034,CC010,DEP04,ITM0036,Request ITM0036,5,1753.08,8765.38,IDR,2024-05-22,low,approved,BUD00999,https://docs.internal/pr/PR202400704.pdf
PR00705,PR202400705,2024-10-19,EMP022,CC004,DEP04,ITM0032,Request ITM0032,10,9951.08,99510.84,IDR,2024-11-03,normal,approved,BUD00178,https://docs.internal/pr/PR202400705.pdf
PR00706,PR202400706,2023-12-14,EMP004,CC009,DEP03,ITM0013,Request ITM0013,500,324.90,162452.00,IDR,2024-01-31,urgent,approved,BUD00891,https://docs.internal/pr/PR202400706.pdf
PR00707,PR202500707,2025-04-08,EMP007,CC008,DEP02,ITM0031,Request ITM0031,1000,257.79,257793.09,IDR,2025-05-10,urgent,draft,BUD00977,https://docs.internal/pr/PR202500707.pdf
PR00708,PR202500708,2025-09-05,EMP028,CC003,DEP03,ITM0003,Request ITM0003,20,3034.04,60680.90,IDR,2025-09-25,low,approved,BUD00444,https://docs.internal/pr/PR202500708.pdf
PR00709,PR202500709,2025-05-17,EMP023,CC004,DEP04,ITM0031,Request ITM0031,500,296.85,148427.26,IDR,2025-06-19,urgent,approved,BUD00428,https://docs.internal/pr/PR202500709.pdf
PR00710,PR202500710,2025-06-23,EMP001,CC005,DEP05,ITM0020,Request ITM0020,50,29442.11,1472105.66,IDR,2025-07-22,normal,approved,BUD00254,https://docs.internal/pr/PR202500710.pdf
PR00711,PR202400711,2024-10-19,EMP040,CC011,DEP05,ITM0010,Request ITM0010,10,18312.17,183121.73,IDR,2024-11-19,low,approved,BUD00662,https://docs.internal/pr/PR202400711.pdf
PR00712,PR202500712,2025-10-03,EMP006,CC012,DEP06,ITM0003,Request ITM0003,10,3162.78,31627.76,IDR,2025-10-24,normal,approved,BUD00194,https://docs.internal/pr/PR202500712.pdf
PR00713,PR202400713,2024-09-20,EMP022,CC003,DEP03,ITM0038,Request ITM0038,20,2821.18,56423.64,IDR,2024-10-29,urgent,approved,BUD00346,https://docs.internal/pr/PR202400713.pdf
PR00714,PR202400714,2024-04-09,EMP030,CC004,DEP04,ITM0033,Request ITM0033,50,621.27,31063.59,IDR,2024-05-03,normal,approved,BUD00344,https://docs.internal/pr/PR202400714.pdf
PR00715,PR202400715,2024-06-18,EMP033,CC006,DEP06,ITM0020,Request ITM0020,10,29846.15,298461.47,IDR,2024-07-31,high,approved,BUD00188,https://docs.internal/pr/PR202400715.pdf
PR00716,PR202500716,2025-03-08,EMP037,CC001,DEP01,ITM0004,Request ITM0004,20,11156.44,223128.89,IDR,2025-04-13,urgent,approved,BUD00707,https://docs.internal/pr/PR202500716.pdf
PR00717,PR202500717,2025-08-26,EMP026,CC010,DEP04,ITM0011,Request ITM0011,4,13445.28,53781.12,IDR,2025-09-22,normal,approved,BUD00210,https://docs.internal/pr/PR202500717.pdf
PR00718,PR202400718,2024-04-10,EMP023,CC009,DEP03,ITM0012,Request ITM0012,100,19835.89,1983589.11,IDR,2024-05-20,low,approved,BUD00091,https://docs.internal/pr/PR202400718.pdf
PR00719,PR202400719,2024-02-17,EMP036,CC001,DEP01,ITM0019,Request ITM0019,100,9690.73,969072.64,IDR,2024-03-27,low,approved,BUD00605,https://docs.internal/pr/PR202400719.pdf
PR00720,PR202500720,2025-02-01,EMP005,CC004,DEP04,ITM0007,Request ITM0007,10,2089.13,20891.26,IDR,2025-02-24,normal,approved,BUD00277,https://docs.internal/pr/PR202500720.pdf
PR00721,PR202400721,2024-06-20,EMP005,CC007,DEP01,ITM0009,Request ITM0009,5,33635.08,168175.40,IDR,2024-07-30,low,approved,BUD00345,https://docs.internal/pr/PR202400721.pdf
PR00722,PR202400722,2024-09-10,EMP038,CC012,DEP06,ITM0019,Request ITM0019,10,8736.81,87368.07,IDR,2024-09-21,urgent,approved,BUD01122,https://docs.internal/pr/PR202400722.pdf
PR00723,PR202500723,2025-07-04,EMP001,CC010,DEP04,ITM0018,Request ITM0018,200,138.09,27617.96,IDR,2025-08-16,high,approved,BUD01028,https://docs.internal/pr/PR202500723.pdf
PR00724,PR202500724,2025-09-09,EMP012,CC006,DEP06,ITM0019,Request ITM0019,500,9698.00,4848997.58,IDR,2025-10-21,high,rejected,BUD00931,https://docs.internal/pr/PR202500724.pdf
PR00725,PR202500725,2025-02-04,EMP019,CC008,DEP02,ITM0039,Request ITM0039,1,20522.61,20522.61,IDR,2025-03-16,urgent,approved,BUD00253,https://docs.internal/pr/PR202500725.pdf
PR00726,PR202500726,2025-11-19,EMP005,CC006,DEP06,ITM0026,Request ITM0026,200,124.94,24988.82,IDR,2025-12-17,normal,rejected,BUD00423,https://docs.internal/pr/PR202500726.pdf
PR00727,PR202400727,2024-03-16,EMP025,CC001,DEP01,ITM0010,Request ITM0010,2,21150.53,42301.05,IDR,2024-04-13,high,approved,BUD00800,https://docs.internal/pr/PR202400727.pdf
PR00728,PR202400728,2024-03-17,EMP005,CC005,DEP05,ITM0038,Request ITM0038,2,3347.50,6694.99,IDR,2024-04-27,urgent,rejected,BUD01049,https://docs.internal/pr/PR202400728.pdf
PR00729,PR202400729,2024-09-02,EMP003,CC003,DEP03,ITM0013,Request ITM0013,1000,645.97,645971.10,IDR,2024-09-22,urgent,approved,BUD01088,https://docs.internal/pr/PR202400729.pdf
PR00730,PR202500730,2025-03-29,EMP032,CC011,DEP05,ITM0023,Request ITM0023,1000,38.80,38798.07,IDR,2025-04-21,high,approved,BUD00381,https://docs.internal/pr/PR202500730.pdf
PR00731,PR202500731,2025-02-28,EMP021,CC012,DEP06,ITM0025,Request ITM0025,5000,46.46,232291.13,IDR,2025-04-02,urgent,approved,BUD00162,https://docs.internal/pr/PR202500731.pdf
PR00732,PR202400732,2024-05-22,EMP023,CC012,DEP06,ITM0025,Request ITM0025,5000,45.79,228944.66,IDR,2024-06-16,normal,approved,BUD00438,https://docs.internal/pr/PR202400732.pdf
PR00733,PR202500733,2025-12-13,EMP033,CC007,DEP01,ITM0023,Request ITM0023,1000,35.51,35509.12,IDR,2026-01-27,normal,approved,BUD00237,https://docs.internal/pr/PR202500733.pdf
PR00734,PR202500734,2025-02-06,EMP015,CC007,DEP01,ITM0020,Request ITM0020,10,24683.45,246834.50,IDR,2025-03-10,high,approved,BUD00824,https://docs.internal/pr/PR202500734.pdf
PR00735,PR202400735,2024-09-08,EMP037,CC003,DEP03,ITM0014,Request ITM0014,100,15865.29,1586529.19,IDR,2024-09-30,urgent,approved,BUD00822,https://docs.internal/pr/PR202400735.pdf
PR00736,PR202400736,2024-04-17,EMP008,CC001,DEP01,ITM0020,Request ITM0020,2,30018.59,60037.18,IDR,2024-05-23,normal,rejected,BUD00958,https://docs.internal/pr/PR202400736.pdf
PR00737,PR202500737,2025-07-13,EMP034,CC002,DEP02,ITM0031,Request ITM0031,500,326.87,163435.76,IDR,2025-08-11,high,approved,BUD00717,https://docs.internal/pr/PR202500737.pdf
PR00738,PR202400738,2024-08-31,EMP035,CC005,DEP05,ITM0005,Request ITM0005,100,1205.21,120520.92,IDR,2024-10-20,urgent,approved,BUD00267,https://docs.internal/pr/PR202400738.pdf
PR00739,PR202500739,2025-09-29,EMP030,CC012,DEP06,ITM0001,Request ITM0001,5,16527.70,82638.48,IDR,2025-10-24,low,approved,BUD00702,https://docs.internal/pr/PR202500739.pdf
PR00740,PR202500740,2025-11-08,EMP008,CC002,DEP02,ITM0024,Request ITM0024,2500,569.59,1423985.89,IDR,2025-11-25,low,approved,BUD00956,https://docs.internal/pr/PR202500740.pdf
PR00741,PR202400741,2024-10-21,EMP023,CC010,DEP04,ITM0032,Request ITM0032,25,10237.94,255948.38,IDR,2024-12-06,high,approved,BUD00686,https://docs.internal/pr/PR202400741.pdf
