gr_id,gr_number,gr_date,po_id,received_qty,rejected_qty,reject_reason,inspection_result,warehouse_id,received_by
GR00533,GR202500533,2025-01-20,PO00562,49.28,0.72,rusak saat kirim,partial,WH01,EMP005
GR00534,GR202400534,2024-06-13,PO00563,245.42,4.58,rusak saat kirim,partial,WH02,EMP013
GR00535,GR202400535,2024-04-28,PO00564,45.63,4.37,spesifikasi beda,fail,WH02,EMP025
GR00536,GR202600536,2026-02-11,PO00565,0.97,0.03,kualitas tidak sesuai,partial,WH02,EMP010
GR00537,GR202500537,2025-04-09,PO00566,98.54,1.46,kualitas tidak sesuai,partial,WH01,EMP009
GR00538,GR202500538,2025-01-19,PO00567,198.60,1.40,spesifikasi beda,partial,WH01,EMP020
GR00539,GR202500539,2025-12-02,PO00568,20.00,0.00,,pass,WH03,EMP005
GR00540,GR202400540,2024-09-11,PO00569,4817.95,182.05,spesifikasi beda,partial,WH03,EMP006
GR00541,GR202500541,2025-01-06,PO00571,399.16,0.84,spesifikasi beda,partial,WH01,EMP019
GR00542,GR202600542,2026-01-07,PO00572,9.80,0.20,kualitas tidak sesuai,partial,WH03,EMP034
GR00543,GR202500543,2025-03-31,PO00573,49.28,0.72,rusak saat kirim,partial,WH03,EMP031
GR00544,GR202400544,2024-09-25,PO00574,479.63,20.37,spesifikasi beda,partial,WH03,EMP016
GR00545,GR202400545,2024-05-25,PO00575,9.90,0.10,spesifikasi beda,partial,WH02,EMP012
GR00546,GR202400546,2024-12-17,PO00576,240.24,9.76,rusak saat kirim,partial,WH02,EMP034
GR00547,GR202400547,2024-09-25,PO00577,9.82,0.18,kualitas tidak sesuai,partial,WH02,EMP005
GR00548,GR202600548,2026-01-21,PO00578,482.04,17.96,kualitas tidak sesuai,partial,WH03,EMP027
GR00549,GR202500549,2025-05-08,PO00579,223.09,26.91,kualitas tidak sesuai,fail,WH01,EMP027
GR00550,GR202500550,2025-05-22,PO00580,232.10,17.90,kualitas tidak sesuai,fail,WH03,EMP031
GR00551,GR202500551,2025-07-06,PO00581,44.86,5.14,kualitas tidak sesuai,fail,WH03,EMP040
GR00552,GR202400552,2024-11-11,PO00582,181.80,18.20,rusak saat kirim,fail,WH02,EMP018
GR00553,GR202400553,2024-06-08,PO00583,4.98,0.02,rusak saat kirim,partial,WH01,EMP034
GR00554,GR202400554,2024-11-02,PO00584,4.64,0.36,spesifikasi beda,partial,WH03,EMP024
GR00555,GR202400555,2024-01-16,PO00585,447.28,52.72,spesifikasi beda,fail,WH02,EMP023
GR00556,GR202500556,2025-09-16,PO00586,10.00,0.00,,pass,WH02,EMP003
GR00557,GR202500557,2025-06-06,PO00587,488.12,11.88,spesifikasi beda,partial,WH01,EMP007
GR00558,GR202500558,2025-07-13,PO00588,49.49,0.51,rusak saat kirim,partial,WH02,EMP037
GR00559,GR202500559,2025-10-28,PO00590,10.00,0.00,,pass,WH03,EMP030
GR00560,GR202400560,2024-10-24,PO00591,19.66,0.34,kualitas tidak sesuai,partial,WH01,EMP036
GR00561,GR202400561,2024-04-29,PO00592,45.28,4.72,kualitas tidak sesuai,fail,WH03,EMP001
GR00562,GR202400562,2024-07-24,PO00593,9.90,0.10,spesifikasi beda,partial,WH02,EMP027
GR00563,GR202500563,2025-04-24,PO00594,20.00,0.00,,pass,WH01,EMP010
GR00564,GR202500564,2025-09-15,PO00595,3.96,0.04,rusak saat kirim,partial,WH02,EMP017
GR00565,GR202400565,2024-05-18,PO00596,91.01,8.99,kualitas tidak sesuai,fail,WH03,EMP022
GR00566,GR202400566,2024-04-10,PO00597,98.98,1.02,kualitas tidak sesuai,partial,WH02,EMP001
GR00567,GR202500567,2025-02-13,PO00598,9.99,0.01,spesifikasi beda,partial,WH02,EMP017
GR00568,GR202400568,2024-07-23,PO00599,4.96,0.04,kualitas tidak sesuai,partial,WH02,EMP023
GR00569,GR202400569,2024-09-20,PO00600,9.50,0.50,rusak saat kirim,partial,WH02,EMP027
GR00570,GR202500570,2025-08-27,PO00601,199.51,0.49,rusak saat kirim,partial,WH02,EMP010
GR00571,GR202500571,2025-02-27,PO00602,0.99,0.01,kualitas tidak sesuai,partial,WH01,EMP020
GR00572,GR202400572,2024-04-13,PO00603,1.96,0.04,spesifikasi beda,partial,WH01,EMP016
GR00573,GR202400573,2024-09-27,PO00604,904.96,95.04,rusak saat kirim,fail,WH02,EMP034
GR00574,GR202500574,2025-05-14,PO00605,983.00,17.00,rusak saat kirim,partial,WH02,EMP015
GR00575,GR202500575,2025-04-04,PO00606,2399.42,100.58,rusak saat kirim,partial,WH02,EMP006
GR00576,GR202400576,2024-06-11,PO00607,2397.21,102.79,spesifikasi beda,partial,WH02,EMP040
GR00577,GR202600577,2026-01-15,PO00608,968.22,31.78,spesifikasi beda,partial,WH01,EMP029
GR00578,GR202500578,2025-03-01,PO00609,9.57,0.43,spesifikasi beda,partial,WH01,EMP031
GR00579,GR202500579,2025-08-30,PO00611,489.27,10.73,rusak saat kirim,partial,WH02,EMP024
GR00580,GR202400580,2024-09-21,PO00612,96.38,3.62,rusak saat kirim,partial,WH02,EMP012
GR00581,GR202500581,2025-10-12,PO00613,4.98,0.02,rusak saat kirim,partial,WH03,EMP025
GR00582,GR202500582,2025-12-19,PO00614,2389.80,110.20,kualitas tidak sesuai,partial,WH02,EMP033
GR00583,GR202400583,2024-11-20,PO00615,24.28,0.72,rusak saat kirim,partial,WH01,EMP029
GR00584,GR202500584,2025-04-10,PO00616,995.16,4.84,kualitas tidak sesuai,partial,WH02,EMP015
GR00585,GR202400585,2024-10-25,PO00617,500.00,0.00,,pass,WH03,EMP013
GR00586,GR202500586,2025-04-11,PO00618,197.57,2.43,kualitas tidak sesuai,partial,WH03,EMP008
GR00587,GR202600587,2026-01-05,PO00619,494.17,5.83,rusak saat kirim,partial,WH01,EMP028
GR00588,GR202500588,2025-10-30,PO00622,1.96,0.04,rusak saat kirim,partial,WH03,EMP029
GR00589,GR202500589,2025-07-10,PO00623,970.97,29.03,spesifikasi beda,partial,WH02,EMP019
GR00590,GR202500590,2025-02-10,PO00624,100.00,0.00,,pass,WH03,EMP031
GR00591,GR202500591,2025-12-09,PO00625,2363.15,136.85,kualitas tidak sesuai,fail,WH03,EMP031
GR00592,GR202400592,2024-05-24,PO00626,1.97,0.03,spesifikasi beda,partial,WH02,EMP004
GR00593,GR202400593,2024-10-02,PO00627,9.09,0.91,kualitas tidak sesuai,fail,WH03,EMP016
GR00594,GR202500594,2025-11-16,PO00628,9.77,0.23,rusak saat kirim,partial,WH02,EMP002
GR00595,GR202500595,2025-05-03,PO00629,4955.38,44.62,spesifikasi beda,partial,WH02,EMP038
GR00596,GR202500596,2025-03-13,PO00630,99.09,0.91,spesifikasi beda,partial,WH01,EMP004
GR00597,GR202500597,2025-11-23,PO00632,0.98,0.02,spesifikasi beda,partial,WH02,EMP003
GR00598,GR202400598,2024-11-06,PO00633,4.78,0.22,kualitas tidak sesuai,partial,WH01,EMP028
GR00599,GR202500599,2025-10-06,PO00634,495.57,4.43,rusak saat kirim,partial,WH02,EMP021
GR00600,GR202500600,2025-10-12,PO00635,1.98,0.02,spesifikasi beda,partial,WH02,EMP018
GR00601,GR202500601,2025-04-13,PO00636,183.48,16.52,kualitas tidak sesuai,fail,WH02,EMP013
GR00602,GR202500602,2025-02-27,PO00637,98.40,1.60,spesifikasi beda,partial,WH01,EMP030
GR00603,GR202400603,2024-11-27,PO00638,49.54,0.46,rusak saat kirim,partial,WH01,EMP032
GR00604,GR202400604,2024-12-18,PO00639,4.60,0.40,spesifikasi beda,fail,WH02,EMP004
GR00605,GR202400605,2024-03-10,PO00640,4.92,0.08,spesifikasi beda,partial,WH01,EMP010
GR00606,GR202500606,2025-11-10,PO00642,48.93,1.07,kualitas tidak sesuai,partial,WH03,EMP005
GR00607,GR202400607,2024-06-27,PO00643,478.76,21.24,rusak saat kirim,partial,WH01,EMP016
GR00608,GR202500608,2025-12-20,PO00644,23.14,1.86,rusak saat kirim,partial,WH03,EMP023
GR00609,GR202400609,2024-05-30,PO00645,4.91,0.09,kualitas tidak sesuai,partial,WH01,EMP020
GR00610,GR202400610,2024-08-20,PO00646,98.48,1.52,kualitas tidak sesuai,partial,WH01,EMP037
GR00611,GR202500611,2025-01-18,PO00647,99.02,0.98,spesifikasi beda,partial,WH01,EMP022
GR00612,GR202400612,2024-06-14,PO00648,1.98,0.02,rusak saat kirim,partial,WH03,EMP033
GR00613,GR202400613,2024-07-27,PO00649,98.41,1.59,rusak saat kirim,partial,WH01,EMP017
GR00614,GR202400614,2024-04-02,PO00650,495.02,4.98,rusak saat kirim,partial,WH02,EMP012
GR00615,GR202600615,2026-01-21,PO00651,91.22,8.78,rusak saat kirim,fail,WH02,EMP015
GR00616,GR202500616,2025-06-14,PO00652,48.78,1.22,spesifikasi beda,partial,WH02,EMP040
GR00617,GR202500617,2025-03-18,PO00656,98.61,1.39,rusak saat kirim,partial,WH02,EMP030
GR00618,GR202500618,2025-09-12,PO00657,241.68,8.32,rusak saat kirim,partial,WH03,EMP031
GR00619,GR202400619,2024-12-06,PO00658,9.89,0.11,rusak saat kirim,partial,WH01,EMP009
GR00620,GR202400620,2024-02-26,PO00659,192.28,7.72,rusak saat kirim,partial,WH01,EMP040
GR00621,GR202600621,2026-01-02,PO00660,1.97,0.03,kualitas tidak sesuai,partial,WH01,EMP030
GR00622,GR202500622,2025-09-27,PO00661,1.97,0.03,spesifikasi beda,partial,WH02,EMP024
GR00623,GR202400623,2024-02-26,PO00662,195.51,4.49,spesifikasi beda,partial,WH03,EMP014
GR00624,GR202400624,2024-07-26,PO00663,48.47,1.53,kualitas tidak sesuai,partial,WH01,EMP009
GR00625,GR202500625,2025-12-23,PO00664,242.22,7.78,rusak saat kirim,partial,WH03,EMP035
GR00626,GR202500626,2025-01-19,PO00665,97.30,2.70,kualitas tidak sesuai,partial,WH02,EMP007
GR00627,GR202400627,2024-03-12,PO00666,96.51,3.49,rusak saat kirim,partial,WH03,EMP019
GR00628,GR202400628,2024-06-29,PO00667,477.88,22.12,rusak saat kirim,partial,WH03,EMP019
GR00629,GR202500629,2025-06-26,PO00668,9.64,0.36,spesifikasi beda,partial,WH03,EMP025
GR00630,GR202500630,2025-01-30,PO00669,987.29,12.71,spesifikasi beda,partial,WH02,EMP039
GR00631,GR202400631,2024-09-12,PO00670,3.86,0.14,kualitas tidak sesuai,partial,WH02,EMP033
GR00632,GR202400632,2024-12-15,PO00671,1.93,0.07,spesifikasi beda,partial,WH03,EMP017
GR00633,GR202500633,2025-10-11,PO00672,122.54,2.46,spesifikasi beda,partial,WH03,EMP021
GR00634,GR202500634,2025-09-24,PO00673,122.53,2.47,spesifikasi beda,partial,WH01,EMP018
GR00635,GR202400635,2024-08-01,PO00674,4.54,0.46,spesifikasi beda,fail,WH01,EMP002
GR00636,GR202600636,2026-01-08,PO00675,49.82,0.18,rusak saat kirim,partial,WH01,EMP025
GR00637,GR202400637,2024-11-16,PO00676,2.42,0.08,spesifikasi beda,partial,WH01,EMP037
GR00638,GR202400638,2024-02-29,PO00677,394.83,5.17,rusak saat kirim,partial,WH03,EMP026
GR00639,GR202500639,2025-03-17,PO00678,91.49,8.51,rusak saat kirim,fail,WH03,EMP011
GR00640,GR202400640,2024-04-17,PO00679,1000.00,0.00,,pass,WH03,EMP032
GR00641,GR202500641,2025-05-05,PO00680,9.79,0.21,rusak saat kirim,partial,WH03,EMP030
GR00642,GR202500642,2025-11-21,PO00681,18.86,1.14,kualitas tidak sesuai,partial,WH01,EMP007
GR00643,GR202400643,2024-04-04,PO00682,1.96,0.04,kualitas tidak sesuai,partial,WH01,EMP017
GR00644,GR202500644,2025-10-29,PO00683,91.43,8.57,rusak saat kirim,fail,WH03,EMP016
GR00645,GR202500645,2025-04-23,PO00684,1.99,0.01,rusak saat kirim,partial,WH02,EMP006
GR00646,GR202400646,2024-02-26,PO00685,49.19,0.81,rusak saat kirim,partial,WH03,EMP010
GR00647,GR202500647,2025-01-16,PO00687,992.59,7.41,spesifikasi beda,partial,WH02,EMP007
GR00648,GR202500648,2025-03-30,PO00688,96.38,3.62,rusak saat kirim,partial,WH03,EMP009
GR00649,GR202400649,2024-09-12,PO00689,19.53,0.47,kualitas tidak sesuai,partial,WH03,EMP004
GR00650,GR202500650,2025-04-29,PO00690,1.97,0.03,rusak saat kirim,partial,WH03,EMP010
GR00651,GR202500651,2025-03-07,PO00691,36.37,3.63,spesifikasi beda,fail,WH01,EMP018
GR00652,GR202500652,2025-07-01,PO00692,19.46,0.54,spesifikasi beda,partial,WH01,EMP011
GR00653,GR202400653,2024-01-14,PO00693,95.05,4.95,spesifikasi beda,partial,WH02,EMP032
GR00654,GR202400654,2024-11-01,PO00695,0.98,0.02,kualitas tidak sesuai,partial,WH01,EMP008
GR00655,GR202500655,2025-03-22,PO00696,4.56,0.44,rusak saat kirim,fail,WH01,EMP005
GR00656,GR202500656,2025-07-20,PO00697,47.17,2.83,kualitas tidak sesuai,partial,WH03,EMP036
GR00657,GR202400657,2024-07-23,PO00698,46.51,3.49,kualitas tidak sesuai,fail,WH03,EMP006
GR00658,GR202600658,2026-01-25,PO00699,998.98,1.02,rusak saat kirim,partial,WH03,EMP009
GR00659,GR202500659,2025-10-30,PO00700,981.99,18.01,rusak saat kirim,partial,WH01,EMP010
GR00660,GR202400660,2024-03-14,PO00701,198.83,1.17,kualitas tidak sesuai,partial,WH01,EMP005
GR00661,GR202400661,2024-07-20,PO00702,1.99,0.01,rusak saat kirim,partial,WH03,EMP037
GR00662,GR202500662,2025-05-16,PO00703,97.70,2.30,spesifikasi beda,partial,WH02,EMP020
GR00663,GR202600663,2026-01-23,PO00704,481.88,18.12,spesifikasi beda,partial,WH01,EMP008
GR00664,GR202500664,2025-11-19,PO00705,2000.00,0.00,,pass,WH02,EMP031
GR00665,GR202400665,2024-11-08,PO00706,45.42,4.58,rusak saat kirim,fail,WH03,EMP001
GR00666,GR202400666,2024-12-30,PO00707,5.00,0.00,,pass,WH02,EMP015
GR00667,GR202400667,2024-04-26,PO00708,971.29,28.71,spesifikasi beda,partial,WH02,EMP006
GR00668,GR202500668,2025-01-28,PO00709,47.97,2.03,rusak saat kirim,partial,WH03,EMP013
GR00669,GR202500669,2025-01-06,PO00710,48.50,1.50,kualitas tidak sesuai,partial,WH03,EMP012
GR00670,GR202500670,2025-05-27,PO00711,382.18,17.82,rusak saat kirim,partial,WH03,EMP005
GR00671,GR202400671,2024-08-07,PO00712,460.95,39.05,spesifikasi beda,fail,WH03,EMP038
GR00672,GR202500672,2025-10-22,PO00713,39.74,0.26,spesifikasi beda,partial,WH03,EMP031
GR00673,GR202500673,2025-04-14,PO00714,38.59,1.41,rusak saat kirim,partial,WH02,EMP031
GR00674,GR202400674,2024-10-12,PO00715,250.00,0.00,,pass,WH03,EMP020
GR00675,GR202500675,2025-08-10,PO00716,4911.79,88.21,spesifikasi beda,partial,WH01,EMP037
GR00676,GR202500676,2025-12-18,PO00717,481.81,18.19,spesifikasi beda,partial,WH01,EMP029
GR00677,GR202500677,2025-04-13,PO00718,98.80,1.20,rusak saat kirim,partial,WH01,EMP033
GR00678,GR202500678,2025-02-05,PO00719,791.25,208.75,rusak saat kirim,fail,WH03,EMP030
GR00679,GR202500679,2025-04-09,PO00720,9.76,0.24,kualitas tidak sesuai,partial,WH03,EMP025
GR00680,GR202500680,2025-07-12,PO00721,48.68,1.32,kualitas tidak sesuai,partial,WH02,EMP025
GR00681,GR202500681,2025-03-14,PO00722,493.87,6.13,rusak saat kirim,partial,WH03,EMP039
GR00682,GR202400682,2024-09-07,PO00723,4.81,0.19,kualitas tidak sesuai,partial,WH01,EMP005
GR00683,GR202500683,2025-04-17,PO00724,484.63,15.37,kualitas tidak sesuai,partial,WH02,EMP039
GR00684,GR202400684,2024-08-13,PO00725,97.42,2.58,spesifikasi beda,partial,WH02,EMP019
GR00685,GR202400685,2024-06-03,PO00726,5000.00,0.00,,pass,WH01,EMP015
GR00686,GR202500686,2025-06-23,PO00727,4.55,0.45,rusak saat kirim,fail,WH02,EMP020
GR00687,GR202500687,2025-12-01,PO00728,46.55,3.45,rusak saat kirim,partial,WH03,EMP004
GR00688,GR202500688,2025-03-04,PO00729,398.20,1.80,spesifikasi beda,partial,WH03,EMP033
GR00689,GR202400689,2024-08-26,PO00730,245.74,4.26,spesifikasi beda,partial,WH03,EMP011
GR00690,GR202400690,2024-02-19,PO00731,2401.33,98.67,rusak saat kirim,partial,WH03,EMP014
GR00691,GR202500691,2025-09-29,PO00732,491.20,8.80,spesifikasi beda,partial,WH02,EMP019
GR00692,GR202400692,2024-09-04,PO00733,22.68,2.32,spesifikasi beda,fail,WH02,EMP006
GR00693,GR202400693,2024-07-09,PO00734,195.73,4.27,rusak saat kirim,partial,WH02,EMP005
GR00694,GR202400694,2024-09-02,PO00735,1.99,0.01,spesifikasi beda,partial,WH02,EMP023
GR00695,GR202400695,2024-08-19,PO00736,4.95,0.05,spesifikasi beda,partial,WH01,EMP005
GR00696,GR202500696,2025-02-04,PO00737,451.15,48.85,kualitas tidak sesuai,fail,WH03,EMP038
GR00697,GR202400697,2024-02-27,PO00738,4.85,0.15,spesifikasi beda,partial,WH02,EMP016
GR00698,GR202500698,2025-12-08,PO00739,199.41,0.59,rusak saat kirim,partial,WH02,EMP037
GR00699,GR202400699,2024-02-27,PO00740,49.46,0.54,kualitas tidak sesuai,partial,WH01,EMP017
GR00700,GR202500700,2025-02-14,PO00742,481.26,18.74,kualitas tidak sesuai,partial,WH01,EMP008
GR00701,GR202400701,2024-08-12,PO00743,9.58,0.42,kualitas tidak sesuai,partial,WH03,EMP021
GR00702,GR202500702,2025-10-20,PO00746,973.23,26.77,kualitas tidak sesuai,partial,WH01,EMP010
GR00703,GR202500703,2025-12-16,PO00747,248.15,1.85,kualitas tidak sesuai,partial,WH02,EMP008
GR00704,GR202400704,2024-06-23,PO00748,384.56,15.44,kualitas tidak sesuai,partial,WH03,EMP013
GR00705,GR202400705,2024-10-08,PO00749,122.66,2.34,kualitas tidak sesuai,partial,WH02,EMP034
GR00706,GR202500706,2025-09-10,PO00750,196.39,3.61,kualitas tidak sesuai,partial,WH02,EMP002
GR00707,GR202400707,2024-10-28,PO00751,194.06,5.94,rusak saat kirim,partial,WH03,EMP008
GR00708,GR202500708,2025-08-19,PO00752,91.96,8.04,rusak saat kirim,fail,WH02,EMP017
GR00709,GR202400709,2024-11-07,PO00753,99.63,0.37,rusak saat kirim,partial,WH02,EMP015
GR00710,GR202500710,2025-04-11,PO00754,18.65,1.35,rusak saat kirim,partial,WH02,EMP032
GR00711,GR202500711,2025-11-15,PO00755,4.76,0.24,rusak saat kirim,partial,WH02,EMP029
GR00712,GR202400712,2024-04-28,PO00756,9.88,0.12,spesifikasi beda,partial,WH02,EMP016
GR00713,GR202500713,2025-03-18,PO00757,490.66,9.34,kualitas tidak sesuai,partial,WH02,EMP013
GR00714,GR202500714,2025-10-05,PO00758,48.71,1.29,rusak saat kirim,partial,WH01,EMP001
GR00715,GR202500715,2025-12-19,PO00759,485.03,14.97,rusak saat kirim,partial,WH02,EMP035
GR00716,GR202400716,2024-10-09,PO00760,954.00,46.00,rusak saat kirim,partial,WH01,EMP021
GR00717,GR202500717,2025-06-20,PO00761,9.02,0.98,kualitas tidak sesuai,fail,WH03,EMP026
GR00718,GR202400718,2024-11-22,PO00762,97.65,2.35,spesifikasi beda,partial,WH03,EMP038
GR00719,GR202400719,2024-06-28,PO00764,248.88,1.12,rusak saat kirim,partial,WH01,EMP035
GR00720,GR202400720,2024-09-21,PO00765,1.99,0.01,kualitas tidak sesuai,partial,WH03,EMP022
GR00721,GR202500721,2025-10-18,PO00766,4918.96,81.04,kualitas tidak sesuai,partial,WH03,EMP008
GR00722,GR202400722,2024-04-27,PO00767,10.00,0.00,,pass,WH02,EMP028
GR00723,GR202500723,2025-09-09,PO00768,98.08,1.92,kualitas tidak sesuai,partial,WH03,EMP006
GR00724,GR202400724,2024-07-21,PO00769,1.98,0.02,rusak saat kirim,partial,WH01,EMP013
GR00725,GR202500725,2025-03-16,PO00770,5.00,0.00,,pass,WH03,EMP021
GR00726,GR202500726,2025-04-29,PO00771,90.32,9.68,rusak saat kirim,fail,WH03,EMP021
GR00727,GR202600727,2026-01-01,PO00772,1.83,0.17,kualitas tidak sesuai,fail,WH01,EMP031
GR00728,GR202400728,2024-08-04,PO00773,449.26,50.74,rusak saat kirim,fail,WH02,EMP031
GR00729,GR202400729,2024-04-12,PO00774,4.94,0.06,rusak saat kirim,partial,WH03,EMP020
GR00730,GR202600730,2026-01-30,PO00775,497.04,2.96,rusak saat kirim,partial,WH03,EMP020
GR00731,GR202400731,2024-08-27,PO00776,182.78,17.22,rusak saat kirim,fail,WH03,EMP011
GR00732,GR202400732,2024-09-05,PO00777,0.88,0.12,spesifikasi beda,fail,WH03,EMP038
GR00733,GR202500733,2025-02-04,PO00778,24.33,0.67,rusak saat kirim,partial,WH03,EMP033
GR00734,GR202500734,2025-10-13,PO00779,249.41,0.59,spesifikasi beda,partial,WH01,EMP006
GR00735,GR202500735,2025-08-16,PO00780,500.00,0.00,,pass,WH01,EMP027
GR00736,GR202500736,2025-06-22,PO00781,49.40,0.60,kualitas tidak sesuai,partial,WH02,EMP028
GR00737,GR202400737,2024-05-14,PO00782,0.99,0.01,kualitas tidak sesuai,partial,WH01,EMP008
GR00738,GR202400738,2024-11-01,PO00783,2.48,0.02,spesifikasi beda,partial,WH01,EMP016
GR00739,GR202500739,2025-07-29,PO00784,241.95,8.05,rusak saat kirim,partial,WH01,EMP004
GR00740,GR202500740,2025-11-16,PO00785,96.81,3.19,kualitas tidak sesuai,partial,WH03,EMP030
GR00741,GR202500741,2025-12-14,PO00786,1.83,0.17,spesifikasi beda,fail,WH01,EMP035
GR00742,GR202400742,2024-05-07,PO00787,9.97,0.03,kualitas tidak sesuai,partial,WH03,EMP037
GR00743,GR202500743,2025-03-02,PO00788,999.22,0.78,spesifikasi beda,partial,WH02,EMP011
GR00744,GR202500744,2025-02-15,PO00789,4921.99,78.01,kualitas tidak sesuai,partial,WH01,EMP009
GR00745,GR202500745,2025-03-25,PO00790,10.00,0.00,,pass,WH03,EMP017
GR00746,GR202500746,2025-09-30,PO00792,392.86,7.14,rusak saat kirim,partial,WH01,EMP018
GR00747,GR202400747,2024-05-11,PO00793,1.96,0.04,rusak saat kirim,partial,WH03,EMP007
GR00748,GR202400748,2024-10-30,PO00795,18.01,1.99,kualitas tidak sesuai,fail,WH03,EMP002
GR00749,GR202500749,2025-02-23,PO00796,5.00,0.00,,pass,WH02,EMP033
GR00750,GR202500750,2025-01-17,PO00797,182.16,17.84,rusak saat kirim,fail,WH02,EMP008
GR00751,GR202500751,2025-10-10,PO00798,1.00,0.00,,pass,WH03,EMP007
GR00752,GR202400752,2024-06-27,PO00799,9.03,0.97,rusak saat kirim,fail,WH03,EMP004
GR00753,GR202400753,2024-10-10,PO00800,947.97,52.03,rusak saat kirim,fail,WH03,EMP033
GR00754,GR202400754,2024-03-09,PO00801,1.82,0.18,kualitas tidak sesuai,fail,WH03,EMP026
GR00755,GR202400755,2024-03-26,PO00802,1.79,0.21,rusak saat kirim,fail,WH03,EMP009
GR00756,GR202400756,2024-12-09,PO00803,200.00,0.00,,pass,WH02,EMP021
GR00757,GR202400757,2024-05-09,PO00804,197.67,2.33,rusak saat kirim,partial,WH02,EMP034
GR00758,GR202600758,2026-01-31,PO00806,249.45,0.55,kualitas tidak sesuai,partial,WH03,EMP003
GR00759,GR202500759,2025-06-15,PO00807,362.98,37.02,spesifikasi beda,fail,WH02,EMP021
GR00760,GR202400760,2024-10-26,PO00808,9.93,0.07,rusak saat kirim,partial,WH02,EMP021
GR00761,GR202500761,2025-03-07,PO00809,3.68,0.32,spesifikasi beda,fail,WH02,EMP002
GR00762,GR202400762,2024-03-11,PO00810,1000.00,0.00,,pass,WH03,EMP008
GR00763,GR202500763,2025-01-26,PO00811,4920.87,79.13,spesifikasi beda,partial,WH02,EMP007
GR00764,GR202400764,2024-07-12,PO00812,39.09,0.91,kualitas tidak sesuai,partial,WH01,EMP028
GR00765,GR202500765,2025-06-17,PO00813,1.98,0.02,kualitas tidak sesuai,partial,WH01,EMP028
GR00766,GR202400766,2024-03-03,PO00814,0.45,0.05,rusak saat kirim,partial,WH01,EMP016
GR00767,GR202500767,2025-07-28,PO00815,193.18,6.82,rusak saat kirim,partial,WH03,EMP013
GR00768,GR202500768,2025-05-23,PO00816,1.96,0.04,kualitas tidak sesuai,partial,WH01,EMP020
GR00769,GR202500769,2025-09-07,PO00817,2373.75,126.25,spesifikasi beda,fail,WH02,EMP040
GR00770,GR202400770,2024-04-11,PO00818,45.63,4.37,kualitas tidak sesuai,fail,WH01,EMP032
GR00771,GR202500771,2025-10-09,PO00819,4552.05,447.95,kualitas tidak sesuai,fail,WH02,EMP030
GR00772,GR202500772,2025-12-15,PO00820,1209.86,40.14,rusak saat kirim,partial,WH01,EMP015
GR00773,GR202500773,2025-04-04,PO00821,19.92,0.08,spesifikasi beda,partial,WH02,EMP014
GR00774,GR202500774,2025-04-17,PO00822,96.49,3.51,kualitas tidak sesuai,partial,WH01,EMP001
GR00775,GR202500775,2025-01-09,PO00823,9.66,0.34,spesifikasi beda,partial,WH02,EMP001
GR00776,GR202500776,2025-01-10,PO00824,100.00,0.00,,pass,WH01,EMP010
GR00777,GR202400777,2024-07-02,PO00826,1000.00,0.00,,pass,WH02,EMP031
GR00778,GR202500778,2025-07-06,PO00827,95.95,4.05,rusak saat kirim,partial,WH03,EMP037
GR00779,GR202500779,2025-10-20,PO00828,10.01,2.49,rusak saat kirim,fail,WH01,EMP012
GR00780,GR202400780,2024-08-22,PO00829,4.58,0.42,spesifikasi beda,fail,WH02,EMP025
GR00781,GR202400781,2024-06-14,PO00830,4.97,0.03,kualitas tidak sesuai,partial,WH02,EMP022
GR00782,GR202400782,2024-07-16,PO00831,9.62,0.38,spesifikasi beda,partial,WH03,EMP027
GR00783,GR202500783,2025-02-17,PO00832,4.86,0.14,kualitas tidak sesuai,partial,WH01,EMP039
GR00784,GR202400784,2024-03-16,PO00833,471.66,28.34,kualitas tidak sesuai,partial,WH03,EMP029
GR00785,GR202400785,2024-12-05,PO00834,95.86,4.14,kualitas tidak sesuai,partial,WH02,EMP005
GR00786,GR202400786,2024-03-24,PO00835,0.83,0.17,rusak saat kirim,fail,WH02,EMP009
GR00787,GR202500787,2025-12-19,PO00836,9.73,0.27,rusak saat kirim,partial,WH03,EMP024
GR00788,GR202400788,2024-10-17,PO00837,191.38,8.62,spesifikasi beda,partial,WH01,EMP005
GR00789,GR202400789,2024-05-03,PO00838,2431.45,68.55,kualitas tidak sesuai,partial,WH02,EMP033
GR00790,GR202400790,2024-08-15,PO00839,912.04,87.96,kualitas tidak sesuai,fail,WH02,EMP022
GR00791,GR202500791,2025-02-23,PO00840,19.70,0.30,kualitas tidak sesuai,partial,WH03,EMP036
GR00792,GR202400792,2024-08-26,PO00841,183.69,16.31,spesifikasi beda,fail,WH02,EMP013
GR00793,GR202500793,2025-01-08,PO00842,195.39,4.61,spesifikasi beda,partial,WH02,EMP004
GR00794,GR202500794,2025-02-02,PO00843,246.61,3.39,rusak saat kirim,partial,WH01,EMP030
GR00795,GR202600795,2026-01-11,PO00844,499.97,0.03,kualitas tidak sesuai,partial,WH03,EMP037
GR00796,GR202500796,2025-06-14,PO00845,966.28,33.72,spesifikasi beda,partial,WH01,EMP001
GR00797,GR202500797,2025-01-27,PO00846,238.46,11.54,rusak saat kirim,partial,WH01,EMP037
GR00798,GR202500798,2025-04-29,PO00847,49.92,0.08,spesifikasi beda,partial,WH03,EMP011
